Number,Order_Group,Species_Name,Final_Status,Status_Confidence,Database_Confidence,Group_Count,Species_Count,Sequence_Count,ML_Similarity,dS_Distance,AA_Similarity,Ztest_Similarity,dN/dS_Similarity,predict,prob. introduced,prob. native,ML_Distance,dN_Distance,dN_Similarity,dS_Similarity,AA_Distance,Ztest_Distance,dN/dS_Distance
727,Hymenoptera_Group_41,Halictus ligatus,native,33.0,,1,1.0,1,,0.53317793,,,,introduced,0.6647769945250565,0.3352230054749444,0.16140853336690142,0.11757400172245538,0.014755502862061018,0.02300575183692591,0.17670194896872699,3.4821291609142504e-05,0.11720634039949304
728,Hymenoptera_Group_42,,,,,0,,1,,0.61078834,,,,introduced,0.661116153500602,0.33888384649939907,0.1954908046273669,0.10273433822064151,0.014755502862061018,0.02300575183692591,0.11224582949911943,2.4083448381653625e-06,0.0893998644092476
729,Hymenoptera_Group_43,Halictus rubicundus,introduced,66.0,50.0,1,1.0,1,,0.57160504,,,,introduced,0.6547652783099549,0.34523472169004604,0.16140853336690142,0.10273433822064151,0.014755502862061018,0.02300575183692591,0.11224582949911943,4.3564963951526305e-06,0.09552818984188227
730,Hymenoptera_Group_44,,,,,0,,2,0.0148939,0.11253192,0.01591546,0.01957468,0.1130944531,native,0.35175047930256276,0.648249520697437,0.007231036618139418,0.019421442260710183,0.1084537345338126,0.04424347387871095,0.03457721594382836,0.017799064273661604,0.09173133613505478
731,Hymenoptera_Group_45,,,,,0,,2,0.00404736,0.31341102,0.0,0.08239354,0.0,native,0.3205774086835207,0.6794225913164791,0.06507058340170631,0.02845016537613362,0.0,0.016767914981518563,0.03787706283561883,0.0010388249731553918,0.0482483540637114
732,Hymenoptera_Group_46,,,,,0,,1,,0.11253192,,,,native,0.3493602342761042,0.6506397657238956,0.007231036618139418,0.01440818631581693,0.014755502862061018,0.02300575183692591,0.025596361972832757,0.005317042491179628,0.06805273081633566
733,Hymenoptera_Group_47,,,,,0,,1,,0.14535438,,,,native,0.211968516710617,0.7880314832893837,0.01937473315487944,0.006914034154654376,0.014755502862061018,0.02300575183692591,0.012241675535187967,0.01225752416014726,0.025282229408226616
734,Hymenoptera_Group_48,,,,,0,,1,,0.23514134,,,,native,0.2120186902615775,0.7879813097384233,0.03627149451922411,0.006914034154654376,0.014755502862061018,0.02300575183692591,0.012241675535187967,0.003808789691670501,0.0156283994159547
735,Hymenoptera_Group_49,,,,,0,,3,0.0,0.15993904,0.0,1.0,,native,0.29905395392952355,0.7009460460704771,0.01937473315487944,0.007347960293997844,0.0,0.0,0.013041440644977663,0.013795075931891393,0.02441879820688259
736,Hymenoptera_Group_5,,,,,0,,3,0.0,0.40328522,0.0,1.0,,introduced,0.7333329829453626,0.26666701705463647,0.135297127408197,0.14020083997715596,0.0,0.0,0.19088860510452893,0.035408268139285166,0.18477800760156743
737,Hymenoptera_Group_50,Apis mellifera,introduced,100.0,100.0,1,1.0,3,0.00088914,0.46006972,0.00318219,0.54588335,,introduced,0.7364051239647512,0.26359487603524834,0.19791495801279052,0.28717449113264965,0.02219187294481623,0.0,0.41313755154773674,0.0007635833716827733,0.3317677594460249
738,Hymenoptera_Group_51,,,,,0,,1,,0.47806101,,,,introduced,0.6695138062962646,0.33048619370373616,0.16970865856221223,0.19531396716761718,0.014755502862061018,0.02300575183692591,0.269632381146546,0.00014465408805031444,0.2171510566781867
739,Hymenoptera_Group_52,,,,,0,,1,,0.33948275,,,,introduced,0.6252004124847499,0.37479958751525005,0.10312967529508589,0.07736087456553417,0.014755502862061018,0.02300575183692591,0.08689209860691886,0.009124037429053536,0.12111993509922146
740,Hymenoptera_Group_53,Bombus terricola,native,100.0,100.0,1,1.0,2,0.00127886,0.34964175,0.0,0.31764352,0.0,introduced,0.6471734672289853,0.35282653277101483,0.10703482748357317,0.08437251193327495,0.0,0.005185998529304072,0.07430475870672044,0.004124957815615892,0.12825953586773964
741,Hymenoptera_Group_54,Bombus vagans,native,100.0,100.0,1,1.0,10,0.00051239,0.23205346,0.0,0.83140566,0.0,introduced,0.5989362396026708,0.4010637603973281,0.0599469245714752,0.04909785891398407,0.0,0.002064843269557004,0.049306455198429085,0.009039254486884491,0.11245699527636635
742,Hymenoptera_Group_55,,,,,0,,2,0.0,0.27619096,0.0,1.0,,introduced,0.5312583854442042,0.46874161455579566,0.06434103905937374,0.042705274361753566,0.0,0.0,0.044266972078862626,0.005829897223500536,0.08218338533064992
743,Hymenoptera_Group_56,,,,,0,,4,0.00176104,0.21423411,0.00159696,0.44530690000000006,0.09370165837000001,native,0.4743024304725606,0.5256975695274394,0.05266856209759496,0.04273448434152452,0.010959393160534877,0.005396165271340945,0.015628587157157883,0.012441984967019482,0.10602342225764083
744,Hymenoptera_Group_57,,,,,0,,1,,0.1278084,,,,native,0.3462647092966432,0.6537352907033566,0.010677936444595179,0.01389124420723378,0.014755502862061018,0.02300575183692591,0.024539628856028024,0.003756250958736002,0.05776884950109094
745,Hymenoptera_Group_58,,,,,0,,2,0.0,0.25788693,0.0,1.0,,native,0.37310162483486625,0.6268983751651344,0.05748719630809676,0.024341566994280254,0.0,0.0,0.024539628856028024,0.001608084061972695,0.05016850628347013
746,Hymenoptera_Group_59,,,,,0,,1,,0.1278084,,,,native,0.3462647092966432,0.6537352907033566,0.010677936444595179,0.01389124420723378,0.014755502862061018,0.02300575183692591,0.015628587157157883,0.003952047860101242,0.05776884950109094
747,Hymenoptera_Group_6,,,,,0,,2,0.0,0.41051839,0.0,1.0,,introduced,0.7333329829453626,0.26666701705463647,0.135297127408197,0.14020083997715596,0.0,0.0,0.19088860510452893,0.03326128240527688,0.18152229294317604
748,Hymenoptera_Group_60,Bombus impatiens,native,66.0,50.0,1,2.0,2,0.0,0.14891595,0.0,1.0,,introduced,0.5367217303666031,0.463278269633397,0.02380547778357813,0.030023209742389298,0.0,0.0,0.04999770368445902,0.04295835250805338,0.10715880800870924
749,Hymenoptera_Group_61,Bombus impatiens,native,66.0,50.0,1,2.0,4,0.0,0.14891595,0.0,1.0,,introduced,0.5367217303666031,0.463278269633397,0.02380547778357813,0.030023209742389298,0.0,0.0,0.0526966568240279,0.013280825279950913,0.10715880800870924
750,Hymenoptera_Group_62,Anthidiellum notatum,native,66.0,50.0,1,1.0,1,,0.42605885,,,,introduced,0.6836597567649768,0.31634024323502313,0.24208518435826448,0.3972227882370574,0.014755502862061018,0.02300575183692591,0.45353719123081904,0.0017258935419542873,0.4955375107315259
751,Hymenoptera_Group_63,Osmia simillima,native,100.0,100.0,1,1.0,1,,0.19686731,,,,native,0.4089552583072821,0.5910447416927184,0.039582158123768404,0.03850925899305225,0.014755502862061018,0.02300575183692591,0.04063066213302384,0.007431109065807639,0.10396891814949719
752,Hymenoptera_Group_64,Osmia distincta,native,100.0,100.0,1,1.0,1,,0.19686731,,,,native,0.4089552583072821,0.5910447416927184,0.039582158123768404,0.03850925899305225,0.014755502862061018,0.02300575183692591,0.04063066213302384,0.011270762386869151,0.10396891814949719
753,Hymenoptera_Group_65,Neopareophora litura,native,33.0,,1,1.0,1,,0.46634932,,,,introduced,0.6513023417952815,0.3486976582047193,0.139366220939738,0.08491646351282493,0.014755502862061018,0.02300575183692591,0.07697795352519476,9.832796441171956e-05,0.09678153841528522
754,Hymenoptera_Group_66,Pristiphora bivittata,native,33.0,,1,1.0,1,,0.48968737,,,,introduced,0.6585378888807448,0.34146211111925523,0.1687364931945115,0.0618748648406233,0.014755502862061018,0.02300575183692591,0.05752480401943222,0.0026960576775579073,0.06715948089492278
755,Hymenoptera_Group_67,Nematus atriceps group sp. TN-2010,,33.0,,1,1.0,1,,0.38311922,,,,introduced,0.5260385470322289,0.47396145296777137,0.1020613379219739,0.05610126211974811,0.014755502862061018,0.02300575183692591,0.038212081497830064,0.0005726338395459427,0.07783065082569819
756,Hymenoptera_Group_68,Nematus tricolor,,66.0,,1,1.0,1,,0.38311922,,,,introduced,0.5331742836103769,0.46682571638962317,0.1020613379219739,0.044762466156995355,0.014755502862061018,0.02300575183692591,0.038212081497830064,0.005591148949225341,0.062100062309377306
757,Hymenoptera_Group_69,Amauronematus brunneus,native,33.0,,1,1.0,1,,0.48297746,,,,native,0.2680099010496686,0.7319900989503317,0.11363277793776634,0.02782990582998881,0.014755502862061018,0.02300575183692591,0.019037806608611568,0.000716030065961037,0.030626463001456633
758,Hymenoptera_Group_7,,,,,0,,1,,0.68306291,,,,introduced,0.6683143456538035,0.33168565434619734,0.3196855116399874,0.4518573757467753,0.014755502862061018,0.02300575183692591,0.5404407647284436,5.967172879275962e-06,0.35160305663840774
759,Hymenoptera_Group_70,Pachynematus corniger,native,33.0,,1,1.0,1,,0.48297746,,,,native,0.2680099010496686,0.7319900989503317,0.11363277793776634,0.02782990582998881,0.014755502862061018,0.02300575183692591,0.019037806608611568,0.0005089584292069336,0.030626463001456633
760,Hymenoptera_Group_71,Periclista sp. SAL-2012,,33.0,,1,1.0,1,,0.41989623,,,,introduced,0.6836597567649768,0.31634024323502313,0.20356615883662532,0.16615456360708145,0.014755502862061018,0.02300575183692591,0.19676514004167928,0.0016812854732320907,0.21032082131505447
761,Hymenoptera_Group_72,Fenusa pumila,introduced,100.0,50.0,1,1.0,1,,0.49929802,,,,introduced,0.6780522679722004,0.3219477320277993,0.15937504186397622,0.1368304058228558,0.014755502862061018,0.02300575183692591,0.13620104136906735,0.0034594416321521706,0.14565813378566875
762,Hymenoptera_Group_73,Fenella nigrita,introduced,100.0,50.0,1,1.0,1,,0.50316653,,,,introduced,0.6780522679722004,0.3219477320277993,0.15937504186397622,0.13119706779220516,0.014755502862061018,0.02300575183692591,0.13620104136906735,0.00042891547783402363,0.13858759374298812
763,Hymenoptera_Group_74,Profenusa lucifex,native,33.0,,1,1.0,1,,0.38092222,,,,introduced,0.6802536693084394,0.3197463306915601,0.1769050682503765,0.13119706779220516,0.014755502862061018,0.02300575183692591,0.13620104136906735,0.004976990335941095,0.1830626699806485
764,Hymenoptera_Group_75,,,,,0,,1,,0.27740562,,,,introduced,0.6836597567649768,0.31634024323502313,0.2548042853186771,0.42058523528973224,0.014755502862061018,0.02300575183692591,0.5181271041813352,0.06845689522932966,0.8058435563220769
765,Hymenoptera_Group_76,Perilampus stygicus,native,33.0,,1,1.0,1,,0.29806085,,,,introduced,0.6803847844589744,0.3196152155410255,0.1747885508130791,0.24106105453822832,0.014755502862061018,0.02300575183692591,0.3314651373160584,0.0031872219665592884,0.4298669804167347
766,Hymenoptera_Group_77,,,,,0,,2,0.0,0.34255787,0.0,1.0,,introduced,0.7377650795647195,0.26223492043527985,0.1850233126342632,0.24123734368710112,0.0,0.0,0.3142758580309404,0.0019623868691517102,0.37430235397955985
767,Hymenoptera_Group_78,,,,,0,,1,,0.40782321,,,,introduced,0.6790986701087983,0.32090132989120157,0.1555021556784203,0.1746734785214964,0.014755502862061018,0.02300575183692591,0.23161767311845297,0.0013716060745513116,0.2276496571658456
768,Hymenoptera_Group_79,,,,,0,,1,,0.41459237,,,,introduced,0.6677151114867068,0.332284888513294,0.1555021556784203,0.1746734785214964,0.014755502862061018,0.02300575183692591,0.19344327954837184,0.00011642890013805798,0.2239327604985679
769,Hymenoptera_Group_8,,,,,0,,1,,0.38563600000000003,,,,introduced,0.6836597567649768,0.31634024323502313,0.23969889523459575,0.35800521385361767,0.014755502862061018,0.02300575183692591,0.4520794253952492,0.0037465562202791836,0.4934279567265263
770,Hymenoptera_Group_80,,,,,0,,1,,0.43133331,,,,introduced,0.6836597567649768,0.31634024323502313,0.20242570587381298,0.19226555263234726,0.014755502862061018,0.02300575183692591,0.19344327954837184,0.0005342690596717288,0.23691930652510867
771,Hymenoptera_Group_81,,,,,0,,2,0.0,0.43700813,0.0,1.0,,introduced,0.7394129293656703,0.2605870706343292,0.30512005841648937,0.5470924864391737,0.0,0.0,0.6617672984712959,0.00017875441018561127,0.6654006243841747
772,Hymenoptera_Group_82,Myrmecina americana,native,33.0,,1,1.0,1,,0.64946026,,,,introduced,0.6664774285596347,0.33352257144036634,0.26845137369377464,0.2963815264453626,0.014755502862061018,0.02300575183692591,0.32422202046505305,3.5588280411105993e-06,0.2425551603701839
773,Hymenoptera_Group_83,Ponera pennsylvanica,native,33.0,,1,2.0,2,0.0,0.14863270000000003,0.0,1.0,,native,0.27717809991866227,0.7228219000813382,0.013046464958002948,0.0,0.0,0.0,0.0,0.0006382113821138211,0.0
774,Hymenoptera_Group_84,Ponera pennsylvanica,native,33.0,,1,2.0,1,,0.14863270000000003,,,,native,0.18795266945470754,0.8120473305452929,0.013046464958002948,0.0,0.014755502862061018,0.02300575183692591,0.0,0.0011607148335634298,0.0
775,Hymenoptera_Group_85,,,,,0,,1,,0.58511892,,,,introduced,0.667457716874965,0.3325422831250358,0.30384361963311873,0.3137449605930488,0.014755502862061018,0.02300575183692591,0.30362887132787786,1.4265991716520937e-06,0.2849998212473857
776,Hymenoptera_Group_86,,,,,0,,1,,0.72841834,,,,introduced,0.5912914332392183,0.4087085667607821,0.17541417859386438,0.06782294661441952,0.014755502862061018,0.02300575183692591,0.08689209860691886,4.065040650406504e-09,0.04948889449018288
777,Hymenoptera_Group_87,,,,,0,,2,0.00256005,0.26324629,0.0,0.15717212,0.0,native,0.11915469582270809,0.8808453041772915,0.050380448190162505,0.009611786964362951,0.0,0.00980229310409403,0.016650414137899888,2.63844147875441e-10,0.01940679629589978
778,Hymenoptera_Group_88,Camponotus chromaiodes,native,33.0,,2,1.0,9,0.00703599,0.26324629,0.00466869,0.36847236,0.0687488535,native,0.11201005490801395,0.887989945091986,0.050380448190162505,0.009611786964362951,0.03278698949397012,0.022003009900833016,0.016650414137899888,1.7487344684767603e-10,0.01940679629589978
779,Hymenoptera_Group_88,Camponotus pennsylvanicus,native,33.0,,2,1.0,9,0.00703599,0.26324629,0.00466869,0.36847236,0.0687488535,native,0.11201005490801395,0.887989945091986,0.050380448190162505,0.009611786964362951,0.03278698949397012,0.022003009900833016,0.016650414137899888,1.7487344684767603e-10,0.01940679629589978
780,Hymenoptera_Group_89,Tapinoma sessile,native,33.0,,1,2.0,1,,0.48681531,,,,introduced,0.6088048471628357,0.3911951528371646,0.11677853436546624,0.05663091039207124,0.014755502862061018,0.02300575183692591,0.07430475870672044,3.359410952600092e-07,0.06183029029725819
781,Hymenoptera_Group_9,,,,,0,,54,0.0,0.32467126,0.0,1.0,,introduced,0.739341357471097,0.2606586425289022,0.23969889523459575,0.35800521385361767,0.0,0.0,0.4520794253952492,0.0033755023776652856,0.586080774666022
782,Hymenoptera_Group_90,Tapinoma sessile,native,33.0,,1,2.0,5,0.00900277,0.48681531,0.0,0.02356309,0.0,introduced,0.614668583621367,0.3853314163786337,0.11677853436546624,0.05663091039207124,0.0,0.035686905968477615,0.07430475870672044,1.6413560362018712e-07,0.06183029029725819
783,Hymenoptera_Group_91,,,,,0,,1,,0.63069631,,,,introduced,0.6636252655268681,0.3363747344731331,0.23703328340151492,0.15598732563006307,0.014755502862061018,0.02300575183692591,0.20292568521079443,2.63844147875441e-07,0.13145617528335285
784,Hymenoptera_Group_92,Dolichoderus sp.,,33.0,,1,1.0,2,0.0,0.62192666,0.0,1.0,,introduced,0.7266583480631852,0.27334165193681514,0.23703328340151492,0.15598732563006307,0.0,0.0,0.20292568521079443,6.611443472925295e-07,0.1333098096818398
785,Hymenoptera_Group_93,,,,,0,,1,,0.84823318,,,,introduced,0.6672961300057355,0.33270386999426527,0.301501723092197,0.2745523016480042,0.014755502862061018,0.02300575183692591,0.256157301974481,1.0139591961957356e-09,0.17203697694614797
786,Hymenoptera_Group_94,Myrmica rubra,introduced,33.0,,1,1.0,3,0.00085321,0.58833917,0.00305111,0.54590088,,introduced,0.7201153094948467,0.27988469050515347,0.19534929209122887,0.10154304663982493,0.021019292149756136,0.0,0.10377455161864568,2.561742598558061e-07,0.09173485868766705
787,Hymenoptera_Group_95,,,,,0,,1,,0.53686792,,,,introduced,0.5493055641875565,0.4506944358124437,0.12223674728928459,0.04299268920523495,0.014755502862061018,0.02300575183692591,0.07535146132465657,4.065040650406504e-05,0.042563675881266694
788,Hymenoptera_Group_96,Myrmica punctiventris,native,33.0,,1,1.0,2,0.00127919,0.44188553,0.0,0.31768164,0.0,introduced,0.6604626835409104,0.3395373164590902,0.15393509035312508,0.05726675096023239,0.0,0.005068137460416166,0.06264453112994747,4.341156619113361e-05,0.06888183907845952
789,Hymenoptera_Group_97,Myrmica fracticornis,native,33.0,,1,1.0,1,,0.53686792,,,,introduced,0.5404571524021017,0.45954284759789854,0.12223674728928459,0.04299268920523495,0.014755502862061018,0.02300575183692591,0.06264453112994747,1.8254333486731094e-05,0.042563675881266694
790,Hymenoptera_Group_98,Aphaenogaster rudis,native,33.0,,1,1.0,2,0.0025607,0.31275515,0.0,0.15714816,0.0,native,0.10934347375887223,0.890656526241127,0.058982664732208895,0.0,0.0,0.009889239428689252,0.0,7.102316306181929e-09,0.0
791,Hymenoptera_Group_99,,,,,0,,1,,0.2839251,,,,native,0.10239218464473213,0.8976078153552675,0.054742099931209376,0.0,0.014755502862061018,0.02300575183692591,0.0,5.921153551158153e-08,0.0
792,Lepidoptera_Group_1,Feniseca tarquinius,native,33.0,50.0,1,1.0,105,0.00225233,0.75375189,0.00052154,0.49755471,0.021467712740000002,introduced,0.668647027489691,0.33135297251030976,0.2436550219842551,0.15322054072964428,0.0036930333861455752,0.00793676408158296,0.15117125332848733,0.0,0.10804397324459791
793,Lepidoptera_Group_10,Antispila viticordifoliella,,33.0,,1,2.0,1,,0.15983014,,,,native,0.2836993419097353,0.7163006580902636,0.02811325746208105,0.028309013383971918,0.014755502862061018,0.02300575183692591,0.03689436817446285,7.562509587360024e-09,0.09414083024124768
794,Lepidoptera_Group_100,Lobophora nivigerata,native,33.0,50.0,1,1.0,1,,0.45654738,,,,native,0.18557743931459147,0.8144225606854084,0.10527330762176466,0.015361184088392708,0.014755502862061018,0.02300575183692591,0.0,4.709311244055836e-13,0.01788342958821375
795,Lepidoptera_Group_101,Erynnis baptisiae,native,33.0,50.0,1,1.0,2,0.00129272,0.40752966,0.0,0.31775631,0.0,introduced,0.6476031227403909,0.3523968772596099,0.13100299460343945,0.0569603833473735,0.0,0.004837261779307541,0.0617763981398694,3.8963031139745355e-12,0.07428919486014755
796,Lepidoptera_Group_102,Oneida lunulalis,,33.0,,1,1.0,1,,0.35967981,,,,introduced,0.6165075739931994,0.38349242600680117,0.11860632115679844,0.06701841220196755,0.014755502862061018,0.02300575183692591,0.0617763981398694,1.7794140205553e-11,0.09903530521111834
797,Lepidoptera_Group_103,Dryocampa rubicunda,native,33.0,50.0,1,1.0,2,0.0,0.25425934,0.0,1.0,,introduced,0.576964430651566,0.42303556934843406,0.06194800698498151,0.04299268920523495,0.0,0.0,0.07430475870672044,1.672035588280411e-11,0.08987308840562779
798,Lepidoptera_Group_104,Anisota senatoria,native,66.0,50.0,1,1.0,3,0.0,0.25425934,0.0,1.0,,native,0.4644191433100498,0.5355808566899504,0.06194800698498151,0.04299268920523495,0.0,0.0,0.024539628856028024,7.915324436263231e-11,0.08987308840562779
799,Lepidoptera_Group_105,,,,,0,,4,0.00194135,0.494561,0.0,0.33882080000000003,0.0,introduced,0.6249262390255781,0.3750737609744225,0.1348696744126,0.055902187057129314,0.0,0.007166326135815195,0.049306455198429085,0.0,0.06007875210508808
800,Lepidoptera_Group_106,Nascia acutellus,,33.0,,1,1.0,1,,0.40276490000000004,,,,introduced,0.5146527895044751,0.48534721049552515,0.1268574392301403,0.0643608364239731,0.014755502862061018,0.02300575183692591,0.024539628856028024,5.6143580303727567e-14,0.08493408918568104
801,Lepidoptera_Group_107,,,,,0,,1,,0.39805334,,,,introduced,0.6478745601940865,0.35212543980591443,0.12582426536133157,0.10387494711480813,0.014755502862061018,0.02300575183692591,0.08689209860691886,6.979598097867771e-11,0.1387016136003101
802,Lepidoptera_Group_108,Prochoreutis inflatella,,33.0,,1,1.0,1,,0.43170548,,,,introduced,0.6226343242548606,0.37736567574513985,0.12970203437327338,0.07173559323647284,0.014755502862061018,0.02300575183692591,0.05501394279464732,1.1612210461727258e-12,0.08832000861672244
803,Lepidoptera_Group_109,Macrorrhinia endonephele,,33.0,,1,1.0,1,,0.34460452,,,,native,0.477445650857016,0.5225543491429836,0.09700036885907896,0.07622981304021129,0.014755502862061018,0.02300575183692591,0.029393694860508798,3.359410952600092e-10,0.11757523494439784
804,Lepidoptera_Group_11,Antispila viticordifoliella,,33.0,,1,2.0,1,,0.15983014,,,,native,0.2838609287789646,0.7161390712210342,0.02811325746208105,0.028309013383971918,0.014755502862061018,0.02300575183692591,0.03689436817446285,4.463874827427519e-07,0.09414083024124768
805,Lepidoptera_Group_110,,,,,0,,3,0.00258834,0.34361525,0.0,0.38854970000000005,0.0,native,0.17271972427495721,0.8272802757250426,0.07725829691916368,0.019811145271506136,0.0,0.009759708211078213,0.014656484702807154,5.767755790765455e-11,0.030644258900279494
806,Lepidoptera_Group_111,Acrobasis sylviella,,66.0,,1,1.0,2,0.00135646,0.31189695,0.0,0.31766279999999997,0.0,native,0.4968237738964268,0.5031762261035732,0.1015729121968907,0.055436176079738525,0.0,0.0051263915722271226,0.03787706283561883,2.2702868538119344e-10,0.09447004186236196
807,Lepidoptera_Group_112,,,,,0,,1,,0.34996465,,,,native,0.4635440369763645,0.5364559630236353,0.09430705190485585,0.0496737888553489,0.014755502862061018,0.02300575183692591,0.012241675535187967,3.8502837858567266e-10,0.07544232753801189
808,Lepidoptera_Group_113,,,,,0,,1,,0.31189695,,,,native,0.19166020448037338,0.8083397955196268,0.09430705190485585,0.021331022505687827,0.014755502862061018,0.02300575183692591,0.012245179522792731,2.945236999539806e-10,0.03635067805937437
809,Lepidoptera_Group_114,Costaconvexa centrostrigaria,native,33.0,50.0,1,1.0,3,0.00086181,0.45285118,0.0,0.54514538,0.0,native,0.384666308160963,0.6153336918390367,0.1126998719250736,0.04107661391007737,0.0,0.0033036704392042857,0.024539628856028024,6.059211535511581e-13,0.04821155090638356
810,Lepidoptera_Group_115,Aethalura intertexta,native,66.0,50.0,1,1.0,2,0.01103491,0.45546114,0.00563382,0.03645359,0.06149861989,native,0.1799467534114143,0.8200532465885856,0.1064032973851785,0.01363960537785825,0.03974836226024609,0.029819467385547235,0.0061208243935954925,3.1753336401288535e-11,0.01591704509820883
811,Lepidoptera_Group_116,Operophtera brumata,introduced,66.0,100.0,1,1.0,29,0.0,0.39486248,0.0,1.0,,native,0.291075391086778,0.7089246089132214,0.0858373513360459,0.015361184088392708,0.0,0.0,0.0,5.430280717901518e-15,0.020677155555626617
812,Lepidoptera_Group_117,Pleuroprucha insulsaria,native,33.0,50.0,1,1.0,1,,0.37981525,,,,native,0.19107722876306885,0.8089227712369312,0.1068046728684285,0.02466376407369789,0.014755502862061018,0.02300575183692591,0.012241675535187967,3.0065961036968854e-11,0.03451428885078072
813,Lepidoptera_Group_118,Heliomata cycladata,native,33.0,50.0,1,1.0,9,0.0005212999999999999,0.45893385,0.0,0.7491340999999999,0.0,native,0.2577620127637324,0.7422379872362672,0.10564649506697708,0.021957138244617824,0.0,0.0020088562885489493,0.012734908599553252,2.868538119343458e-12,0.025429487934664863
814,Lepidoptera_Group_119,Euclea delphinii,,33.0,,1,1.0,3,0.0,0.36249177,0.0,1.0,,introduced,0.5571191557068388,0.4428808442931611,0.09941538259511347,0.05349110375727491,0.0,0.0,0.0325800232531037,2.2702868538119344e-11,0.07843237730745467
815,Lepidoptera_Group_12,Antispila isabella,native,33.0,,1,1.0,5,0.00051697,0.60610721,0.0,0.72711581,0.0,introduced,0.5137490663881321,0.4862509336118681,0.14814758176413512,0.05180274563126733,0.0,0.001893827274860734,0.03689436817446285,0.0,0.045427129886295436
816,Lepidoptera_Group_120,Parapediasia teterrellus,,33.0,,1,1.0,1,,0.44434059,,,,native,0.32121875094256114,0.6787812490574386,0.12618289375644076,0.03202865408865654,0.014755502862061018,0.02300575183692591,0.00918124996439173,0.0,0.038311986570495386
817,Lepidoptera_Group_121,Cyclophora pendulinaria,native,33.0,50.0,1,1.0,1,,0.45009733,,,,native,0.19107722876306885,0.8089227712369312,0.1068046728684285,0.02466376407369789,0.014755502862061018,0.02300575183692591,0.012241675535187967,2.2242675256941244e-13,0.02912493004373783
818,Lepidoptera_Group_122,Abrostola urentis,native,66.0,50.0,1,1.0,1,,0.39544344,,,,native,0.280664811405872,0.719335188594127,0.10225801029904343,0.028375028648095824,0.014755502862061018,0.02300575183692591,0.0,7.700567571713452e-13,0.0381385259345844
819,Lepidoptera_Group_123,,,,,0,,2,0.00388526,0.45062654,0.0,0.0828567,0.0,introduced,0.5118558786820047,0.4881441213179955,0.12470202015405372,0.05219589137357941,0.0,0.014481101023318102,0.02661513968191871,1.421997238840313e-12,0.061564665268823024
820,Lepidoptera_Group_124,Chlorochlamys chloroleucaria,native,33.0,50.0,1,1.0,4,0.00310236,0.42915575,0.00177778,0.42191385,0.05740484602000001,native,0.18559197961488838,0.8144080203851115,0.10538219643875261,0.02121833515966987,0.012417144058268284,0.009979738830411644,0.0035664174297223798,3.4974689369535202e-12,0.026278970031400055
821,Lepidoptera_Group_125,Pero honestaria,native,33.0,50.0,1,1.0,1,,0.24847344,,,,native,0.10239218464473213,0.8976078153552675,0.0436090053698749,0.0,0.014755502862061018,0.02300575183692591,0.0,4.8166896763307256e-12,0.0
822,Lepidoptera_Group_126,Pero ancetaria,native,33.0,50.0,1,1.0,2,0.00388526,0.24847344,0.0,0.08281803,0.0,native,0.10934347375887223,0.890656526241127,0.0436090053698749,0.0,0.0,0.014671666375429557,0.0,1.8714526767909187e-11,0.0
823,Lepidoptera_Group_127,Blastobasis glandulella,,33.0,,1,1.0,1,,0.44939402,,,,introduced,0.5161548919548146,0.4838451080451857,0.130283734602396,0.06309998037128402,0.014755502862061018,0.02300575183692591,0.028676795045372228,3.0372756557754255e-13,0.07463007966940056
824,Lepidoptera_Group_128,Alsophila pometaria,native,33.0,50.0,1,1.0,1,,0.43562372,,,,native,0.1902664310897417,0.8097335689102582,0.10976329005628858,0.021189409116518808,0.014755502862061018,0.02300575183692591,0.03385868450087583,3.0219358797361553e-13,0.025853497119105163
825,Lepidoptera_Group_129,Eusarca confusaria,native,33.0,50.0,1,1.0,2,0.0,0.36853993,0.0,1.0,,native,0.35559364688738965,0.6444063531126101,0.10448350598238342,0.028280797182370573,0.0,0.0,0.024539628856028024,5.997852431354501e-13,0.04078674693820497
826,Lepidoptera_Group_13,Antispila Vitis2USA,,,,1,1.0,2,0.00138525,0.54086472,0.0,0.31764741,0.0,introduced,0.52784242861266,0.47215757138734005,0.14814758176413512,0.05180274563126733,0.0,0.005173971586225071,0.03826086984432693,2.5310630464795216e-11,0.05090683480128778
827,Lepidoptera_Group_130,,,,,0,,1,,0.44939488,,,,introduced,0.6479684352992946,0.3520315647007062,0.15463997016217473,0.0838052420588167,0.014755502862061018,0.02300575183692591,0.10595274800495386,7.209694738456819e-13,0.09911857161650223
828,Lepidoptera_Group_131,Glena cognataria,native,33.0,50.0,1,1.0,1,,0.43108015,,,,native,0.30817843442038273,0.6918215655796166,0.10775762887518227,0.03533946155278027,0.014755502862061018,0.02300575183692591,0.024539628856028024,0.0,0.04357263991103356
829,Lepidoptera_Group_132,,,,,0,,1,,0.45357916,,,,native,0.3771009214237335,0.6228990785762667,0.11979585278482345,0.03972514658356661,0.014755502862061018,0.02300575183692591,0.012241675535187967,0.0,0.04655050387066628
830,Lepidoptera_Group_133,Mocis latipes,native,33.0,50.0,1,1.0,1,,0.38555039,,,,native,0.18705899953262875,0.8129410004673709,0.09891720910306932,0.021217554333965178,0.014755502862061018,0.02300575183692591,0.0,1.856112900751649e-12,0.02925001857895134
