,Number,Order_Group,Species Name,Final Status,Status Confidence,Count,dN/dS_Similarity,predict,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance
349,363,Diptera_Group_39,,,,1.0,,native,0.15888386,,0.02764818,,0.60842735,,0.0184337,,0.0,,0.04544204004
350,364,Diptera_Group_4,,,,2.0,0.0,native,0.23591774,0.00152341,0.06081125,0.0,0.83997971,0.00635597,0.07586575,0.0,0.0,0.31779278,0.07239609395
351,365,Diptera_Group_40,,,,2.0,,native,0.15985537,0.00152341,0.02956586,0.00199867,0.69389834,0.0,0.03013251,0.00457667,0.0,0.31884127,0.04260834519
352,366,Diptera_Group_41,,,,5.0,0.02809763353,native,0.15563643,0.0074985,0.02703377,0.000807,0.68458789,0.02872128,0.02670405,0.00183277,0.0,0.05397682,0.03948911512
353,367,Diptera_Group_42,,,,1.0,,native,0.15971033,,0.04354306,,0.53887012,,0.05153365,,0.0,,0.08080436896
354,368,Diptera_Group_43,,,,1.0,,native,0.15525998,,0.02266656,,0.55957799,,0.01379332,,0.0,,0.04050652528
355,369,Diptera_Group_44,Mumetopia occipitalis,native,33.0,1.0,,native,0.15552075,,0.02990087,,0.59537029,,0.02777956,,0.0,,0.05022230787
356,370,Diptera_Group_45,,,,1.0,,native,0.15287461,,0.02351129,,0.63026685,,0.0,,0.0,,0.03730370715
357,371,Diptera_Group_46,,,,1.0,,native,0.12582632,,0.0,,0.73487196,,0.0,,0.0,,0.0
358,372,Diptera_Group_47,,,,2.0,0.0,native,0.12582632,0.02000436,0.0,0.0,0.73487196,0.08637854,0.0,0.0,0.0,0.00026185,0.0
359,373,Diptera_Group_48,,,,1.0,,native,0.14159255,,0.0234713,,0.55253246,,0.00457667,,0.0,,0.04247949523
360,374,Diptera_Group_49,,,,1.0,,native,0.14159255,,0.02520101,,0.53502854,,0.01379332,,1.76e-10,,0.04710217889
361,375,Diptera_Group_5,,,,1.0,,native,0.18721152,,0.01609818,,1.09897801,,0.00660068,,0.0,,0.01464831858
362,376,Diptera_Group_50,,,,1.0,,native,0.15390215,,0.01737135,,0.65336181,,0.0184337,,0.0,,0.02658764215
363,377,Diptera_Group_51,,,,1.0,,native,0.1546584,,0.03460479,,0.63383663,,0.0402739,,0.0,,0.05459575601
364,378,Diptera_Group_52,,,,1.0,,native,0.15260738,,0.03362869,,0.6254398,,0.0372136,,0.0,,0.05376806849
365,379,Diptera_Group_53,Amblypsilopus scintillans,native,66.0,1.0,,native,0.15264416,,0.01737135,,0.68905052,,0.0,,0.0,,0.02521056076
366,380,Diptera_Group_54,,,,1.0,,native,0.15063561,,0.02491413,,0.62959372,,0.02309571,,0.0,,0.03957175748
367,381,Diptera_Group_55,Bactrocera dorsalis,introduced,66.0,2.0,0.0,native,0.15057278,0.0030515,0.02058953,0.0,0.70071306,0.01237141,0.01324523,0.0,0.0,0.15733928,0.02938368239
368,382,Diptera_Group_56,Metalimnobia novaeangliae,native,66.0,1.0,,native,0.15118554,,0.04213437,,0.50578508,,0.04673748,,3.19e-10,,0.0833048891
369,383,Diptera_Group_57,Erioptera caliptera,native,66.0,2.0,,native,0.14888281,0.0,0.01227858,0.0,0.72609106,0.0,0.00917438,0.0,0.0,1.0,0.01691052359
370,384,Diptera_Group_58,Cuterebra fontinella,native,66.0,2.0,0.0,native,0.14506539,0.01735969,0.01033646,0.0,0.62927303,0.0721079,0.0093042,0.0,0.0,0.0008093,0.0164260337
371,385,Diptera_Group_59,Halocladius variabilis,native,33.0,2.0,0.0,native,0.14770675,0.00458221,0.0234713,0.0,0.5513606,0.01914998,0.0,0.0,0.0,0.08290675,0.04256978101
372,386,Diptera_Group_6,,,,1.0,,native,0.17299372,,0.01645592,,0.80080092,,0.0,,0.0,,0.02054932704
373,387,Diptera_Group_60,,,,1.0,,native,0.16445541,,0.02914606,,0.59935504,,0.0184337,,0.0,,0.04862903964
374,388,Diptera_Group_61,Beameromyia disfascia,native,33.0,1.0,,native,0.1475599,,0.03117718,,0.56202024,,0.0402739,,0.0,,0.05547341142
375,389,Diptera_Group_62,,,,1.0,,native,0.14627274,,0.02550845,,0.65189784,,0.02666825,,0.0,,0.03912952066
376,390,Diptera_Group_63,Cerodontha dorsalis,native,33.0,4.0,0.07848058889,native,0.14604495,0.00381809,0.02574756,0.00100335,0.59226651,0.01278469,0.02895604,0.00228833,0.0,0.26622539,0.0434729291
377,391,Diptera_Group_64,,,,2.0,0.0,native,0.14539188,0.00152341,0.02350329,0.0,0.62118629,0.0062241,0.0184337,0.0,0.0,0.31782449,0.03783613769
378,392,Diptera_Group_65,Anopheles punctipennis,native,33.0,10.0,0.0,native,0.07670164,0.00760994,6.53e-05,0.0,0.37689999,0.03143105,0.00014763,0.0,0.0,0.06686364,0.00017325551
379,394,Diptera_Group_66,Coquillettidia perturbans,native,66.0,31.0,0.007874833677,native,0.07670164,0.00417656,6.53e-05,0.00013115,0.37689999,0.01665432,0.00014763,0.00029625,0.0,0.21073191,0.00017325551
380,396,Diptera_Group_67,Atrichopogon levis,native,66.0,4.0,0.0,native,0.14493409,0.01176476,0.02747933,0.0,0.52794764,0.05189411,0.02777956,0.0,0.0,0.19348771,0.05204934717
381,397,Diptera_Group_68,Coboldia fuscipes,,66.0,1.0,,native,0.14410673,,0.02449197,,0.61573541,,0.03344793,,0.0,,0.03977677685
382,398,Diptera_Group_69,,,,1.0,,native,0.14015031,,0.01624429,,0.6464949,,0.00917438,,0.0,,0.0251267102
383,399,Diptera_Group_7,,,,1.0,,native,0.16639729,,0.01645592,,0.73302768,,0.0,,0.0,,0.02244924776
384,400,Diptera_Group_70,,,,1.0,,native,0.1406175,,0.01227858,,0.52219562,,0.00917438,,2.71e-10,,0.02351337225
385,401,Diptera_Group_71,Stonemyia rasa,native,66.0,2.0,,native,0.14069345,0.0,0.02490347,0.0,0.53852264,0.0,0.01324523,0.0,0.0,1.0,0.04624405392
386,402,Diptera_Group_72,,,,3.0,0.2107791002,native,0.13785706,0.00508695,0.02745904,0.00268142,0.52078733,0.01272147,0.04499342,0.00610924,0.0,0.37102957,0.0527260139
387,403,Diptera_Group_73,Aedes cinereus,,66.0,27.0,0.0,native,0.12888313,0.00994549,0.02067533,0.0,0.55154063,0.04244951,0.01438403,0.0,0.0,0.044816,0.03748650394
388,404,Diptera_Group_74,Culex salinarius,native,33.0,59.0,0.004308971556,native,0.03356483,0.00387623,0.00205191,6.83e-05,0.14090676,0.01585065,0.00465495,0.00015515,4.32e-08,0.25955435,0.01456218282
389,407,Diptera_Group_75,Aedes japonicus,introduced,100.0,11.0,0.0,native,0.11555913,0.00255366,0.0132368,0.0,0.47849931,0.01062666,0.0184337,0.0,1.11e-10,0.50094131,0.02766315379
390,408,Diptera_Group_76,Culiseta morsitans,native,33.0,15.0,0.009159467655,native,0.11449127,0.00711095,0.01458269,0.00026793,0.51449518,0.0292517,0.00948305,0.00061022,1.73e-10,0.19618486,0.02834368633
391,409,Diptera_Group_77,Aedes excrucians,native,66.0,29.0,0.0383759206,native,0.08896966,0.00194209,0.00765585,0.00027945,0.36441173,0.00728191,0.0099381,0.00063632,0.0,0.62550262,0.02100879135
392,411,Diptera_Group_78,Aedes triseriatus,native,33.0,23.0,0.03000644552,native,0.09951113,0.009691,0.00380433,0.00114709,0.4560844,0.03822812,0.00866957,0.00261201,0.0,0.38753884,0.008341285078
393,412,Diptera_Group_79,Aedes sollicitans,native,33.0,1.0,,native,0.08296352,,0.00528575,,0.35268828,,0.0,,0.0,,0.01498703047
394,413,Diptera_Group_8,Polypedilum convictum,native,66.0,1.0,,native,0.16231955,,0.02469359,,0.57073023,,0.00917438,,0.0,,0.04326665858
395,414,Diptera_Group_80,Aedes vexans,introduced,66.0,30.0,0.0168917292,native,0.08549661,0.00776075,0.01749698,0.00052615,0.3412302,0.03114838,0.01438403,0.00120023,4.11e-09,0.05804004,0.05127617661
396,415,Diptera_Group_81,Aedes trivittatus,native,33.0,21.0,0.0,native,0.08362479,0.00671825,0.00404649,0.0,0.37508265,0.02786723,0.0,0.0,0.0,0.10538409,0.01078826227
397,416,Diptera_Group_82,Aedes sticticus,,33.0,15.0,0.005794755196,native,0.09495196,0.01118276,0.00216207,0.00027046,0.4523161,0.04667324,0.00491941,0.0006154,0.0,0.07777733,0.004779997882
398,417,Diptera_Group_83,Aedes fitchii,native,66.0,1.0,,native,0.04377551,,0.0,,0.20071435,,0.0,,1.72e-10,,0.0
399,418,Diptera_Group_84,Aedes fitchii,native,66.0,7.0,0.0,native,0.04377551,0.00174683,0.0,0.0,0.20071435,0.00732672,0.0,0.0,2.91e-10,0.72714683,0.0
400,419,Diptera_Group_85,Aedes canadensis,native,66.0,33.0,0.002786143114,native,0.08142046,0.01056828,0.00605433,0.00012325,0.35502714,0.04423678,0.00447902,0.00027994,4.08e-10,0.0707968,0.01705314698
401,420,Diptera_Group_86,Aedes cantator,native,66.0,3.0,0.0,native,0.0813103,0.01123261,0.00723719,0.0,0.35196685,0.0474808,0.00457667,0.0,3.71e-10,0.01059515,0.02056213533
402,422,Diptera_Group_87,Aedes provocans,native,66.0,21.0,0.0131556882,native,0.07710568,0.00369747,0.00212872,0.00019377,0.33706732,0.01472899,0.00484134,0.00044045,1.12e-10,0.2310951,0.006315414974
403,423,Diptera_Group_88,Aedes aurifer,native,66.0,37.0,0.0,native,0.04864384,0.00887894,0.00408651,0.0,0.19373564,0.03769113,0.0,0.0,5.46e-09,0.31256486,0.02109322786
404,427,Diptera_Group_89,Aedes aurifer,native,66.0,12.0,0.006002714046,native,0.04864384,0.01316586,0.00321603,0.00033512,0.19373564,0.05582808,0.00495981,0.00076278,8.83e-09,0.2039572,0.01660009485
405,428,Diptera_Group_9,,,,1.0,,native,0.15493114,,0.02974749,,0.56556344,,0.00917438,,0.0,,0.05259797203
406,429,Diptera_Group_90,Aedes communis,native,66.0,8.0,0.0,native,0.04732738,0.00808303,0.0,0.0,0.1889403,0.03458119,0.0,0.0,5.85e-09,0.30389777,0.0
407,432,Diptera_Group_91,Aedes communis,native,66.0,20.0,0.04820839648,native,0.04732738,0.01869157,0.00211417,0.00337111,0.1889403,0.06992786,0.00482059,0.00769177,6.87e-09,0.16148367,0.01118961915
408,435,Diptera_Group_92,Aedes abserratus,native,33.0,21.0,0.0,native,0.0509924,0.00797118,0.0,0.0,0.23583671,0.03408198,0.0,0.0,1.93e-10,0.34989884,0.0
409,438,Diptera_Group_93,Aedes abserratus,native,33.0,4.0,0.06508879542,native,0.0509924,0.00973906,0.00101793,0.00212726,0.23583671,0.03268243,0.00231934,0.00486319,4.66e-10,0.13560746,0.004316249154
410,440,Diptera_Group_94,Culex restuans,native,33.0,15.0,0.0,native,0.05259947,0.00184266,0.00203188,0.0,0.2336894,0.00757196,0.0,0.0,4.29e-10,0.4313807,0.008694788895
411,442,Diptera_Group_95,Culex restuans,native,33.0,9.0,0.0,native,0.05259947,0.00556441,0.00203188,0.0,0.2336894,0.02333064,0.0,0.0,9.25e-10,0.12637798,0.008694788895
412,444,Diptera_Group_96,Psorophora ferox,native,33.0,20.0,0.009519897678,native,0.10478122,0.00520088,0.01548308,0.00020141,0.37037549,0.02115674,0.00950464,0.0004587,3.3e-10,0.14999693,0.04180373815
413,445,Diptera_Group_97,Culex salinarius,native,33.0,16.0,0.0,native,0.10478122,0.01147018,0.01624914,0.0,0.37037549,0.04803808,0.01394362,0.0,6.53e-09,0.06576398,0.04387207156
414,447,Diptera_Group_98,,,,1.0,,native,0.13393904,,0.02936865,,0.50295826,,0.03248546,,9.83e-10,,0.05839182361
415,448,Diptera_Group_99,,,,1.0,,native,0.13203488,,0.02129481,,0.51675479,,0.01993421,,0.0,,0.04120873268
416,449,Ephemeroptera_Group_1,Centroptilum triangulifer,native,100.0,1.0,,native,0.22758517,,0.02667422,,1.21920641,,0.04380262,,0.0,,0.02187834626
417,450,Ephemeroptera_Group_10,,,,7.0,0.0,native,0.1137033,0.00218191,0.00106421,0.0,0.58512726,0.00870523,0.0,0.0,0.0,0.43937585,0.001818766741
418,451,Ephemeroptera_Group_11,Leptophlebia nebulosa,native,100.0,2.0,0.0,native,0.1137033,0.00477662,0.00106421,0.0,0.58512726,0.0190285,0.0,0.0,0.0,0.08292508,0.001818766741
419,452,Ephemeroptera_Group_12,Epeorus fragilis,native,100.0,1.0,,native,0.23730516,,0.01505427,,1.57308073,,0.00956945,,0.0,,0.00956992843
420,453,Ephemeroptera_Group_13,Leucrocuta aphrodite,native,100.0,1.0,,native,0.22874697,,0.01072596,,1.49205085,,0.00956945,,0.0,,0.007188736228
421,454,Ephemeroptera_Group_14,Stenonema femoratum,native,100.0,1.0,,native,0.1639403,,0.00427302,,0.97241296,,0.0,,0.0,,0.00439424419
422,455,Ephemeroptera_Group_15,Maccaffertium smithae,native,100.0,2.0,0.0,native,0.13528964,0.00799847,0.00356355,0.0,0.69949457,0.03151724,0.0,0.0,0.0,0.02490501,0.005094464136
423,456,Ephemeroptera_Group_16,Maccaffertium mediopunctatum,native,100.0,2.0,0.0,native,0.13121379,0.00637607,0.00569196,0.0,0.67839778,0.02558884,0.0,0.0,0.0,0.04501961,0.008390298683
424,457,Ephemeroptera_Group_17,Maccaffertium vicarium,native,100.0,3.0,0.0,native,0.13121379,0.01833757,0.00356355,0.0,0.67839778,0.07556742,0.0,0.0,0.0,0.10596171,0.0052528916
425,458,Ephemeroptera_Group_18,Stenacron interpunctatum,native,100.0,3.0,,native,0.10545449,0.0,0.00213523,0.0,0.51521641,0.0,0.0,0.0,0.0,1.0,0.004144336164
426,459,Ephemeroptera_Group_19,Stenacron interpunctatum,native,100.0,1.0,,native,0.10545449,,0.00213523,,0.51521641,,0.0,,0.0,,0.004144336164
427,460,Ephemeroptera_Group_2,Procloeon viridoculare,native,100.0,1.0,,native,0.22758517,,0.02667422,,1.74179079,,0.04380262,,0.0,,0.01531425023
428,461,Ephemeroptera_Group_20,Stenacron interpunctatum,native,100.0,1.0,,native,0.16542845,,0.00213751,,0.99970121,,0.0,,0.0,,0.002138148857
429,462,Ephemeroptera_Group_21,Eurylophella minimella,native,100.0,1.0,,native,0.14694284,,0.00425231,,0.83938421,,0.00477328,,0.0,,0.005065987601
430,463,Ephemeroptera_Group_22,Eurylophella bicolor,native,100.0,1.0,,native,0.07633067,,0.00067981,,0.35618352,,0.0,,0.0,,0.00190859476
431,464,Ephemeroptera_Group_23,Eurylophella bicolor,native,100.0,3.0,0.03273054414,native,0.07633067,0.01124485,0.00067981,0.00135777,0.35618352,0.04148327,0.00152556,0.00305111,0.0,0.01371273,0.00190859476
432,465,Ephemeroptera_Group_24,Eurylophella prudentalis,native,100.0,4.0,0.0,native,0.17363195,0.0037029,0.00624416,0.0,1.05319924,0.01511477,0.0,0.0,0.0,0.14680321,0.005928754753
433,466,Ephemeroptera_Group_25,Eurylophella macdunnoughi,native,100.0,2.0,0.3335580123,native,0.11511759,0.00305293,0.00305604,0.0020339,0.59470015,0.00609759,0.00228833,0.00457667,0.0,0.52795968,0.005138791372
434,467,Ephemeroptera_Group_26,Eurylophella verisimilis,native,100.0,2.0,0.0,native,0.11511759,0.00457848,0.00305604,0.0,0.59470015,0.01836827,0.0,0.0,0.0,0.08302479,0.005138791372
435,468,Ephemeroptera_Group_27,Eurylophella poconoensis,native,100.0,3.0,,native,0.08906948,0.0,0.0,0.0,0.44868214,0.0,0.0,0.0,0.0,1.0,0.0
436,469,Ephemeroptera_Group_28,Eurylophella temporalis,native,100.0,2.0,0.0,native,0.08906948,0.0111835,0.0,0.0,0.44868214,0.04616842,0.0,0.0,0.0,0.00777903,0.0
437,470,Ephemeroptera_Group_29,Dentatella coxalis,native,100.0,1.0,,native,0.13193285,,0.00622275,,0.70927126,,0.00921705,,0.0,,0.008773441631
438,471,Ephemeroptera_Group_3,Baetisca laurentina,native,100.0,4.0,0.0792030585,native,0.23812201,0.00398338,0.03697573,0.00104993,1.46689802,0.01325618,0.04008053,0.00238664,0.0,0.29930182,0.02520674886
439,472,Ephemeroptera_Group_30,Eurylophella lutulenta,native,100.0,2.0,,native,0.13193285,0.0,0.00622275,0.0,0.70927126,0.0,0.0,0.0,0.0,1.0,0.008773441631
440,473,Ephemeroptera_Group_31,Siphlonurus alternatus,native,66.0,1.0,,native,0.1444289,,0.01173775,,0.73694171,,0.00477328,,0.0,,0.01592765051
441,474,Ephemeroptera_Group_32,Siphlonurus rapidus,native,100.0,2.0,0.0,native,0.1444289,0.02258265,0.01173775,0.0,0.73694171,0.09440053,0.00477328,0.0,0.0,0.00014808,0.01592765051
442,476,Ephemeroptera_Group_33,Ameletus lineatus,native,100.0,1.0,,native,0.18461257,,0.00851677,,1.20408011,,0.00477328,,0.0,,0.007073258606
443,477,Ephemeroptera_Group_34,Ameletus browni,native,100.0,2.0,0.0,native,0.18461257,0.0015886,0.00851677,0.0,1.18675648,0.00636947,0.00477328,0.0,0.0,0.31778954,0.007176510214
444,478,Ephemeroptera_Group_4,Drunella walkeri,native,100.0,1.0,,native,0.20246656,,0.01492587,,1.35618932,,0.0,,0.0,,0.01100574218
445,479,Ephemeroptera_Group_5,Drunella cornutella,native,100.0,4.0,0.0,native,0.17176036,0.00152367,0.00820247,0.0,1.03602372,0.00611838,0.0,0.0,0.0,0.40479462,0.007917260813
446,480,Ephemeroptera_Group_6,Drunella cornuta,native,100.0,2.0,0.0,native,0.17176036,0.00305449,0.00820247,0.0,1.03602372,0.01214601,0.00458719,0.0,0.0,0.15738549,0.007917260813
447,481,Ephemeroptera_Group_7,Ephemerella subvaria,native,100.0,1.0,,native,0.13372364,,0.0,,0.75662189,,0.0,,0.0,,0.0
448,482,Ephemeroptera_Group_8,Ephemerella invaria,native,100.0,2.0,0.0,native,0.13372364,0.00478287,0.0,0.0,0.75662189,0.01910931,0.0,0.0,0.0,0.08291288,0.0
449,483,Ephemeroptera_Group_9,Leptophlebia intermedia,native,100.0,3.0,0.0,native,0.17987388,0.00853222,0.00960678,0.0,1.14298808,0.03493142,0.00477328,0.0,0.0,0.10999131,0.008404969543
450,484,Hemiptera_Group_1,Magicicada septendecim,native,66.0,3.0,,introduced,0.27797731,0.0017305,0.09606645,0.00232559,0.68188325,0.0,0.11287737,0.00522879,0.00046802,0.54565509,0.140884015
451,485,Hemiptera_Group_10,Megamelus davisus,,66.0,1.0,,native,0.21156586,,0.03689268,,0.89142039,,0.04673748,,3.9e-06,,0.04138639907
452,486,Hemiptera_Group_100,,,,1.0,,native,0.09919371,,0.01718404,,0.43258769,,0.0372136,,2.01e-07,,0.03972383033
453,487,Hemiptera_Group_101,,,,1.0,,native,0.1435889,,0.01010116,,0.77676011,,0.01071402,,5.94e-09,,0.01300422083
454,488,Hemiptera_Group_102,,,,1.0,,native,0.12740331,,0.00671371,,0.67888352,,0.01071402,,8.42e-10,,0.009889340074
455,489,Hemiptera_Group_103,Typhlocyba frustrator,native,0.0,3.0,0.04432507306,native,0.12740331,0.00818184,0.00671371,0.00133824,0.67888352,0.03019149,0.01071402,0.00305111,5.04e-07,0.05415101,0.009889340074
456,490,Hemiptera_Group_104,,,,1.0,,introduced,0.2151199,,0.08240899,,0.60205969,,0.11709267,,0.00011623,,0.1368784381
457,491,Hemiptera_Group_105,Flexamia atlantica,native,33.0,1.0,,native,0.1096318,,0.00201613,,0.58327843,,0.00457667,,2.25e-10,,0.003456548187
458,492,Hemiptera_Group_106,Flexamia clayi,native,66.0,1.0,,native,0.1096318,,0.00201613,,0.58327843,,0.00457667,,4.69e-10,,0.003456548187
459,493,Hemiptera_Group_107,Euscelis aemulans,,33.0,1.0,,native,0.21138996,,0.05093451,,0.87727113,,0.06269859,,3.75e-09,,0.05806016892
460,494,Hemiptera_Group_108,Glossonotus univittatus,native,66.0,1.0,,native,0.17459685,,0.03869199,,0.83216499,,0.07095174,,1.75e-07,,0.04649557535
461,495,Hemiptera_Group_109,Cyrtolobus puritanus,native,66.0,1.0,,native,0.08231125,,0.00416379,,0.41115987,,0.00961546,,1.38e-05,,0.01012693676
462,496,Hemiptera_Group_11,Tumidagena terminalis,native,66.0,1.0,,native,0.17354508,,0.04748748,,0.71404347,,0.06119556,,8.41e-05,,0.06650502665
463,497,Hemiptera_Group_110,Cyrtolobus pallidifrontis,native,66.0,1.0,,native,0.08231125,,0.00416379,,0.41115987,,0.00961546,,1.49e-06,,0.01012693676
464,498,Hemiptera_Group_111,Balcanocerus fitchi,native,33.0,1.0,,native,0.19799819,,0.04529678,,0.64818396,,0.06506257,,3.23e-05,,0.06988259938
465,499,Hemiptera_Group_112,Neokolla hieroglyphica,native,33.0,4.0,0.0,native,0.17495897,0.00923631,0.01856328,0.0,0.70011103,0.04046724,0.02506397,0.0,3.54e-05,0.07099948,0.02651476581
466,500,Hemiptera_Group_113,Tylozygus bifidus,native,66.0,3.0,0.0,native,0.16388218,0.00613568,0.0332403,0.0,0.63561135,0.02597987,0.04557751,0.0,1.68e-05,0.34257799,0.05229658029
467,501,Hemiptera_Group_114,,,,1.0,,native,0.13793355,,0.01856328,,0.56375841,,0.02266139,,0.00041837,,0.03292772165
468,502,Hemiptera_Group_115,Cuerna septentrionalis,native,33.0,3.0,,native,0.13793355,0.0,0.02502219,0.0,0.48976886,0.0,0.02596881,0.0,0.0010506,1.0,0.05108979366
469,504,Hemiptera_Group_116,Graphocephala versuta,native,33.0,7.0,0.2373168887,native,0.17487242,0.0005447,0.02466399,0.00031056,0.55717132,0.00130863,0.02266139,0.00071251,0.00110313,0.85581762,0.04426643855
470,505,Hemiptera_Group_117,Draeculacephala manitobiana,native,33.0,2.0,0.02405339666,native,0.10098897,0.02014425,0.00902519,0.00198807,0.48530199,0.08265236,0.01379332,0.00457667,0.0009032,0.00064934,0.01859705953
471,507,Hemiptera_Group_118,Draeculacephala zeae,native,33.0,3.0,,native,0.10098897,0.0,0.00902519,0.0,0.48530199,0.0,0.01379332,0.0,0.00031048,1.0,0.01859705953
472,508,Hemiptera_Group_119,Elymana inornata,native,66.0,1.0,,native,0.18473873,,0.0264782,,0.68180286,,0.03944173,,3.13e-05,,0.03883556605
473,509,Hemiptera_Group_12,Neomegamelanus elongatus,native,100.0,1.0,,native,0.17354508,,0.04748748,,0.65764685,,0.06148508,,0.00016942,,0.07220817677
474,510,Hemiptera_Group_120,Limotettix humidus,native,66.0,1.0,,native,0.176495,,0.01478487,,0.73150563,,0.01671348,,7.12e-09,,0.02021156009
475,511,Hemiptera_Group_121,Macrosteles borealis,native,66.0,1.0,,native,0.20057965,,0.02394617,,0.96517115,,0.03390155,,3.36e-09,,0.02481028365
476,512,Hemiptera_Group_122,,,,1.0,,native,0.15005508,,0.03977819,,0.61514405,,0.06119556,,0.00011664,,0.06466483745
477,513,Hemiptera_Group_123,Pendarus punctiscriptus,native,66.0,1.0,,native,0.13588353,,0.02123499,,0.63333283,,0.02309571,,3.45e-05,,0.03352895823
478,514,Hemiptera_Group_124,Paraphlepsius lobatus,native,66.0,1.0,,native,0.10555446,,0.01004031,,0.50239928,,0.00917438,,0.00019084,,0.01998472211
479,515,Hemiptera_Group_125,Paraphlepsius particolor,native,33.0,1.0,,native,0.0810971,,0.01004031,,0.26787197,,0.00917438,,0.00054639,,0.03748174921
480,516,Hemiptera_Group_126,Paraphlepsius collitus,native,66.0,1.0,,native,0.0810971,,0.02809115,,0.26787197,,0.04467244,,0.00045746,,0.1048678217
481,517,Hemiptera_Group_127,,,,1.0,,native,0.20066573,,0.0450887,,0.61698178,,0.06305814,,4.09e-06,,0.0730794676
482,518,Hemiptera_Group_128,Allygus atomarius,introduced,33.0,1.0,,native,0.2057533,,0.03015482,,0.82955626,,0.03390155,,1.19e-07,,0.0363505424
483,519,Hemiptera_Group_129,Eutettix marmoratus,native,33.0,2.0,0.0,native,0.19508839,0.0015236,0.01721885,0.0,0.82402034,0.00632915,0.01379332,0.0,6.9e-07,0.31779923,0.02089614681
484,520,Hemiptera_Group_13,Acanalonia bivittata,native,66.0,1.0,,introduced,0.27798237,,0.08499976,,0.83074659,,0.15290767,,8.24e-07,,0.1023173144
485,521,Hemiptera_Group_130,Latalus ocellaris,introduced,33.0,1.0,,native,0.1919138,,0.02242015,,0.83532307,,0.0184337,,3.59e-08,,0.02684009434
486,522,Hemiptera_Group_131,Balclutha punctata,,33.0,1.0,,native,0.19891073,,0.04386862,,0.94775627,,0.07195037,,9.09e-08,,0.04628681591
487,523,Hemiptera_Group_132,,,,1.0,,native,0.19221587,,0.02647688,,0.67851846,,0.02185879,,0.00019694,,0.03902160599
488,524,Hemiptera_Group_133,Limotettix comptonianus,native,33.0,1.0,,native,0.10296937,,0.00701408,,0.53193853,,0.00921666,,4.87e-08,,0.01318588447
489,525,Hemiptera_Group_134,Limotettix comptonianus,native,33.0,1.0,,native,0.06200489,,0.00099734,,0.29484753,,0.00229885,,6.86e-06,,0.003382561828
490,526,Hemiptera_Group_135,Limotettix humidus,native,66.0,2.0,0.01233040271,native,0.06200489,0.03604061,0.00099734,0.00198282,0.29484753,0.1608074,0.00229885,0.00457667,3.55e-05,2.06e-06,0.003382561828
491,528,Hemiptera_Group_136,Limotettix cuneatus,native,66.0,1.0,,native,0.11431782,,0.01410384,,0.55822676,,0.01385703,,3.91e-05,,0.02526543156
492,529,Hemiptera_Group_137,Limotettix angustatus,native,66.0,1.0,,native,0.11431782,,0.00477899,,0.55822676,,0.00550966,,0.00011789,,0.008561019182
493,530,Hemiptera_Group_138,Eutettix borealis,native,33.0,1.0,,native,0.18626708,,0.01721885,,0.82717811,,0.01379332,,2.12e-08,,0.02081637533
494,531,Hemiptera_Group_139,Scaphoideus crassus,native,66.0,3.0,0.0,native,0.18346644,0.00490456,0.02145501,0.0,0.80989877,0.02086987,0.02433552,0.0,1.99e-06,0.14804389,0.02649097738
495,534,Hemiptera_Group_14,Catonia pumila,native,33.0,1.0,,native,0.04623043,,0.0,,0.21450824,,0.0,,1.7e-07,,0.0
496,535,Hemiptera_Group_140,Colladonus clitellarius,native,33.0,1.0,,native,0.19258853,,0.02469966,,0.82557212,,0.02749536,,1.9e-06,,0.02991823416
497,536,Hemiptera_Group_141,Chlorotettix fallax,native,66.0,1.0,,native,0.1162197,,0.01416101,,0.53599004,,0.01847637,,2.55e-08,,0.02642028572
498,537,Hemiptera_Group_142,Chlorotettix smodix,,66.0,1.0,,native,0.1114104,,0.01616224,,0.50793832,,0.02777956,,5.54e-09,,0.03181929648
499,538,Hemiptera_Group_143,Chlorotettix viridius,native,66.0,2.0,,native,0.1114104,0.0,0.01416101,0.0,0.50793832,0.0,0.01847637,0.0,4.11e-08,1.0,0.02787938898
500,539,Hemiptera_Group_144,Scaphoideus cylindratus,native,66.0,1.0,,native,0.17396564,,0.02844272,,0.6628953,,0.02674434,,3.13e-05,,0.04290680595
501,540,Hemiptera_Group_145,Cicadula vittipennis,,66.0,1.0,,native,0.17807582,,0.03261383,,0.67031747,,0.0372136,,1.47e-05,,0.04865430406
502,541,Hemiptera_Group_146,Chlorotettix unicolor,native,66.0,1.0,,native,0.1709704,,0.03052303,,0.5683896,,0.04673748,,4.89e-06,,0.0537008946
503,542,Hemiptera_Group_147,,,,2.0,,native,0.08013855,0.0,0.0021654,0.0,0.40358894,0.0,0.00497108,0.0,8.99e-05,1.0,0.005365360111
504,543,Hemiptera_Group_148,,,,2.0,,native,0.08013855,0.0,0.0021654,0.0,0.40358894,0.0,0.00497108,0.0,6.92e-05,1.0,0.005365360111
505,544,Hemiptera_Group_149,Lygus lineolaris,native,100.0,71.0,0.0,native,0.0249403,0.00231677,0.0,0.0,0.11095559,0.00986381,0.0,0.0,3.38e-05,0.52863549,0.0
