,Number,Order_Group,Species Name,Final Status,Status Confidence,Count,dN/dS_Similarity,predict,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance
1042,1097,Lepidoptera_Group_368,Apamea inebriata,native,33.0,1.0,,native,0.04530335,,0.00198676,,0.25431753,,0.0,,0.0,,0.007812123686
1043,1098,Lepidoptera_Group_369,Apamea lintneri,native,33.0,1.0,,native,0.04530335,,0.0,,0.25267928,,0.0,,0.0,,0.0
1044,1099,Lepidoptera_Group_37,Acleris schalleriana,,66.0,1.0,,native,0.05860646,,0.00498341,,0.3160941,,0.00498754,,0.0,,0.01576559006
1045,1100,Lepidoptera_Group_370,Macronoctua onusta,native,33.0,1.0,,native,0.04884102,,0.00198413,,0.26822137,,0.0,,0.0,,0.007397359875
1046,1101,Lepidoptera_Group_371,Apamea burgessi,native,33.0,2.0,0.0,native,0.04884102,0.00129272,0.0,0.0,0.27909818,0.00659345,0.0,0.0,0.0,0.31773568,0.0
1047,1102,Lepidoptera_Group_372,Amphipyra pyramidoides,native,33.0,3.0,0.0,native,0.06849008,0.00086161,0.0093932,0.0,0.36880046,0.00434785,0.00457667,0.0,0.0,0.54516861,0.02546959947
1048,1103,Lepidoptera_Group_373,Sympistis riparia,native,33.0,4.0,0.0,native,0.07109934,0.00172439,0.00608083,0.0,0.36125884,0.0088108,0.0,0.0,0.0,0.43811078,0.01683233551
1049,1104,Lepidoptera_Group_374,Acronicta americana,native,33.0,1.0,,native,0.04796025,,0.0,,0.27940196,,0.0,,0.0,,0.0
1050,1105,Lepidoptera_Group_375,Acronicta hastulifera,native,66.0,2.0,,native,0.04796025,0.0,0.0,0.0,0.27940196,0.0,0.0,0.0,0.0,1.0,0.0
1051,1106,Lepidoptera_Group_376,Mythimna unipuncta,native,33.0,5.0,0.0,native,0.05969385,0.00052363,0.00604503,0.0,0.29849016,0.00262898,0.0,0.0,0.0,0.72709629,0.02025202439
1052,1107,Lepidoptera_Group_377,Acronicta falcula,native,66.0,1.0,,native,0.06394859,,0.00399734,,0.33532082,,0.0,,0.0,,0.01192094186
1053,1108,Lepidoptera_Group_378,Leucania lapidaria,native,33.0,4.0,0.0,native,0.04949599,0.00089736,0.0,0.0,0.28907004,0.00443462,0.0,0.0,0.0,0.54514775,0.0
1054,1109,Lepidoptera_Group_379,Leucania ursula,native,33.0,4.0,,native,0.0426721,0.0,0.0,0.0,0.20642146,0.0,0.0,0.0,4.28e-10,1.0,0.0
1055,1110,Lepidoptera_Group_38,Acleris chalybeana,native,33.0,3.0,0.0,native,0.05860646,0.00086181,0.00560361,0.0,0.3160941,0.00440531,0.0,0.0,0.0,0.54515479,0.01772766401
1056,1111,Lepidoptera_Group_380,Leucania amygdalina,,33.0,1.0,,native,0.0426721,,0.00510402,,0.20642146,,0.0,,2.46e-10,,0.02472620821
1057,1112,Lepidoptera_Group_381,Acronicta longa,native,66.0,1.0,,native,0.05072719,,0.00800541,,0.25948474,,0.01379332,,0.0,,0.03085117838
1058,1113,Lepidoptera_Group_382,Acronicta noctivaga,native,66.0,1.0,,native,0.04140601,,0.00199203,,0.22568774,,0.0,,1.19e-10,,0.008826487429
1059,1114,Lepidoptera_Group_383,Chytonix sensilis,native,33.0,1.0,,native,0.05314304,,0.00198939,,0.28317537,,0.0,,0.0,,0.007025293196
1060,1115,Lepidoptera_Group_384,Phaecasiophora niveiguttana,,33.0,1.0,,native,0.07212506,,0.00801611,,0.37538699,,0.0,,0.0,,0.02135425631
1061,1116,Lepidoptera_Group_385,Episimus argutana,,33.0,1.0,,native,0.07146441,,0.00399335,,0.3515356,,0.0,,0.0,,0.01135973142
1062,1117,Lepidoptera_Group_386,Syndemis afflictana,,33.0,1.0,,native,0.06681999,,0.01000015,,0.34926298,,0.00457667,,0.0,,0.02863214991
1063,1118,Lepidoptera_Group_387,Pandemis limitata,,33.0,1.0,,native,0.06625627,,0.00399335,,0.34926298,,0.0,,0.0,,0.01143364808
1064,1119,Lepidoptera_Group_388,Clepsis virescana,,33.0,6.0,0.0,native,0.06326045,0.00167044,0.00728916,0.0,0.32863386,0.00834064,0.00476107,0.0,0.0,0.3550912,0.02218018557
1065,1120,Lepidoptera_Group_389,Clepsis melaleucanus,,33.0,2.0,,native,0.05212786,0.0,0.00417214,0.0,0.26796589,0.0,0.0047946,0.0,0.0,1.0,0.01556966821
1066,1121,Lepidoptera_Group_39,Prolimacodes badia,,33.0,1.0,,native,0.09141893,,0.01303073,,0.46347112,,0.00917438,,0.0,,0.02811551667
1067,1122,Lepidoptera_Group_390,Clepsis peritana,native,33.0,1.0,,native,0.04212402,,0.00417214,,0.21280046,,0.0,,2.61e-10,,0.01960587867
1068,1123,Lepidoptera_Group_391,Clepsis penetralis,,33.0,2.0,0.0,native,0.04212402,0.00129272,0.00598606,0.0,0.21280046,0.00652178,0.01156082,0.0,1.93e-10,0.31775291,0.0281299204
1069,1124,Lepidoptera_Group_392,Choristoneura fractivittana,,33.0,13.0,0.0,native,0.05294673,0.0002181,0.00560361,0.0,0.25460637,0.0010937,0.00352051,0.0,0.0,0.89501719,0.02200891517
1070,1125,Lepidoptera_Group_393,Xenotemna pallorana,,33.0,1.0,,native,0.05294673,,0.01177931,,0.25460637,,0.00803026,,0.0,,0.04626478905
1071,1126,Lepidoptera_Group_394,Gretchena concubitana,,33.0,1.0,,native,0.05287806,,0.00438437,,0.28628467,,0.0,,0.0,,0.01531472153
1072,1127,Lepidoptera_Group_395,Gretchena amatana,,33.0,3.0,0.0,native,0.05287806,0.00525784,0.00446297,0.0,0.28628467,0.02664706,0.0,0.0,0.0,0.12872637,0.01558927343
1073,1129,Lepidoptera_Group_396,Epinotia nanana,,33.0,1.0,,native,0.07722065,,0.00656939,,0.42404312,,0.00457667,,0.0,,0.01549226881
1074,1130,Lepidoptera_Group_397,,,,1.0,,native,0.05392347,,0.0,,0.30323328,,0.0,,0.0,,0.0
1075,1131,Lepidoptera_Group_398,Eucopina tocullionana,,33.0,6.0,0.0,native,0.06841773,0.00111435,0.00770092,0.0,0.35595369,0.00318843,0.0,0.0,0.0,0.68158318,0.02163461208
1076,1132,Lepidoptera_Group_399,Hemileuca lucina,native,33.0,7.0,0.07150729066,native,0.11259875,0.00382766,0.03293619,0.00113548,0.55041581,0.01587922,0.02335534,0.00261824,0.0,0.26208681,0.05983874264
1077,1135,Lepidoptera_Group_4,Coptodisca VacciniumUSA,,,2.0,0.2093495597,native,0.08527996,0.01049357,0.02395955,0.00654312,0.42259587,0.03125452,0.03275995,0.01492565,6.01e-08,0.18310716,0.05669612909
1078,1136,Lepidoptera_Group_40,Digrammia continuata,native,33.0,1.0,,native,0.08897596,,0.0039722,,0.53144987,,0.0,,0.0,,0.007474270339
1079,1137,Lepidoptera_Group_400,Boloria chariclea,native,33.0,2.0,,native,0.08819235,0.0,0.0100372,0.0,0.47771894,0.0,0.00917438,0.0,0.0,1.0,0.02101068046
1080,1138,Lepidoptera_Group_401,Speyeria aphrodite,native,33.0,2.0,,native,0.02949483,0.0,0.0,0.0,0.15232873,0.0,0.0,0.0,9.41e-09,1.0,0.0
1081,1139,Lepidoptera_Group_402,Actias luna,native,66.0,1.0,,native,0.10125731,,0.01678344,,0.48437901,,0.00917438,,0.0,,0.03464939573
1082,1140,Lepidoptera_Group_403,,,,1.0,,native,0.09324375,,0.01510625,,0.44148823,,0.0184337,,0.0,,0.03421665398
1083,1141,Lepidoptera_Group_404,,,,1.0,,native,0.10271582,,0.01723631,,0.47306767,,0.00917438,,0.0,,0.03643518907
1084,1142,Lepidoptera_Group_405,Cabnia myronella,,33.0,1.0,,native,0.09603742,,0.02843943,,0.40887814,,0.02777956,,0.0,,0.06955478226
1085,1143,Lepidoptera_Group_406,Eacles imperialis,native,33.0,4.0,,native,0.08645085,0.0,0.01605412,0.0,0.41585135,0.0,0.01379332,0.0,0.0,1.0,0.03860542956
1086,1144,Lepidoptera_Group_407,Junonia coenia,native,33.0,1.0,,native,0.08405351,,0.02422007,,0.35566844,,0.02777956,,0.0,,0.06809732682
1087,1145,Lepidoptera_Group_408,Autographa precationis,native,33.0,3.0,0.1001520861,native,0.06609153,0.00345217,0.00465538,0.00132363,0.37381485,0.0132162,0.00152789,0.00305111,0.0,0.21233329,0.01245370536
1088,1146,Lepidoptera_Group_409,Megalographa biloba,native,33.0,1.0,,native,0.05373725,,0.00600003,,0.28622666,,0.0,,0.0,,0.02096251272
1089,1147,Lepidoptera_Group_41,Thyraylia nana,,33.0,1.0,,native,0.06376352,,0.01032547,,0.30044326,,0.0,,0.0,,0.03436745427
1090,1148,Lepidoptera_Group_410,Anagrapha falcifera,native,33.0,1.0,,native,0.05373725,,0.00465538,,0.28622666,,0.0,,0.0,,0.01626466242
1091,1149,Lepidoptera_Group_411,Heterocampa varia,native,33.0,2.0,,native,0.07289072,0.0,0.01002354,0.0,0.38692082,0.0,0.0,0.0,0.0,1.0,0.02590592049
1092,1150,Lepidoptera_Group_412,Allotria elonympha,native,66.0,2.0,,native,0.05525149,0.0,0.00199071,0.0,0.31885341,0.0,0.0,0.0,0.0,1.0,0.00624333922
1093,1151,Lepidoptera_Group_413,Argyrostrotis anilis,native,66.0,3.0,,native,0.05525149,0.0,0.00199071,0.0,0.31885341,0.0,0.0,0.0,0.0,1.0,0.00624333922
1094,1152,Lepidoptera_Group_414,Thorybes pylades,native,33.0,1.0,,native,0.03991897,,0.00496855,,0.20677941,,0.00457667,,4.04e-10,,0.02402826278
1095,1153,Lepidoptera_Group_415,Achalarus lyciades,native,66.0,1.0,,native,0.03991897,,0.00496855,,0.20677941,,0.00457667,,1.69e-10,,0.02402826278
1096,1154,Lepidoptera_Group_416,Baileya ophthalmica,native,33.0,1.0,,native,0.04994824,,0.00198544,,0.28310715,,0.00362167,,0.0,,0.007013033758
1097,1155,Lepidoptera_Group_417,Baileya doubledayi,native,33.0,1.0,,native,0.04994824,,0.00198544,,0.28310715,,0.00457667,,0.0,,0.007013033758
1098,1156,Lepidoptera_Group_418,Schizura apicalis,native,33.0,1.0,,native,0.04805604,,0.0,,0.27976806,,0.0,,0.0,,0.0
1099,1157,Lepidoptera_Group_419,,,,1.0,,native,0.04805604,,0.0,,0.27217912,,0.0,,0.0,,0.0
1100,1158,Lepidoptera_Group_42,Cochylis hoffmanana,,33.0,1.0,,native,0.06376352,,0.01809133,,0.30044326,,0.03248546,,1.07e-10,,0.06021546298
1101,1159,Lepidoptera_Group_420,Schizura ipomoeae,native,33.0,2.0,,native,0.04954495,0.0,0.0,0.0,0.28962893,0.0,0.0,0.0,0.0,1.0,0.0
1102,1160,Lepidoptera_Group_421,Schizura badia,native,33.0,2.0,,native,0.04883115,0.0,0.0,0.0,0.26128887,0.0,0.0,0.0,0.0,1.0,0.0
1103,1161,Lepidoptera_Group_422,Schizura unicornis,native,33.0,3.0,0.0,native,0.04883115,0.00180705,0.00539039,0.0,0.26128887,0.00926721,0.00467317,0.0,0.0,0.26411154,0.02063000234
1104,1162,Lepidoptera_Group_423,Phyciodes tharos,native,33.0,2.0,0.0,native,0.0796307,0.00518143,0.01503056,0.0,0.35346994,0.02666948,0.00917438,0.0,0.0,0.04490672,0.04252288045
1105,1163,Lepidoptera_Group_424,Pyrrharctia isabella,native,33.0,1.0,,native,0.07697948,,0.00999016,,0.42916661,,0.00457667,,0.0,,0.02327804579
1106,1164,Lepidoptera_Group_425,Heterocampa guttivitta,native,33.0,1.0,,native,0.07683744,,0.00400537,,0.45716273,,0.0,,0.0,,0.008761366002
1107,1165,Lepidoptera_Group_426,Agonopterix robiniella,native,33.0,1.0,,native,0.07024164,,0.01081378,,0.35284605,,0.01379332,,0.0,,0.03064730355
1108,1166,Lepidoptera_Group_427,Heterocampa umbrata,native,33.0,2.0,,native,0.07683744,0.0,0.00400537,0.0,0.4007686,0.0,0.0,0.0,0.0,1.0,0.009994221104
1109,1167,Lepidoptera_Group_428,Hypena eductalis,,33.0,1.0,,native,0.05213431,,0.0,,0.30173828,,0.0,,0.0,,0.0
1110,1168,Lepidoptera_Group_429,Hypena baltimoralis,native,33.0,5.0,0.0,native,0.05213431,0.0010348,0.0,0.0,0.30173828,0.00510103,0.0,0.0,0.0,0.506399,0.0
1111,1169,Lepidoptera_Group_43,Coelostathma discopunctana,,33.0,1.0,,native,0.07884138,,0.01404254,,0.39977571,,0.01379332,,0.0,,0.03512604605
1112,1170,Lepidoptera_Group_430,Ptichodis bistrigata,native,33.0,1.0,,native,0.07545192,,0.00800274,,0.41525116,,0.0,,0.0,,0.01927204731
1113,1171,Lepidoptera_Group_431,Phaeoura quernaria,native,33.0,2.0,0.0,native,0.07574051,0.00648813,0.00546408,0.0,0.40939636,0.03333882,0.0,0.0,0.0,0.02477762,0.0133466746
1114,1172,Lepidoptera_Group_432,Cycnia tenera,,33.0,2.0,,native,0.0727353,0.0,0.00199269,0.0,0.40654077,0.0,0.0,0.0,0.0,1.0,0.004901574816
1115,1173,Lepidoptera_Group_433,Maliattha synochitis,native,33.0,2.0,,native,0.07234244,0.0,0.00999682,0.0,0.3469856,0.0,0.00457667,0.0,0.0,1.0,0.02881047513
1116,1174,Lepidoptera_Group_434,Mompha cephalonthiella,,33.0,3.0,0.0,native,0.09248162,0.00087396,0.009422,0.0,0.43480443,0.00441558,0.00461974,0.0,0.0,0.54515233,0.02166951243
1117,1175,Lepidoptera_Group_435,Euparthenos nubilis,native,33.0,1.0,,native,0.06654364,,0.00600403,,0.35719985,,0.0,,0.0,,0.01680860168
1118,1176,Lepidoptera_Group_436,Callopistria mollissima,native,33.0,1.0,,native,0.06701029,,0.00896723,,0.3456114,,0.0,,0.0,,0.02594599021
1119,1177,Lepidoptera_Group_437,Zale horrida,native,33.0,1.0,,native,0.04729241,,0.0059682,,0.24145349,,0.0,,1.14e-10,,0.02471780383
1120,1178,Lepidoptera_Group_438,Zale unilineata,native,33.0,2.0,0.0,native,0.03309637,0.00258719,0.0,0.0,0.18406857,0.0132162,0.0,0.0,8.15e-10,0.15716617,0.0
1121,1179,Lepidoptera_Group_439,Zale undularis,native,33.0,2.0,,native,0.03309637,0.0,0.0,0.0,0.18406857,0.0,0.0,0.0,3.31e-10,1.0,0.0
1122,1180,Lepidoptera_Group_44,Grapholita eclipsana,,33.0,2.0,0.0,native,0.07343691,0.00648424,0.00802422,0.0,0.40054419,0.032828,0.0,0.0,0.0,0.02481329,0.0200332952
1123,1181,Lepidoptera_Group_440,Zale intenta,,33.0,5.0,0.0,native,0.03918501,0.00415836,0.0,0.0,0.22416607,0.02175107,0.0,0.0,2.93e-10,0.39807428,0.0
1124,1183,Lepidoptera_Group_441,Zale obliqua,native,33.0,2.0,,native,0.03563171,0.0,0.0,0.0,0.20019749,0.0,0.0,0.0,4.39e-10,1.0,0.0
1125,1184,Lepidoptera_Group_442,Zale submediana,native,33.0,1.0,,native,0.02148852,,0.0,,0.11638638,,0.0,,1.53e-07,,0.0
1126,1185,Lepidoptera_Group_443,Zale curema,native,33.0,5.0,0.0,native,0.02148852,0.01096802,0.0,0.0,0.11638638,0.05797512,0.0,0.0,8.4e-08,0.20184748,0.0
1127,1187,Lepidoptera_Group_444,Eudryas unio,native,33.0,1.0,,native,0.05487582,,0.00696457,,0.29579491,,0.00152556,,0.0,,0.02354526655
1128,1188,Lepidoptera_Group_445,Psychomorpha epimenis,native,33.0,3.0,0.2966360443,native,0.05487582,0.0017252,0.00696457,0.00131839,0.28888028,0.00444447,0.00152556,0.00305111,0.0,0.66715678,0.02410884537
1129,1189,Lepidoptera_Group_446,Phoberia atomaris,native,33.0,4.0,0.0,native,0.04547822,0.00172439,0.00397747,0.0,0.24551522,0.0088108,0.00457667,0.0,0.0,0.43811078,0.01620050276
1130,1190,Lepidoptera_Group_447,Cissusa spadix,native,33.0,1.0,,native,0.04547822,,0.00397747,,0.24551522,,0.0,,0.0,,0.01620050276
1131,1191,Lepidoptera_Group_448,Drasteria graphica,native,33.0,7.0,0.0,native,0.06912244,0.00370928,0.01001255,0.0,0.32748108,0.01927981,0.00457667,0.0,3.21e-10,0.41531239,0.03057443807
1132,1193,Lepidoptera_Group_449,Amolita roseola,native,66.0,2.0,0.0,native,0.06322023,0.01698291,0.00599604,0.0,0.33347573,0.0891459,0.00457667,0.0,0.0,0.00025716,0.01798043894
1133,1194,Lepidoptera_Group_45,Epiblema otiosana,,33.0,1.0,,native,0.07406587,,0.01205249,,0.39127147,,0.01379332,,0.0,,0.03080339591
1134,1195,Lepidoptera_Group_450,Panopoda rufimargo,native,33.0,1.0,,native,0.06270558,,0.00398275,,0.3611847,,0.0,,0.0,,0.01102690673
1135,1196,Lepidoptera_Group_451,Spargaloma sexpunctata,native,33.0,2.0,,native,0.05194526,0.0,0.00898214,0.0,0.25692951,0.0,0.0,0.0,1.24e-10,1.0,0.0349595498
1136,1197,Lepidoptera_Group_452,Catocala ultronia,,33.0,1.0,,native,0.03366258,,0.0,,0.17257785,,0.0,,5.27e-09,,0.0
1137,1198,Lepidoptera_Group_453,Catocala praeclara,,33.0,3.0,,native,0.03366258,0.0,0.00405747,0.0,0.17257785,0.0,0.00467317,0.0,2.11e-09,1.0,0.02351095462
1138,1199,Lepidoptera_Group_454,Catocala luctuosa,,33.0,1.0,,native,0.0299819,,0.00404216,,0.14884219,,0.0,,2.53e-08,,0.0271573537
1139,1200,Lepidoptera_Group_455,Catocala herodias,,33.0,1.0,,native,0.03577506,,0.00198544,,0.1931792,,0.0,,9.74e-10,,0.01027771106
1140,1201,Lepidoptera_Group_456,Catocala relicta,,33.0,1.0,,native,0.03711642,,0.0019861,,0.20144969,,0.00457667,,6.91e-10,,0.009859037261
1141,1202,Lepidoptera_Group_457,Catocala andromedae,,33.0,1.0,,native,0.03587143,,0.00198216,,0.1943895,,0.0,,1.56e-09,,0.01019684705
1142,1203,Lepidoptera_Group_458,Catocala unijuga,,33.0,1.0,,native,0.03578329,,0.0,,0.19107366,,0.0,,2.41e-09,,0.0
1143,1204,Lepidoptera_Group_459,Catocala cara,,33.0,1.0,,native,0.03577506,,0.0,,0.19155472,,0.0,,2.57e-09,,0.0
1144,1205,Lepidoptera_Group_46,Epiblema boxcana,,33.0,1.0,,native,0.06316378,,0.01010967,,0.32980388,,0.01379332,,0.0,,0.03065358115
1145,1206,Lepidoptera_Group_460,Palthis angulalis,native,33.0,5.0,,native,0.05904736,0.0,0.0039854,0.0,0.31799569,0.0,0.0,0.0,0.0,1.0,0.01253287427
1146,1207,Lepidoptera_Group_461,Phalaenophana pyramusalis,native,33.0,8.0,0.01702205524,native,0.05854195,0.00430884,0.00534798,0.00035443,0.32602825,0.02082181,0.0,0.00081726,0.0,0.17763945,0.01640342516
1147,1208,Lepidoptera_Group_462,Lascoria ambigualis,native,33.0,2.0,,native,0.05327273,0.0,0.00424479,0.0,0.28423817,0.0,0.0,0.0,0.0,1.0,0.01493391968
1148,1209,Lepidoptera_Group_463,Palthis asopialis,native,33.0,1.0,,native,0.05355123,,0.00397484,,0.29584983,,0.0,,0.0,,0.01343532967
1149,1210,Lepidoptera_Group_464,Macrochilo orciferalis,native,33.0,2.0,,native,0.04954495,0.0,0.0,0.0,0.27758591,0.0,0.0,0.0,0.0,1.0,0.0
1150,1211,Lepidoptera_Group_465,Idia americalis,native,33.0,10.0,0.2152843679,native,0.04879347,0.00207124,0.00095252,0.00132486,0.27426085,0.006154,0.00183067,0.00305251,0.0,0.56159317,0.003473044002
1151,1212,Lepidoptera_Group_466,Idia aemula,native,33.0,13.0,0.02462969756,native,0.04879347,0.00258178,0.00055275,0.00030752,0.28118423,0.01248574,0.0,0.00070905,0.0,0.60428683,0.001965793032
1152,1213,Lepidoptera_Group_467,Phalaenostola eumelusalis,native,33.0,1.0,,native,0.04146286,,0.00199071,,0.21306741,,0.0,,4.21e-10,,0.009343099444
1153,1214,Lepidoptera_Group_468,Zanclognatha dentata,native,33.0,5.0,0.01389682226,native,0.02801237,0.01145066,0.00039735,0.00079483,0.14563919,0.05719509,0.00091533,0.00183067,2.88e-08,0.00888875,0.002728317838
1154,1218,Lepidoptera_Group_469,Zanclognatha pedipilalis,native,33.0,1.0,,native,0.02576445,,0.00198478,,0.13233815,,0.0,,6.89e-08,,0.01499779164
1155,1219,Lepidoptera_Group_47,Platynota idaeusalis,,33.0,2.0,0.0,native,0.07508779,0.00258781,0.00399335,0.0,0.39784062,0.01301551,0.0,0.0,0.0,0.15720728,0.01003756228
1156,1220,Lepidoptera_Group_470,Chytolita morbidalis,native,33.0,2.0,0.0,native,0.02576445,0.00909571,0.00039735,0.0,0.13233815,0.04731298,0.0,0.0,2.1e-08,0.00774546,0.00300253555
1157,1221,Lepidoptera_Group_471,Renia sobrialis,native,33.0,1.0,,native,0.03301098,,0.0,,0.18249316,,0.0,,1.31e-09,,0.0
1158,1222,Lepidoptera_Group_472,Renia factiosalis,native,33.0,1.0,,native,0.03301098,,0.0,,0.18249316,,0.0,,1.66e-09,,0.0
1159,1223,Lepidoptera_Group_473,Tetanolita sp.,,,2.0,,native,0.04255219,0.0,0.0,0.0,0.24425475,0.0,0.0,0.0,0.0,1.0,0.0
1160,1224,Lepidoptera_Group_474,Tetanolita mynesalis,,33.0,1.0,,native,0.04255219,,0.0,,0.24362939,,0.0,,0.0,,0.0
1161,1225,Lepidoptera_Group_475,,,,1.0,,native,0.09177,,0.02601417,,0.39576615,,0.02777956,,0.0,,0.06573116473
1162,1226,Lepidoptera_Group_476,Atteva aurea,,33.0,3.0,0.0,native,0.08805098,0.00605159,0.02486714,0.0,0.35984683,0.03121496,0.02777956,0.0,0.0,0.03148039,0.06910479106
1163,1227,Lepidoptera_Group_477,Sympistis chionanthi,native,33.0,1.0,,native,0.07893061,,0.00799741,,0.44605322,,0.00457667,,0.0,,0.0179292731
1164,1228,Lepidoptera_Group_478,Galgula partita,native,33.0,1.0,,native,0.08150971,,0.00599005,,0.42603583,,0.0,,0.0,,0.01405996768
1165,1229,Lepidoptera_Group_479,Raphia frater,native,33.0,2.0,0.0,native,0.07551202,0.00258781,0.01204039,0.0,0.3820354,0.01298734,0.0,0.0,0.0,0.15721305,0.03151642492
1166,1230,Lepidoptera_Group_48,,,,3.0,0.0,native,0.03213876,0.00276463,0.0,0.0,0.17706063,0.01401573,0.0,0.0,8.2e-10,0.18576524,0.0
1167,1231,Lepidoptera_Group_480,Sympistis perscripta,native,33.0,2.0,0.0,native,0.07207666,0.00388252,0.00598808,0.0,0.37807119,0.01978137,0.0,0.0,0.0,0.08281149,0.01583849856
1168,1232,Lepidoptera_Group_481,Phytometra rhodarialis,native,33.0,2.0,0.0,native,0.07354055,0.00129241,0.00897617,0.0,0.38466336,0.00660797,0.00469195,0.0,0.0,0.31773219,0.02333513127
1169,1233,Lepidoptera_Group_482,Ulolonche modesta,native,33.0,1.0,,native,0.05482067,,0.00399734,,0.28837497,,0.0,,0.0,,0.01386160526
1170,1234,Lepidoptera_Group_483,Ulolonche culea,native,33.0,2.0,0.0,native,0.05482067,0.01218309,0.00409267,0.0,0.28837497,0.06319526,0.0,0.0,0.0,0.00244765,0.0141921818
1171,1235,Lepidoptera_Group_484,Elaphria grata,native,33.0,2.0,,native,0.07000406,0.0,0.00598012,0.0,0.36958094,0.0,0.0,0.0,0.0,1.0,0.01618081279
1172,1236,Lepidoptera_Group_485,Polygrammate hebraeicum,native,33.0,1.0,,native,0.04216207,,0.00201792,,0.22788796,,0.0,,1.45e-10,,0.008854877634
1173,1237,Lepidoptera_Group_486,Comachara cadburyi,native,33.0,5.0,0.0,native,0.04216207,0.00290565,0.00201792,0.0,0.22788796,0.01261075,0.0,0.0,0.0,0.33657416,0.008854877634
1174,1238,Lepidoptera_Group_487,Agnorisma badinodis,native,66.0,2.0,0.0,native,0.06856783,0.00129272,0.0,0.0,0.39607026,0.00635597,0.0,0.0,0.0,0.31779278,0.0
1175,1239,Lepidoptera_Group_488,Phosphila miselioides,native,33.0,1.0,,native,0.06608587,,0.00599204,,0.34841552,,0.0,,0.0,,0.01719797097
1176,1240,Lepidoptera_Group_489,Pseudeustrotia carneola,native,33.0,4.0,0.0,native,0.06712486,0.00200217,0.00622347,0.0,0.34184628,0.010261,0.00156398,0.0,0.0,0.54134997,0.01820546358
1177,1241,Lepidoptera_Group_49,Ancylis burgessiana,native,33.0,2.0,,native,0.03213876,0.0,0.0,0.0,0.17706063,0.0,0.0,0.0,9.46e-09,1.0,0.0
1178,1242,Lepidoptera_Group_490,Acronicta afflicta,native,66.0,1.0,,native,0.06628048,,0.00600203,,0.35281637,,0.0,,0.0,,0.01701176734
1179,1243,Lepidoptera_Group_491,Melaporphyria immortua,native,33.0,2.0,,native,0.06386027,0.0,0.00547448,0.0,0.34810904,0.0,0.00133334,0.0,0.0,1.0,0.01572633678
1180,1244,Lepidoptera_Group_492,Lacinipolia renigera,native,33.0,2.0,0.0,native,0.06294742,0.00518265,0.00198939,0.0,0.35192053,0.02631849,0.0,0.0,0.0,0.04494337,0.005652952387
1181,1245,Lepidoptera_Group_493,Colocasia propinquilinea,native,33.0,3.0,0.0,native,0.06140101,0.00264836,0.00476381,0.0,0.31898307,0.01331602,0.0,0.0,0.0,0.18588639,0.01493436627
1182,1246,Lepidoptera_Group_494,Athetis tarda,native,33.0,3.0,0.0,native,0.05856035,0.00086181,0.00397615,0.0,0.3252655,0.00438599,0.0,0.0,0.0,0.54515944,0.01222432136
1183,1247,Lepidoptera_Group_495,Fagitana littera,native,33.0,1.0,,native,0.05472817,,0.00425231,,0.30584505,,0.0,,0.0,,0.01390347825
1184,1248,Lepidoptera_Group_496,Trachea delicata,native,33.0,1.0,,native,0.06103017,,0.00609226,,0.28086117,,0.00917438,,2.01e-10,,0.02169135734
1185,1249,Lepidoptera_Group_497,Schinia septentrionalis,native,33.0,6.0,0.0,native,0.04689132,0.0004308,0.00397879,0.0,0.23321387,0.002193,0.0,0.0,2.05e-10,0.77257972,0.01706069197
1186,1250,Lepidoptera_Group_498,Schinia spinosae,native,33.0,1.0,,native,0.04689132,,0.00397484,,0.23321387,,0.0,,0.0,,0.01704375473
1187,1251,Lepidoptera_Group_499,Derrima stellata,native,33.0,2.0,0.0,native,0.05691991,0.00518021,0.00198676,0.0,0.30076869,0.02655145,0.0,0.0,0.0,0.04491904,0.006605607785
1188,1252,Lepidoptera_Group_5,Coptodisca splendoriferella,,33.0,1.0,,native,0.08527996,,0.02395955,,0.42259587,,0.02777956,,2.69e-10,,0.05669612909
1189,1253,Lepidoptera_Group_50,Endothenia hebesana,,33.0,2.0,,native,0.07101644,0.0,0.00597414,0.0,0.3863935,0.0,0.0,0.0,0.0,1.0,0.01546128493
1190,1254,Lepidoptera_Group_500,Bagisara rectifascia,native,33.0,2.0,,native,0.05571838,0.0,0.00497679,0.0,0.26763183,0.0,0.0,0.0,2.38e-10,1.0,0.01859565807
1191,1255,Lepidoptera_Group_501,Euxoa bostoniensis,native,33.0,2.0,,native,0.05346837,0.0,0.00598407,0.0,0.29039614,0.0,0.0,0.0,0.0,1.0,0.02060657556
1192,1256,Lepidoptera_Group_502,Morrisonia latex,native,33.0,1.0,,native,0.04546786,,0.00595241,,0.23863428,,0.00457667,,2.55e-10,,0.02494365017
1193,1257,Lepidoptera_Group_503,Achatia distincta,native,66.0,1.0,,native,0.04539935,,0.0,,0.23863428,,0.0,,0.0,,0.0
1194,1258,Lepidoptera_Group_504,Feltia jaculifera,native,33.0,1.0,,native,0.04945547,,0.00199269,,0.27594549,,0.0,,0.0,,0.007221317515
1195,1259,Lepidoptera_Group_505,Eucoptocnemis fimbriaris,native,33.0,1.0,,native,0.04829611,,0.00398672,,0.22259345,,0.00457667,,8.62e-10,,0.01791032036
