Number,Order_Group,Species_Name,Final_Status,Status_Confidence,Database_Confidence,Group_Count,Species_Count,Sequence_Count,predict,predict prob,1,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance,dN/dS_Similarity
361,Diptera_Group_37,Lasiopogon tetragrammus,native,66.0,50.0,1,1.0,1,introduced,0.6018701696874874,0.3981298303125116,0.28742383707485725,0.05037945131056341,0.11885483981476905,0.041723175312406005,0.29167447637796534,0.06532519391654028,0.1261081929195003,0.03820208068461324,0.0,0.5321156457992706,0.08215073809873977,0.04745380300671628
362,Diptera_Group_38,Limonia tristigma,native,66.0,50.0,1,1.0,1,introduced,0.6140294134586114,0.3859705865413874,0.25647006243453685,0.05037945131056341,0.088651472287061,0.041723175312406005,0.2458142696202496,0.06532519391654028,0.08689209860691886,0.03820208068461324,4.141739530602853e-13,0.5321156457992706,0.0715302552344754,0.04745380300671628
363,Diptera_Group_39,,,,,0,,1,introduced,0.6007988784114963,0.3992011215885028,0.2506355857060248,0.05037945131056341,0.09812913469060446,0.041723175312406005,0.2248902316922083,0.06532519391654028,0.049306455198429085,0.03820208068461324,0.0,0.5321156457992706,0.08572375989348813,0.04745380300671628
364,Diptera_Group_4,,,,,0,,2,introduced,0.6265883412467476,0.3734116587532516,0.3884169270527738,0.02185435432312127,0.215831759701869,0.0,0.3212053822013055,0.028391376163656595,0.20292568521079443,0.0,0.0,0.3177927537350211,0.13657101154643073,0.0
365,Diptera_Group_40,,,,,0,,2,introduced,0.5481289917947236,0.4518710082052764,0.2523732101244207,0.02185435432312127,0.10493537940593393,0.23567387443901774,0.260442239307296,0.0,0.08059842865681965,0.23340270811542155,0.0,0.318841243775388,0.08037815972415174,0.04745380300671628
366,Diptera_Group_41,,,,,0,,5,introduced,0.5866404792096518,0.41335952079034716,0.24482729380472534,0.10757109109952331,0.09594846595778897,0.09515768819879586,0.25656951957748014,0.1282946056041339,0.07142798488320902,0.09346828181903025,4.218438410799202e-13,0.053976783578106174,0.07449391400503663,0.04330405234728208
367,Diptera_Group_42,,,,,0,,1,introduced,0.5988533097379632,0.40114669026203575,0.25211379432258224,0.05037945131056341,0.15454336594962387,0.041723175312406005,0.19595761758952368,0.06532519391654028,0.13784219147195217,0.03820208068461324,3.0526154318146956e-11,0.5321156457992706,0.15243273226674145,0.04745380300671628
368,Diptera_Group_43,,,,,0,,1,introduced,0.5990900536733905,0.4009099463266085,0.2441539824519805,0.05037945131056341,0.08044833038603869,0.041723175312406005,0.20457114075021535,0.06532519391654028,0.03689436817446285,0.03820208068461324,0.0,0.5321156457992706,0.07641319897094626,0.04745380300671628
369,Diptera_Group_44,Mumetopia occipitalis,native,33.0,50.0,1,1.0,1,introduced,0.6013790531364235,0.3986209468635754,0.2446203907437996,0.05037945131056341,0.10612439949379142,0.041723175312406005,0.21945909422029342,0.06532519391654028,0.07430475870672044,0.03820208068461324,4.279797514956281e-13,0.5321156457992706,0.09474145653133223,0.04745380300671628
370,Diptera_Group_45,,,,,0,,1,native,0.4589937254125137,0.5410062745874864,0.23988755476836526,0.05037945131056341,0.08344645264751104,0.041723175312406005,0.23397446097643337,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.07037126924866809,0.04745380300671628
371,Diptera_Group_46,,,,,0,,1,native,0.12356922818708423,0.8764307718129154,0.1915094946559075,0.05037945131056341,0.0,0.041723175312406005,0.2774853840077109,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.0,0.04745380300671628
372,Diptera_Group_47,,,,,0,,2,native,0.16999279835098322,0.8300072016490166,0.1915094946559075,0.28697617282758686,0.0,0.0,0.2774853840077109,0.3858428566540525,0.0,0.0,0.0,0.0002618115100797431,0.0,0.0
373,Diptera_Group_48,,,,,0,,1,introduced,0.5088399377676972,0.4911600622323028,0.2197086755537327,0.05037945131056341,0.08330451982964464,0.041723175312406005,0.20164052375125083,0.06532519391654028,0.012241675535187967,0.03820208068461324,2.3623255100475532e-11,0.5321156457992706,0.08013509178478101,0.04745380300671628
374,Diptera_Group_49,,,,,0,,1,introduced,0.5991003344827956,0.4008996655172034,0.2197086755537327,0.05037945131056341,0.08944361996447034,0.041723175312406005,0.19435969668777714,0.06532519391654028,0.03689436817446285,0.03820208068461324,2.6998005829114897e-10,0.5321156457992706,0.0888555150708961,0.04745380300671628
375,Diptera_Group_5,,,,,0,,1,native,0.32511108362305985,0.67488891637694,0.3013019028124025,0.05037945131056341,0.05713578519430917,0.041723175312406005,0.4289367836264532,0.06532519391654028,0.01765549687253058,0.03820208068461324,0.0,0.5321156457992706,0.027633199206943897,0.04745380300671628
376,Diptera_Group_50,,,,,0,,1,introduced,0.574329313501917,0.4256706864980822,0.2417253933854444,0.05037945131056341,0.061654530023590406,0.041723175312406005,0.24358090397879179,0.06532519391654028,0.049306455198429085,0.03820208068461324,5.767755790765455e-12,0.5321156457992706,0.05015603722443673,0.04745380300671628
377,Diptera_Group_51,,,,,0,,1,introduced,0.5988533097379632,0.40114669026203575,0.24307800783759814,0.05037945131056341,0.1228195888065718,0.041723175312406005,0.23545932555731847,0.06532519391654028,0.10772461556909428,0.03820208068461324,3.5741678171498692e-12,0.5321156457992706,0.10299171153594848,0.04745380300671628
378,Diptera_Group_52,,,,,0,,1,introduced,0.5988533097379632,0.40114669026203575,0.2394095922426806,0.05037945131056341,0.11935520712316627,0.041723175312406005,0.2319666298005173,0.06532519391654028,0.09953892605240731,0.03820208068461324,0.0,0.5321156457992706,0.10143032727219489,0.04745380300671628
379,Diptera_Group_53,Amblypsilopus scintillans,native,66.0,50.0,1,1.0,1,native,0.4022872811992719,0.5977127188007284,0.23947537625530896,0.05037945131056341,0.061654530023590406,0.041723175312406005,0.25842576876499185,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.04755825344698661,0.04745380300671628
380,Diptera_Group_54,,,,,0,,1,introduced,0.6126209667427023,0.3873790332572966,0.23588292169944325,0.05037945131056341,0.08842542324555284,0.041723175312406005,0.2336944698018144,0.06532519391654028,0.0617763981398694,0.03820208068461324,0.0,0.5321156457992706,0.0746498140002709,0.04745380300671628
381,Diptera_Group_55,Bactrocera dorsalis,introduced,66.0,50.0,1,1.0,2,introduced,0.6008453111742637,0.3991546888257354,0.2357705451493225,0.04377584643464632,0.07307651941597028,0.0,0.26327684994342754,0.05526164456169913,0.03542833720782528,0.0,0.0,0.15733924755756104,0.05543060416675067,0.0
382,Diptera_Group_56,Metalimnobia novaeangliae,native,66.0,50.0,1,1.0,1,introduced,0.5988533097379632,0.40114669026203575,0.2368665161003331,0.05037945131056341,0.14954363248625274,0.041723175312406005,0.1821957599811646,0.06532519391654028,0.12501339740298884,0.03820208068461324,4.893388556527074e-10,0.5321156457992706,0.15714981776513692,0.04745380300671628
383,Diptera_Group_57,Erioptera caliptera,native,66.0,50.0,1,1.0,2,introduced,0.5217578024716654,0.47824219752833486,0.23274789675830593,0.0,0.04357923127776809,0.0,0.2738329327646947,0.0,0.024539628856028024,0.0,0.0,1.0,0.03190071710306795,0.04745380300671628
384,Diptera_Group_58,Cuterebra fontinella,native,66.0,50.0,1,1.0,2,introduced,0.5057096800074631,0.494290319992537,0.2259201315193759,0.24903657990924638,0.036686243925062895,0.0,0.23356107748563693,0.3220975733477869,0.024886871352860464,0.0,0.0,0.0008092615311565692,0.03098675516463773,0.0
385,Diptera_Group_59,Halocladius variabilis,native,33.0,50.0,1,1.0,2,native,0.4531468615172189,0.5468531384827812,0.230644418077182,0.06573492423113246,0.08330451982964464,0.0,0.2011530837947952,0.08554072560230784,0.0,0.0,0.0,0.08290671469190852,0.08030541064633967,0.0
386,Diptera_Group_6,,,,,0,,1,native,0.4015230860687295,0.5984769139312709,0.2758722145375836,0.05037945131056341,0.05840547877429225,0.041723175312406005,0.30490880437495854,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.038765107719616436,0.04745380300671628
387,Diptera_Group_60,,,,,0,,1,introduced,0.6064435019108221,0.3935564980891767,0.2606007546989469,0.05037945131056341,0.10344542199307293,0.041723175312406005,0.2211165672686835,0.06532519391654028,0.049306455198429085,0.03820208068461324,9.403282712072403e-13,0.5321156457992706,0.09173584888092264,0.04745380300671628
388,Diptera_Group_61,Beameromyia disfascia,native,33.0,50.0,1,1.0,1,introduced,0.5988533097379632,0.40114669026203575,0.23038176494356377,0.05037945131056341,0.11065428883540325,0.041723175312406005,0.20558700461932403,0.06532519391654028,0.10772461556909428,0.03820208068461324,2.132228869458506e-11,0.5321156457992706,0.1046473573117507,0.04745380300671628
389,Diptera_Group_62,,,,,0,,1,introduced,0.6043900115025033,0.39560998849749573,0.22807957490292347,0.05037945131056341,0.090534788394699,0.041723175312406005,0.24297195967396668,0.06532519391654028,0.07133222705401013,0.03820208068461324,0.0,0.5321156457992706,0.07381556001562652,0.04745380300671628
390,Diptera_Group_63,Cerodontha dorsalis,native,33.0,50.0,1,1.0,4,introduced,0.5517348043617928,0.44826519563820694,0.22767215401557656,0.054773102249273724,0.09138343945946603,0.1183103673534843,0.2181680642439756,0.05710771808641935,0.07745160705576853,0.11670109906586286,3.834944009817457e-12,0.2662253617496765,0.0820091468770915,0.12095422647994385
391,Diptera_Group_64,,,,,0,,2,introduced,0.6325637848133019,0.3674362151866973,0.22650408536067662,0.02185435432312127,0.08341805898552225,0.0,0.2301973649316904,0.02780232826464175,0.049306455198429085,0.0,0.0,0.3178244637362419,0.07137566842904697,0.0
396,Diptera_Group_67,Atrichopogon levis,native,66.0,50.0,1,1.0,4,introduced,0.6336458656885898,0.366354134311409,0.22568529082176558,0.16877349732933628,0.09752985096225385,0.0,0.1914143673927535,0.2318049326362732,0.07430475870672044,0.0,5.537659150176406e-12,0.19348767894927568,0.09818805967967907,0.0
397,Diptera_Group_68,Coboldia fuscipes,,66.0,,1,1.0,1,introduced,0.6090641888864021,0.39093581111359677,0.22420549036803478,0.05037945131056341,0.08692708970240513,0.041723175312406005,0.2279300491176472,0.06532519391654028,0.0894665130725352,0.03820208068461324,4.954747660684153e-13,0.5321156457992706,0.07503657109198429,0.04745380300671628
398,Diptera_Group_69,,,,,0,,1,introduced,0.5318459444768463,0.4681540555231537,0.21712911235707255,0.05037945131056341,0.057654359938456676,0.041723175312406005,0.24072458469885694,0.06532519391654028,0.024539628856028024,0.03820208068461324,1.687375364319681e-11,0.5321156457992706,0.04740007425287368,0.04745380300671628
399,Diptera_Group_7,,,,,0,,1,native,0.4015230860687295,0.5984769139312709,0.2640739645532918,0.05037945131056341,0.05840547877429225,0.041723175312406005,0.2767182482040381,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.042349197418815224,0.04745380300671628
400,Diptera_Group_70,,,,,0,,1,introduced,0.5290076009863012,0.4709923990136989,0.2179647195582649,0.05037945131056341,0.04357923127776809,0.041723175312406005,0.1890217911649347,0.06532519391654028,0.024539628856028024,0.03820208068461324,4.1570793066421227e-10,0.5321156457992706,0.044356606245470984,0.04745380300671628
401,Diptera_Group_71,Stonemyia rasa,native,66.0,50.0,1,1.0,2,introduced,0.6533546351537719,0.3466453648462275,0.2181005622923357,0.0,0.0883875886909528,0.0,0.19581308186335403,0.0,0.03542833720782528,0.0,0.0,1.0,0.08723671233179958,0.04745380300671628
402,Diptera_Group_72,,,,,0,,3,introduced,0.5441922225429302,0.4558077774570693,0.2130274487638142,0.07297576340184306,0.09745783753703482,0.316180580285025,0.1884360071836768,0.05682532172503528,0.12034838624118344,0.31156127938589806,1.6873753643196807e-13,0.37102954578463754,0.09946455202551942,0.3248525958254896
403,Diptera_Group_73,Aedes cinereus,,66.0,,1,1.0,27,introduced,0.6572483094070095,0.34275169059298916,0.19697684722911502,0.14267482974186813,0.07338104144079989,0.0,0.20122796800908763,0.18961700674686985,0.038474399104241684,0.0,1.484890320601319e-12,0.04481596322541458,0.07071610473848032,0.0
407,Diptera_Group_75,Aedes japonicus,introduced,100.0,50.0,1,1.0,11,introduced,0.6584849757095477,0.3415150242904513,0.17314579273589611,0.036633992464787456,0.0469801531266287,0.0,0.1708461324312376,0.047468049947259505,0.049306455198429085,0.0,1.7027151403589507e-10,0.5009412907862397,0.05218492724585425,0.0
408,Diptera_Group_76,Culiseta morsitans,native,33.0,50.0,1,1.0,15,introduced,0.594187415943698,0.40581258405630094,0.1712358385291167,0.10201142231835106,0.05175699634338791,0.03159305997410579,0.18581876167481737,0.13066392983705613,0.025365259278900217,0.031120225086403986,2.6537812547936796e-10,0.19618482905311593,0.05346871221693641,0.014116564883724463
411,Diptera_Group_78,Aedes triseriatus,native,33.0,50.0,1,1.0,23,native,0.21391257581792508,0.7860874241820751,0.14444264334328308,0.13902399731219317,0.013502357514220005,0.13525951989585716,0.16152255900578055,0.17076055030930037,0.023189363220332587,0.13320825133220493,3.313391624482283e-11,0.3875388164202445,0.01573534811817853,0.04624591199705735
412,Diptera_Group_79,Aedes sollicitans,native,33.0,50.0,1,1.0,1,native,0.04172570412098122,0.9582742958790187,0.11484590095041804,0.05037945131056341,0.018760224857146564,0.041723175312406005,0.11851452030621093,0.06532519391654028,0.0,0.03820208068461324,1.2501917472004906e-10,0.5321156457992706,0.028272159445213812,0.04745380300671628
413,Diptera_Group_8,Polypedilum convictum,native,66.0,50.0,1,1.0,1,introduced,0.5770961950843322,0.4229038049156671,0.25678059588403496,0.05037945131056341,0.08764268096867726,0.041723175312406005,0.2092099605580272,0.06532519391654028,0.024539628856028024,0.03820208068461324,0.0,0.5321156457992706,0.08162002956382783,0.04745380300671628
414,Diptera_Group_80,Aedes vexans,introduced,66.0,50.0,1,1.0,30,introduced,0.5850691275307975,0.41493087246920113,0.11937653783320305,0.11133324601595328,0.06210041699304664,0.062041161890701906,0.11374848510041438,0.13913617802924144,0.038474399104241684,0.061209773123553246,6.304647952139898e-09,0.05804000373454015,0.09672951848338128,0.026033520749422105
415,Diptera_Group_81,Aedes trivittatus,native,33.0,50.0,1,1.0,21,native,0.04429674520210304,0.9557032547978973,0.11602863597028674,0.09637787327857206,0.014361833662620251,0.0,0.1278295500347199,0.12447966393314254,0.0,0.0,3.1906734161681237e-12,0.10538405555728617,0.0203514279659848,0.0
416,Diptera_Group_82,Aedes sticticus,,33.0,50.0,1,3.0,15,native,0.17271817907697848,0.8272818209230217,0.13628819807805873,0.16042431082271194,0.0076736355970091034,0.03189138581195332,0.15995511921953337,0.20848391569133012,0.013158436383781011,0.03138439664083939,2.116889093419236e-12,0.07777729449442586,0.009017187396676344,0.008930872490715015
417,Diptera_Group_83,Aedes fitchii,native,66.0,50.0,1,2.0,1,native,0.033298480261856854,0.9667015197381431,0.04475496716245598,0.05037945131056341,0.0,0.041723175312406005,0.05530034299698806,0.06532519391654028,0.0,0.03820208068461324,2.63844147875441e-10,0.5321156457992706,0.0,0.04745380300671628
418,Diptera_Group_84,Aedes fitchii,native,66.0,50.0,1,2.0,7,native,0.041320968384036344,0.9586790316159637,0.04475496716245598,0.02505946643533778,0.0,0.0,0.05530034299698806,0.03272760311420382,0.0,0.0,4.4638748274275197e-10,0.7271468194951526,0.0,0.0
419,Diptera_Group_85,Aedes canadensis,native,66.0,50.0,1,1.0,33,native,0.16567011401241424,0.8343298859875858,0.11208601300788527,0.1516091765880203,0.02148807494856324,0.014533067001860705,0.11948737868225903,0.19760053323865923,0.011980481344649628,0.014276483580819921,6.25862862402209e-10,0.07079676422567545,0.032169767815333365,0.004294001739571962
422,Diptera_Group_87,Aedes provocans,native,66.0,50.0,1,1.0,21,native,0.026905539021658084,0.9730944609783422,0.10436867907616425,0.053042726172935185,0.007555269518593395,0.022848457549294515,0.11201691815049725,0.06579267926071652,0.012949614771335254,0.02246223188244672,1.7180549163982205e-10,0.23109507039716023,0.01191366224716956,0.020275537079272356
427,Diptera_Group_89,Aedes aurifer,native,66.0,50.0,1,2.0,12,native,0.10801222018234569,0.891987779817655,0.05346237015862622,0.18887323137475096,0.011414358595720393,0.03951579240294977,0.05239752005012046,0.2493775174795843,0.013266498291592061,0.038900536349852896,1.3545022242675257e-08,0.20395716935235106,0.03131511137875686,0.009251378518984813
428,Diptera_Group_9,,,,,0,,1,introduced,0.5630686438079177,0.4369313561920819,0.24356582544510946,0.05037945131056341,0.10558002200931162,0.041723175312406005,0.20706081314057528,0.06532519391654028,0.024539628856028024,0.03820208068461324,3.589507593189139e-13,0.5321156457992706,0.09922300850083322,0.04745380300671628
444,Diptera_Group_96,Psorophora ferox,native,33.0,50.0,1,1.0,20,introduced,0.529409808555426,0.47059019144457404,0.15386862667968113,0.07461016687039926,0.05495266750814715,0.023749330830383487,0.12587158759430078,0.09450468830669119,0.02542300820438637,0.02339295212732049,5.062126092959043e-10,0.14999689727488055,0.07886031544064563,0.014672059372854991
447,Diptera_Group_98,,,,,0,,1,introduced,0.6022361400696209,0.39776385993037805,0.2060197522668522,0.05037945131056341,0.10423544014583312,0.041723175312406005,0.1810199326487974,0.06532519391654028,0.08689209860691886,0.03820208068461324,1.507899984660224e-09,0.5321156457992706,0.11015277180514872,0.04745380300671628
448,Diptera_Group_99,,,,,0,,1,introduced,0.6148944230168846,0.3851055769831145,0.20261400769136378,0.05037945131056341,0.07557970465690077,0.041723175312406005,0.1867586556894664,0.06532519391654028,0.053320018893715154,0.03820208068461324,1.409725418008897e-10,0.5321156457992706,0.07773787230207407,0.04745380300671628
449,Ephemeroptera_Group_1,Centroptilum triangulifer,native,100.0,100.0,1,1.0,1,introduced,0.5724613965406167,0.42753860345938255,0.37351344988836666,0.05037945131056341,0.09467234831178092,0.041723175312406005,0.4789462779864673,0.06532519391654028,0.11716323476045579,0.03820208068461324,0.0,0.5321156457992706,0.04127222501472084,0.04745380300671628
450,Ephemeroptera_Group_10,,,,,0,,7,native,0.12784987150003266,0.872150128499967,0.16982649028466898,0.031300985447884365,0.003777102378134407,0.0,0.21519846402797235,0.03888524639372878,0.0,0.0,0.0,0.4393758284159695,0.003430997447969017,0.0
451,Ephemeroptera_Group_11,Leptophlebia nebulosa,native,100.0,100.0,1,1.0,2,native,0.09739661580079018,0.9026033841992097,0.16982649028466898,0.06852386812933321,0.003777102378134407,0.0,0.21519846402797235,0.08499808862064162,0.0,0.0,0.0,0.08292504469261423,0.003430997447969017,0.0
452,Ephemeroptera_Group_12,Epeorus fragilis,native,100.0,100.0,1,1.0,1,native,0.42805202516137214,0.5719479748386285,0.3908984402338742,0.05037945131056341,0.05343073173347128,0.041723175312406005,0.6261417476940723,0.06532519391654028,0.025596361972832757,0.03820208068461324,0.0,0.5321156457992706,0.018053112188824737,0.04745380300671628
453,Ephemeroptera_Group_13,Leucrocuta aphrodite,native,100.0,100.0,1,1.0,1,native,0.37351955605150544,0.6264804439484951,0.37559142340309365,0.05037945131056341,0.03806866034314142,0.041723175312406005,0.5924370379345427,0.06532519391654028,0.025596361972832757,0.03820208068461324,0.0,0.5321156457992706,0.013561131890299076,0.04745380300671628
454,Ephemeroptera_Group_14,Stenonema femoratum,native,100.0,100.0,1,1.0,1,native,0.12738590031506009,0.8726140996849396,0.25967943869174165,0.05037945131056341,0.015165835693909929,0.041723175312406005,0.37629153380070574,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.008289485540819376,0.04745380300671628
455,Ephemeroptera_Group_15,Maccaffertium smithae,native,100.0,100.0,1,1.0,2,native,0.1612516543891396,0.8387483456108602,0.20843540989208043,0.11474350137051469,0.01264777927251282,0.0,0.26277001404789263,0.14078383259836724,0.0,0.0,0.0,0.02490497245884145,0.009610409655817258,0.0
456,Ephemeroptera_Group_16,Maccaffertium mediopunctatum,native,100.0,100.0,1,1.0,2,native,0.11960793453838515,0.8803920654616149,0.20114542164109078,0.09146906805720313,0.02020194853670415,0.0,0.2539947180236637,0.11430236172159756,0.0,0.0,0.0,0.04501957323325357,0.015827809427196252,0.0
457,Ephemeroptera_Group_17,Maccaffertium vicarium,native,100.0,100.0,1,1.0,3,native,0.13830583682593411,0.8616941631740659,0.20114542164109078,0.2630649347221292,0.01264777927251282,0.0,0.2539947180236637,0.33755084541573144,0.0,0.0,0.0,0.10596167557952453,0.009909273832524898,0.0
458,Ephemeroptera_Group_18,Stenacron interpunctatum,native,100.0,100.0,1,3.0,3,native,0.18839668475407964,0.8116033152459199,0.15507282467267489,0.0,0.0075783748610367616,0.0,0.18611876024102358,0.0,0.0,0.0,0.0,1.0,0.007818048615949322,0.04745380300671628
459,Ephemeroptera_Group_19,Stenacron interpunctatum,native,100.0,100.0,1,3.0,1,native,0.12253354548629494,0.8774664545137048,0.15507282467267489,0.05037945131056341,0.0075783748610367616,0.041723175312406005,0.18611876024102358,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.007818048615949322,0.04745380300671628
460,Ephemeroptera_Group_2,Procloeon viridoculare,native,100.0,100.0,1,1.0,1,native,0.4466205334937649,0.5533794665062353,0.37351344988836666,0.05037945131056341,0.09467234831178092,0.041723175312406005,0.6963173866782693,0.06532519391654028,0.11716323476045579,0.03820208068461324,0.0,0.5321156457992706,0.02888944045007085,0.04745380300671628
461,Ephemeroptera_Group_20,Stenacron interpunctatum,native,100.0,100.0,1,3.0,1,native,0.12738590031506009,0.8726140996849396,0.26234111564641627,0.05037945131056341,0.007586467054703562,0.041723175312406005,0.3876421929167686,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.004033493194246217,0.04745380300671628
462,Ephemeroptera_Group_21,Eurylophella minimella,native,100.0,100.0,1,1.0,1,native,0.15880267231123837,0.8411973276887614,0.22927810309385005,0.05037945131056341,0.015092331601436484,0.041723175312406005,0.32095768154246457,0.06532519391654028,0.012767567903869414,0.03820208068461324,0.0,0.5321156457992706,0.009556690332327604,0.04745380300671628
463,Ephemeroptera_Group_22,Eurylophella bicolor,native,100.0,100.0,1,2.0,1,native,0.039404896086460285,0.9605951039135396,0.10298251084269162,0.05037945131056341,0.002412786919573723,0.041723175312406005,0.11996837966944701,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.003600452770082318,0.04745380300671628
464,Ephemeroptera_Group_23,Eurylophella bicolor,native,100.0,100.0,1,2.0,3,native,0.08471316307077104,0.9152868369292293,0.10298251084269162,0.1613150341735647,0.002412786919573723,0.16010192602934206,0.11996837966944701,0.18530092543994556,0.004080567427728317,0.15560163541571578,0.0,0.013712692027938645,0.003600452770082318,0.05044429080763182
465,Ephemeroptera_Group_24,Eurylophella prudentalis,native,100.0,100.0,1,1.0,4,native,0.14053504130588346,0.8594649586941164,0.27701374064905215,0.05312062322230112,0.02216182105547941,0.0,0.40989491714462883,0.06751591349505297,0.0,0.0,0.0,0.14680317715192231,0.011184250277192189,0.0
466,Ephemeroptera_Group_25,Eurylophella macdunnoughi,native,100.0,100.0,1,1.0,2,native,0.12482296540238762,0.8751770345976123,0.17235606263975864,0.04379636075888081,0.010846520848022359,0.23982803225220686,0.21918034674839476,0.02723722286004352,0.0061208243935954925,0.23340270811542155,0.0,0.527959661826447,0.00969403040286693,0.5140793657968448
467,Ephemeroptera_Group_26,Eurylophella verisimilis,native,100.0,100.0,1,1.0,2,native,0.09739661580079018,0.9026033841992097,0.17235606263975864,0.0656814148399474,0.010846520848022359,0.0,0.21918034674839476,0.08204891826827511,0.0,0.0,0.0,0.08302475469645307,0.00969403040286693,0.0
468,Ephemeroptera_Group_27,Eurylophella poconoensis,native,100.0,100.0,1,1.0,3,native,0.1830143306117621,0.8169856693882375,0.1257669055656548,0.0,0.0,0.0,0.15844355870534108,0.0,0.0,0.0,0.0,1.0,0.0,0.04745380300671628
469,Ephemeroptera_Group_28,Eurylophella temporalis,native,100.0,100.0,1,1.0,2,native,0.16604291781995842,0.8339570821800414,0.1257669055656548,0.16043492662686124,0.0,0.0,0.15844355870534108,0.20622894367054698,0.0,0.0,0.0,0.007778991799491186,0.0,0.0
470,Ephemeroptera_Group_29,Dentatella coxalis,native,100.0,100.0,1,1.0,1,native,0.31202022400228346,0.6879797759977164,0.2024315187623677,0.05037945131056341,0.02208583251758195,0.041723175312406005,0.2668366682112567,0.06532519391654028,0.024653762559154198,0.03820208068461324,0.0,0.5321156457992706,0.01655058626666746,0.04745380300671628
471,Ephemeroptera_Group_3,Baetisca laurentina,native,100.0,100.0,1,1.0,4,introduced,0.5214830706392855,0.4785169293607146,0.3923594427003097,0.0571442999085176,0.13123454742603036,0.12380286439970474,0.5819746154950576,0.05921380888725738,0.10720738955143531,0.12171474877948153,0.0,0.2993017930231191,0.04755106251981762,0.12206769611707027
472,Ephemeroptera_Group_30,Eurylophella lutulenta,native,100.0,100.0,1,1.0,2,native,0.22639645132933425,0.7736035486706656,0.2024315187623677,0.0,0.02208583251758195,0.0,0.2668366682112567,0.0,0.0,0.0,0.0,1.0,0.01655058626666746,0.04745380300671628
473,Ephemeroptera_Group_31,Siphlonurus alternatus,native,66.0,100.0,1,1.0,1,native,0.3479571347616581,0.6520428652383415,0.2247817175390105,0.05037945131056341,0.041659713251094375,0.041723175312406005,0.2783463049793918,0.06532519391654028,0.012767567903869414,0.03820208068461324,0.0,0.5321156457992706,0.030046584325544586,0.04745380300671628
476,Ephemeroptera_Group_33,Ameletus lineatus,native,100.0,100.0,1,1.0,1,native,0.21606914543658418,0.7839308545634158,0.29665346997878267,0.05037945131056341,0.030227786077018426,0.041723175312406005,0.472654431679456,0.06532519391654028,0.012767567903869414,0.03820208068461324,0.0,0.5321156457992706,0.013343290087143115,0.04745380300671628
477,Ephemeroptera_Group_34,Ameletus browni,native,100.0,100.0,1,1.0,2,native,0.203471982843173,0.7965280171568271,0.29665346997878267,0.022789549285950887,0.030227786077018426,0.0,0.4654485969783373,0.028451679088026812,0.012767567903869414,0.0,0.0,0.31778951373489633,0.01353806822749547,0.0
478,Ephemeroptera_Group_4,Drunella walkeri,native,100.0,100.0,1,1.0,1,native,0.2838914927598774,0.7161085072401224,0.32858677894091,0.05037945131056341,0.05297501345855143,0.041723175312406005,0.5359248792575755,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.02076169114013118,0.04745380300671628
479,Ephemeroptera_Group_5,Drunella cornutella,native,100.0,100.0,1,1.0,4,native,0.17719665584329894,0.8228033441567009,0.2736662501597874,0.02185808420025481,0.02911227008163439,0.0,0.40275068940334374,0.027330089363573652,0.0,0.0,0.0,0.4047945970845921,0.014935451057001765,0.0
480,Ephemeroptera_Group_6,Drunella cornuta,native,100.0,100.0,1,1.0,2,native,0.18632045970826294,0.8136795402917372,0.2736662501597874,0.04381874002168207,0.02911227008163439,0.0,0.40275068940334374,0.054254809068880853,0.012269814428014012,0.0,0.0,0.1573854575593401,0.014935451057001765,0.0
481,Ephemeroptera_Group_7,Ephemerella subvaria,native,100.0,100.0,1,1.0,1,native,0.12356922818708423,0.8764307718129154,0.20563449189925692,0.05037945131056341,0.0,0.041723175312406005,0.2865323562843585,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.0,0.04745380300671628
482,Ephemeroptera_Group_8,Ephemerella invaria,native,100.0,100.0,1,1.0,2,native,0.09843229850157947,0.9015677014984206,0.20563449189925692,0.06861352863735108,0.0,0.0,0.2865323562843585,0.08535905745903845,0.0,0.0,0.0,0.08291284469214452,0.0,0.0
483,Ephemeroptera_Group_9,Leptophlebia intermedia,native,100.0,100.0,1,1.0,3,native,0.27227358419590136,0.7277264158040986,0.2881779386356071,0.12240050875524103,0.03409645801506664,0.0,0.4472429521145045,0.15603457617809355,0.012767567903869414,0.0,0.0,0.10999127573466413,0.015855485149478172,0.0
