Number,Order_Group,Species_Name,Final_Status,Status_Confidence,Database_Confidence,Group_Count,Species_Count,Sequence_Count,dN/dS_Distance,dN/dS_Similarity,predict,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance
761,Hymenoptera_Group_72,Fenusa pumila,introduced,100.0,50.0,1,1.0,1,0.07721316419,,introduced,0.15937504186397622,0.050379451310563414,0.1368304058228558,0.041723175312406005,0.17949744086119734,0.06532519391654026,0.13620104136906735,0.03820208068461324,0.0034594416321521706,0.5321156457992704,0.14565813378566875
762,Hymenoptera_Group_73,Fenella nigrita,introduced,100.0,50.0,1,1.0,1,0.07346508122999999,,introduced,0.15937504186397622,0.050379451310563414,0.13119706779220516,0.041723175312406005,0.18110656340650824,0.06532519391654026,0.13620104136906735,0.03820208068461324,0.00042891547783402363,0.5321156457992704,0.13858759374298812
763,Hymenoptera_Group_74,Profenusa lucifex,native,33.0,,1,1.0,1,0.09704125425000001,,introduced,0.1769050682503765,0.050379451310563414,0.13119706779220516,0.041723175312406005,0.13025854304286028,0.06532519391654026,0.13620104136906735,0.03820208068461324,0.004976990335941095,0.5321156457992704,0.1830626699806485
764,Hymenoptera_Group_75,,,,,0,,1,0.4271764934,,introduced,0.2548042853186771,0.050379451310563414,0.42058523528973224,0.041723175312406005,0.08720039019488235,0.06532519391654026,0.5181271041813352,0.03820208068461324,0.06845689522932966,0.5321156457992704,0.8058435563220769
765,Hymenoptera_Group_76,Perilampus stygicus,native,33.0,,1,1.0,1,0.2278718591,,introduced,0.1747885508130791,0.050379451310563414,0.24106105453822832,0.041723175312406005,0.0957920175324315,0.06532519391654026,0.3314651373160584,0.03820208068461324,0.0031872219665592884,0.5321156457992704,0.4298669804167347
766,Hymenoptera_Group_77,,,,,0,,2,0.19841713170000003,,introduced,0.1850233126342632,0.0,0.24123734368710112,0.0,0.11430073486317391,0.0,0.3142758580309404,0.0,0.0019623868691517102,0.9999999999999999,0.37430235397955985
767,Hymenoptera_Group_78,,,,,0,,1,0.1206767511,,introduced,0.1555021556784203,0.050379451310563414,0.1746734785214964,0.041723175312406005,0.14144811977917046,0.06532519391654026,0.23161767311845297,0.03820208068461324,0.0013716060745513116,0.5321156457992704,0.2276496571658456
768,Hymenoptera_Group_79,,,,,0,,1,0.11870642960000001,,introduced,0.1555021556784203,0.050379451310563414,0.1746734785214964,0.041723175312406005,0.1442637795470958,0.06532519391654026,0.19344327954837184,0.03820208068461324,0.00011642890013805798,0.5321156457992704,0.2239327604985679
769,Hymenoptera_Group_8,,,,,0,,1,0.2615654399,,introduced,0.23969889523459575,0.050379451310563414,0.35800521385361767,0.041723175312406005,0.1322192590993357,0.06532519391654026,0.4520794253952492,0.03820208068461324,0.0037465562202791836,0.5321156457992704,0.4934279567265263
770,Hymenoptera_Group_80,,,,,0,,1,0.12559057869999998,,introduced,0.20242570587381298,0.050379451310563414,0.19226555263234726,0.041723175312406005,0.1512272419612287,0.06532519391654026,0.19344327954837184,0.03820208068461324,0.0005342690596717288,0.5321156457992704,0.23691930652510867
771,Hymenoptera_Group_81,,,,,0,,2,0.3527279001,,introduced,0.30512005841648937,0.0,0.5470924864391737,0.0,0.15358770653352685,0.0,0.6617672984712959,0.0,0.00017875441018561127,0.9999999999999999,0.6654006243841747
772,Hymenoptera_Group_82,Myrmecina americana,native,33.0,,1,1.0,1,0.1285781366,,introduced,0.26845137369377464,0.050379451310563414,0.2963815264453626,0.041723175312406005,0.2419580383104446,0.06532519391654026,0.32422202046505305,0.03820208068461324,3.5588280411105993e-06,0.5321156457992704,0.2425551603701839
773,Hymenoptera_Group_83,Ponera pennsylvanica,native,33.0,,1,2.0,2,0.0,,native,0.013046464958002948,0.0,0.0,0.0,0.03363676781895004,0.0,0.0,0.0,0.0006382113821138211,0.9999999999999999,0.0
774,Hymenoptera_Group_84,Ponera pennsylvanica,native,33.0,,1,2.0,1,0.0,,native,0.013046464958002948,0.050379451310563414,0.0,0.041723175312406005,0.03363676781895004,0.06532519391654026,0.0,0.03820208068461324,0.0011607148335634298,0.5321156457992704,0.0
775,Hymenoptera_Group_85,,,,,0,,1,0.1510779894,,introduced,0.30384361963311873,0.050379451310563414,0.3137449605930488,0.041723175312406005,0.21519499497088632,0.06532519391654026,0.30362887132787786,0.03820208068461324,1.4265991716520937e-06,0.5321156457992704,0.2849998212473857
776,Hymenoptera_Group_86,,,,,0,,1,0.02623399076,,introduced,0.17541417859386438,0.050379451310563414,0.06782294661441952,0.041723175312406005,0.27480097439241474,0.06532519391654026,0.08689209860691886,0.03820208068461324,4.065040650406504e-09,0.5321156457992704,0.04948889449018288
777,Hymenoptera_Group_87,,,,,0,,2,0.0102875144,0.0,native,0.050380448190162505,0.03672566136818493,0.009611786964362951,0.0,0.08131075901143003,0.05890545993397767,0.016650414137899888,0.0,2.63844147875441e-10,0.15717208755112536,0.01940679629589978
780,Hymenoptera_Group_89,Tapinoma sessile,native,33.0,,1,2.0,1,0.03277614667,,native,0.11677853436546624,0.050379451310563414,0.05663091039207124,0.041723175312406005,0.1743052066191822,0.06532519391654026,0.07430475870672044,0.03820208068461324,3.359410952600092e-07,0.5321156457992704,0.06183029029725819
781,Hymenoptera_Group_9,,,,,0,,54,0.3106805635,,introduced,0.23969889523459575,0.0,0.35800521385361767,0.0,0.10686072633012539,0.0,0.4520794253952492,0.0,0.0033755023776652856,0.9999999999999999,0.586080774666022
782,Hymenoptera_Group_90,Tapinoma sessile,native,33.0,,1,2.0,5,0.03277614667,0.0,native,0.11677853436546624,0.12915086908289067,0.05663091039207124,0.0,0.1743052066191822,0.21445528993780041,0.07430475870672044,0.0,1.6413560362018712e-07,0.023563052407177515,0.06183029029725819
783,Hymenoptera_Group_91,,,,,0,,1,0.06968472671,,introduced,0.23703328340151492,0.050379451310563414,0.15598732563006307,0.041723175312406005,0.23415309661865974,0.06532519391654026,0.20292568521079443,0.03820208068461324,2.63844147875441e-07,0.5321156457992704,0.13145617528335285
784,Hymenoptera_Group_92,Dolichoderus sp.,,33.0,,1,1.0,2,0.07066733559999999,,introduced,0.23703328340151492,0.0,0.15598732563006307,0.0,0.2305053248591229,0.0,0.20292568521079443,0.0,6.611443472925295e-07,0.9999999999999999,0.1333098096818398
785,Hymenoptera_Group_93,,,,,0,,1,0.09119655046,,introduced,0.301501723092197,0.050379451310563414,0.2745523016480042,0.041723175312406005,0.32463844678018655,0.06532519391654026,0.256157301974481,0.03820208068461324,1.0139591961957356e-09,0.5321156457992704,0.17203697694614797
786,Hymenoptera_Group_94,Myrmica rubra,introduced,33.0,,1,1.0,3,0.048628514739999996,,introduced,0.19534929209122887,0.012239878727348708,0.10154304663982493,0.15383590428103475,0.21653447111972332,0.0,0.10377455161864568,0.15560163541571578,2.561742598558061e-07,0.5459008625171832,0.09173485868766705
787,Hymenoptera_Group_95,,,,,0,,1,0.02256294248,,introduced,0.12223674728928459,0.050379451310563414,0.04299268920523495,0.041723175312406005,0.19512479431642335,0.06532519391654026,0.07535146132465657,0.03820208068461324,4.065040650406504e-05,0.5321156457992704,0.042563675881266694
788,Hymenoptera_Group_96,Myrmica punctiventris,native,33.0,,1,1.0,2,0.03651416238999999,0.0,introduced,0.15393509035312508,0.018350852040221275,0.05726675096023239,0.0,0.15561648099772613,0.030456237631758535,0.06264453112994747,0.0,4.341156619113361e-05,0.3176816137307421,0.06888183907845952
789,Hymenoptera_Group_97,Myrmica fracticornis,native,33.0,,1,1.0,1,0.02256294248,,introduced,0.12223674728928459,0.050379451310563414,0.04299268920523495,0.041723175312406005,0.19512479431642335,0.06532519391654026,0.06264453112994747,0.03820208068461324,1.8254333486731094e-05,0.5321156457992704,0.042563675881266694
790,Hymenoptera_Group_98,Aphaenogaster rudis,native,33.0,,1,1.0,2,0.0,0.0,native,0.058982664732208895,0.036734986061018784,0.0,0.0,0.10190417167383531,0.05942795127202095,0.0,0.0,7.102316306181929e-09,0.1571481275502029,0.0
791,Hymenoptera_Group_99,,,,,0,,1,0.0,,native,0.054742099931209376,0.050379451310563414,0.0,0.041723175312406005,0.08991219454635191,0.06532519391654026,0.0,0.03820208068461324,5.921153551158153e-08,0.5321156457992704,0.0
792,Lepidoptera_Group_1,Feniseca tarquinius,native,33.0,50.0,1,1.0,105,0.05727395257,0.021467712740000002,introduced,0.2436550219842551,0.032311208323823344,0.15322054072964428,0.027028556739687716,0.2853385680545123,0.047694833611724385,0.15117125332848733,0.026597689671861192,0.0,0.49755469065585556,0.10804397324459791
793,Lepidoptera_Group_10,Antispila viticordifoliella,,33.0,,1,2.0,1,0.04990391675,,native,0.02811325746208105,0.050379451310563414,0.028309013383971918,0.041723175312406005,0.03829438875149672,0.06532519391654026,0.03689436817446285,0.03820208068461324,7.562509587360024e-09,0.5321156457992704,0.09414083024124768
794,Lepidoptera_Group_100,Lobophora nivigerata,native,33.0,50.0,1,1.0,1,0.009479979930999999,,native,0.10527330762176466,0.050379451310563414,0.015361184088392708,0.041723175312406005,0.161715137429005,0.06532519391654026,0.0,0.03820208068461324,4.709311244055836e-13,0.5321156457992704,0.01788342958821375
795,Lepidoptera_Group_101,Erynnis baptisiae,native,33.0,50.0,1,1.0,2,0.0393805938,0.0,introduced,0.13100299460343945,0.018544949107978367,0.0569603833473735,0.0,0.14132601645691564,0.029068823682914895,0.0617763981398694,0.0,3.8963031139745355e-12,0.3177562837336169,0.07428919486014755
796,Lepidoptera_Group_102,Oneida lunulalis,,33.0,,1,1.0,1,0.05249847079,,introduced,0.11860632115679844,0.050379451310563414,0.06701841220196755,0.041723175312406005,0.12142267578447452,0.06532519391654026,0.0617763981398694,0.03820208068461324,1.7794140205553e-11,0.5321156457992704,0.09903530521111834
797,Lepidoptera_Group_103,Dryocampa rubicunda,native,33.0,50.0,1,1.0,2,0.047641593030000005,,native,0.06194800698498151,0.0,0.04299268920523495,0.0,0.07757260042877628,0.0,0.07430475870672044,0.0,1.672035588280411e-11,0.9999999999999999,0.08987308840562779
798,Lepidoptera_Group_104,Anisota senatoria,native,66.0,50.0,1,1.0,3,0.047641593030000005,,native,0.06194800698498151,0.0,0.04299268920523495,0.0,0.07757260042877628,0.0,0.024539628856028024,0.0,7.915324436263231e-11,0.9999999999999999,0.08987308840562779
799,Lepidoptera_Group_105,,,,,0,,4,0.03184765883,0.0,introduced,0.1348696744126,0.027849988358479644,0.055902187057129314,0.0,0.17752705803173877,0.04306499842274351,0.049306455198429085,0.0,0.0,0.33882077454459986,0.06007875210508808
800,Lepidoptera_Group_106,Nascia acutellus,,33.0,,1,1.0,1,0.04502343675,,introduced,0.1268574392301403,0.050379451310563414,0.0643608364239731,0.041723175312406005,0.13934409506108222,0.06532519391654026,0.024539628856028024,0.03820208068461324,5.6143580303727567e-14,0.5321156457992704,0.08493408918568104
801,Lepidoptera_Group_107,,,,,0,,1,0.07352552299,,introduced,0.12582426536133157,0.050379451310563414,0.10387494711480813,0.041723175312406005,0.13738430242268007,0.06532519391654026,0.08689209860691886,0.03820208068461324,6.979598097867771e-11,0.5321156457992704,0.1387016136003101
802,Lepidoptera_Group_108,Prochoreutis inflatella,,33.0,,1,1.0,1,0.0468183077,,introduced,0.12970203437327338,0.050379451310563414,0.07173559323647284,0.041723175312406005,0.15138204759380772,0.06532519391654026,0.05501394279464732,0.03820208068461324,1.1612210461727258e-12,0.5321156457992704,0.08832000861672244
803,Lepidoptera_Group_109,Macrorrhinia endonephele,,33.0,,1,1.0,1,0.06232646049,,native,0.09700036885907896,0.050379451310563414,0.07622981304021129,0.041723175312406005,0.11515204729544387,0.06532519391654026,0.029393694860508798,0.03820208068461324,3.359410952600092e-10,0.5321156457992704,0.11757523494439784
804,Lepidoptera_Group_11,Antispila viticordifoliella,,33.0,,1,2.0,1,0.04990391675,,native,0.02811325746208105,0.050379451310563414,0.028309013383971918,0.041723175312406005,0.03829438875149672,0.06532519391654026,0.03689436817446285,0.03820208068461324,4.463874827427519e-07,0.5321156457992704,0.09414083024124768
805,Lepidoptera_Group_110,,,,,0,,3,0.01624447693,0.0,native,0.07725829691916368,0.03713150069167703,0.019811145271506136,0.0,0.11474055639574351,0.05864955219048362,0.014656484702807154,0.0,5.767755790765455e-11,0.3885496764591626,0.030644258900279494
806,Lepidoptera_Group_111,Acrobasis sylviella,,66.0,,1,1.0,2,0.05007843135,0.0,native,0.1015729121968907,0.019459342832947844,0.055436176079738525,0.0,0.10154719987632521,0.030806307274935864,0.03787706283561883,0.0,2.2702868538119344e-10,0.3176627737300167,0.09447004186236196
807,Lepidoptera_Group_112,,,,,0,,1,0.03999186775,,native,0.09430705190485585,0.050379451310563414,0.0496737888553489,0.041723175312406005,0.11738161527608687,0.06532519391654026,0.012241675535187967,0.03820208068461324,3.8502837858567266e-10,0.5321156457992704,0.07544232753801189
808,Lepidoptera_Group_113,,,,,0,,1,0.0192694414,,native,0.09430705190485585,0.050379451310563414,0.021331022505687827,0.041723175312406005,0.10154719987632521,0.06532519391654026,0.012245179522792731,0.03820208068461324,2.945236999539806e-10,0.5321156457992704,0.03635067805937437
809,Lepidoptera_Group_114,Costaconvexa centrostrigaria,native,33.0,50.0,1,1.0,3,0.02555687279,0.0,native,0.1126998719250736,0.012363251586381302,0.04107661391007737,0.0,0.16017768793243445,0.01985292876116263,0.024539628856028024,0.0,6.059211535511581e-13,0.5451453624880964,0.04821155090638356
810,Lepidoptera_Group_115,Aethalura intertexta,native,66.0,50.0,1,1.0,2,0.008437602382,0.06149861989,native,0.1064032973851785,0.15830330184504113,0.01363960537785825,0.2909101414276719,0.161263311461483,0.1791957680390391,0.0061208243935954925,0.2873156345191644,3.1753336401288535e-11,0.036453552903461785,0.01591704509820883
811,Lepidoptera_Group_116,Operophtera brumata,introduced,66.0,100.0,1,1.0,29,0.01096092999,,native,0.0858373513360459,0.0,0.015361184088392708,0.0,0.1360570511644616,0.0,0.0,0.0,5.430280717901518e-15,0.9999999999999999,0.020677155555626617
812,Lepidoptera_Group_117,Pleuroprucha insulsaria,native,33.0,50.0,1,1.0,1,0.01829597416,,native,0.1068046728684285,0.050379451310563414,0.02466376407369789,0.041723175312406005,0.12979809434711365,0.06532519391654026,0.012241675535187967,0.03820208068461324,3.0065961036968854e-11,0.5321156457992704,0.03451428885078072
813,Lepidoptera_Group_118,Heliomata cycladata,native,33.0,50.0,1,1.0,9,0.01348013445,0.0,native,0.10564649506697708,0.007478403652754751,0.021957138244617824,0.0,0.16270779937913776,0.012071930757591444,0.012734908599553252,0.0,2.868538119343458e-12,0.7491340903416623,0.025429487934664863
814,Lepidoptera_Group_119,Euclea delphinii,,33.0,,1,1.0,3,0.04157688877,,native,0.09941538259511347,0.0,0.05349110375727491,0.0,0.12259232203910808,0.0,0.0325800232531037,0.0,2.2702868538119344e-11,0.9999999999999999,0.07843237730745467
815,Lepidoptera_Group_12,Antispila isabella,native,33.0,,1,1.0,5,0.024080855269999996,0.0,introduced,0.14814758176413512,0.007416286852799969,0.05180274563126733,0.0,0.22392515997666979,0.011380680568977298,0.03689436817446285,0.0,0.0,0.7271157994939582,0.045427129886295436
816,Lepidoptera_Group_120,Parapediasia teterrellus,,33.0,,1,1.0,1,0.020309128180000004,,native,0.12618289375644076,0.050379451310563414,0.03202865408865654,0.041723175312406005,0.15663767323868993,0.06532519391654026,0.00918124996439173,0.03820208068461324,0.0,0.5321156457992704,0.038311986570495386
817,Lepidoptera_Group_121,Cyclophora pendulinaria,native,33.0,50.0,1,1.0,1,0.01543908292,,native,0.1068046728684285,0.050379451310563414,0.02466376407369789,0.041723175312406005,0.15903221276979962,0.06532519391654026,0.012241675535187967,0.03820208068461324,2.2242675256941244e-13,0.5321156457992704,0.02912493004373783
818,Lepidoptera_Group_122,Abrostola urentis,native,66.0,50.0,1,1.0,1,0.020217176950000002,,native,0.10225801029904343,0.050379451310563414,0.028375028648095824,0.041723175312406005,0.13629870385087672,0.06532519391654026,0.0,0.03820208068461324,7.700567571713452e-13,0.5321156457992704,0.0381385259345844
819,Lepidoptera_Group_123,,,,,0,,2,0.03263533923,0.0,native,0.12470202015405372,0.05573670166104341,0.05219589137357941,0.0,0.1592523398322097,0.08702207810667041,0.02661513968191871,0.0,1.421997238840313e-12,0.0828566646899816,0.061564665268823024
820,Lepidoptera_Group_124,Chlorochlamys chloroleucaria,native,33.0,50.0,1,1.0,4,0.013930443669999999,0.05740484602000001,native,0.10538219643875261,0.04450546778469256,0.02121833515966987,0.09087854011362323,0.15032147697942244,0.059971794312174566,0.0035664174297223798,0.09066388147570922,3.4974689369535202e-12,0.42191382774368236,0.026278970031400055
821,Lepidoptera_Group_125,Pero honestaria,native,33.0,50.0,1,1.0,1,0.0,,native,0.0436090053698749,0.050379451310563414,0.0,0.041723175312406005,0.0751659316764881,0.06532519391654026,0.0,0.03820208068461324,4.8166896763307256e-12,0.5321156457992704,0.0
822,Lepidoptera_Group_126,Pero ancetaria,native,33.0,50.0,1,1.0,2,0.0,0.0,native,0.0436090053698749,0.05573670166104341,0.0,0.0,0.0751659316764881,0.08816725297487725,0.0,0.0,1.8714526767909187e-11,0.0828179946884928,0.0
823,Lepidoptera_Group_127,Blastobasis glandulella,,33.0,,1,1.0,1,0.039561296339999996,,introduced,0.130283734602396,0.050379451310563414,0.06309998037128402,0.041723175312406005,0.15873966810083337,0.06532519391654026,0.028676795045372228,0.03820208068461324,3.0372756557754255e-13,0.5321156457992704,0.07463007966940056
824,Lepidoptera_Group_128,Alsophila pometaria,native,33.0,50.0,1,1.0,1,0.013704901100000002,,native,0.10976329005628858,0.050379451310563414,0.021189409116518808,0.041723175312406005,0.15301185553586785,0.06532519391654026,0.03385868450087583,0.03820208068461324,3.0219358797361553e-13,0.5321156457992704,0.025853497119105163
825,Lepidoptera_Group_129,Eusarca confusaria,native,33.0,50.0,1,1.0,2,0.02162099504,,native,0.10448350598238342,0.0,0.028280797182370573,0.0,0.12510807891026718,0.0,0.024539628856028024,0.0,5.997852431354501e-13,0.9999999999999999,0.04078674693820497
826,Lepidoptera_Group_13,Antispila Vitis2USA,,,,1,1.0,2,0.026985638849999997,0.0,introduced,0.14814758176413512,0.019872354997081374,0.05180274563126733,0.0,0.19678727961156242,0.031092232474116417,0.03826086984432693,0.0,2.5310630464795216e-11,0.3176473837294243,0.05090683480128778
827,Lepidoptera_Group_130,,,,,0,,1,0.05254261018999999,,introduced,0.15463997016217473,0.050379451310563414,0.0838052420588167,0.041723175312406005,0.15874002582134825,0.06532519391654026,0.10595274800495386,0.03820208068461324,7.209694738456819e-13,0.5321156457992704,0.09911857161650223
828,Lepidoptera_Group_131,Glena cognataria,native,33.0,50.0,1,1.0,1,0.02309779284,,native,0.10775762887518227,0.050379451310563414,0.03533946155278027,0.041723175312406005,0.15112193902454998,0.06532519391654026,0.024539628856028024,0.03820208068461324,0.0,0.5321156457992704,0.04357263991103356
829,Lepidoptera_Group_132,,,,,0,,1,0.024676354180000002,,native,0.11979585278482345,0.050379451310563414,0.03972514658356661,0.041723175312406005,0.1604804941887283,0.06532519391654026,0.012241675535187967,0.03820208068461324,0.0,0.5321156457992704,0.04655050387066628
830,Lepidoptera_Group_133,Mocis latipes,native,33.0,50.0,1,1.0,1,0.01550539217,,native,0.09891720910306932,0.050379451310563414,0.021217554333965178,0.041723175312406005,0.13218364926994297,0.06532519391654026,0.0,0.03820208068461324,1.856112900751649e-12,0.5321156457992704,0.02925001857895134
831,Lepidoptera_Group_134,Scopula inductata,native,33.0,50.0,1,1.0,2,0.01473127332,,native,0.09889969889416143,0.0,0.02124580602764401,0.0,0.140835814565322,0.0,0.012241675535187967,0.0,7.194354962417547e-13,0.9999999999999999,0.02778968848884073
832,Lepidoptera_Group_135,Packardia geminata,,33.0,,1,1.0,1,0.021423608360000002,,native,0.005023319430871344,0.050379451310563414,0.008134109810312078,0.041723175312406005,0.01630945576488218,0.06532519391654026,0.01410534222497382,0.03820208068461324,5.522319374137138e-07,0.5321156457992704,0.04041438847129639
833,Lepidoptera_Group_136,Packardia elegans,,33.0,,1,1.0,2,0.021423608360000002,0.0,native,0.005023319430871344,0.07251957073704811,0.008134109810312078,0.0,0.01630945576488218,0.11653915352740392,0.01410534222497382,0.0,1.9174720049087282e-06,0.0818641846517711,0.04041438847129639
834,Lepidoptera_Group_137,,,,,0,,1,0.08763294582999999,,native,0.09815348497603506,0.050379451310563414,0.10005656745055753,0.041723175312406005,0.10562349585542724,0.06532519391654026,0.08689209860691886,0.03820208068461324,7.992023316459579e-11,0.5321156457992704,0.1653144445204791
835,Lepidoptera_Group_138,,,,,0,,2,0.08763294582999999,0.0,native,0.09815348497603506,0.01854050194678068,0.10005656745055753,0.0,0.10562349585542724,0.029452171606578,0.09953892605240731,0.0,5.997852431354503e-10,0.3177356537328227,0.1653144445204791
836,Lepidoptera_Group_139,,,,,0,,1,0.05651284244,,introduced,0.13289833610268287,0.050379451310563414,0.08596206011556161,0.041723175312406005,0.15008048981954658,0.06532519391654026,0.05349778608166373,0.03820208068461324,4.770670348212916e-12,0.5321156457992704,0.10660818334653899
837,Lepidoptera_Group_14,Antispila freemani,native,33.0,,1,1.0,1,0.036071566769999994,,introduced,0.20191190018300942,0.050379451310563414,0.07177800626906858,0.041723175312406005,0.20501873230513115,0.06532519391654026,0.03689436817446285,0.03820208068461324,3.0372756557754255e-13,0.5321156457992704,0.0680469082385282
838,Lepidoptera_Group_140,,,,,0,,1,0.015913281799999998,,native,0.09963825768520652,0.050379451310563414,0.021302451383311622,0.041723175312406005,0.1286982493478287,0.06532519391654026,0.012241675535187967,0.03820208068461324,1.7180549163982203e-11,0.5321156457992704,0.030019478591626503
839,Lepidoptera_Group_141,Microcrambus elegans,,33.0,,1,1.0,2,0.01647766079,0.0,native,0.11331199591860101,0.018601614549045662,0.02487827819002309,0.0,0.14875756864337433,0.029713394941183205,0.024653227599214542,0.0,6.596103696886025e-12,0.3177215937322813,0.03108414666077795
840,Lepidoptera_Group_142,Apoda biguttata,,33.0,,1,1.0,1,0.0224736816,,native,0.07995540566530555,0.050379451310563414,0.027764600407414623,0.041723175312406005,0.11659992523890811,0.06532519391654026,0.015969008914759674,0.03820208068461324,4.095720202485043e-12,0.5321156457992704,0.04239529043382054
841,Lepidoptera_Group_143,Amblyscirtes vialis,native,66.0,50.0,1,1.0,2,0.02134610222,,native,0.09622959772253532,0.0,0.02832782418503948,0.0,0.12734039634742564,0.0,0.012241675535187967,0.0,2.60776192667587e-12,0.9999999999999999,0.04026817765572159
842,Lepidoptera_Group_144,Thymelicus lineola,introduced,33.0,50.0,1,1.0,2,0.02378520935,,native,0.07695815512582031,0.0,0.02832782418503948,0.0,0.11139143135163002,0.0,0.012241675535187967,0.0,2.454364166283172e-10,0.9999999999999999,0.044869411090280545
843,Lepidoptera_Group_145,Polites origenes,native,33.0,50.0,1,1.0,1,0.02148874546,,native,0.048534471529106796,0.050379451310563414,0.019069076915429473,0.041723175312406005,0.07581220786062631,0.06532519391654026,0.01843763505230852,0.03820208068461324,1.05230863629391e-08,0.5321156457992704,0.04053726581385502
844,Lepidoptera_Group_146,Hesperia sassacus,native,33.0,50.0,1,1.0,1,0.003088058617,,native,0.024320946854798922,0.050379451310563414,0.00202425514733481,0.041723175312406005,0.04863581846613944,0.06532519391654026,0.0035311100737049086,0.03820208068461324,5.767755790765455e-09,0.5321156457992704,0.005825442589894893
845,Lepidoptera_Group_147,Hesperia metea,native,33.0,50.0,1,1.0,5,0.003088058617,0.057528912110000004,native,0.024320946854798922,0.06449086675028287,0.00202425514733481,0.1343763339174074,0.04863581846613944,0.0884852503960562,0.0035311100737049086,0.13464946525659577,3.54348826507133e-08,0.6138819251344539,0.005825442589894893
846,Lepidoptera_Group_148,Lomographa vestaliata,native,33.0,50.0,1,1.0,3,0.01090026334,0.0,native,0.10367918106452088,0.06206572932941544,0.01605927776046425,0.0,0.14447686450681205,0.10062248698729895,0.024539628856028024,0.0,1.4833563429973922e-12,0.3498307649684844,0.020562711456427626
847,Lepidoptera_Group_149,Epirrhoe alternata,native,33.0,50.0,1,1.0,1,0.01467503248,,native,0.10163780191897222,0.050379451310563414,0.021147315512620442,0.041723175312406005,0.14069702732463543,0.06532519391654026,0.012241675535187967,0.03820208068461324,3.8963031139745355e-12,0.5321156457992704,0.027683593422243278
848,Lepidoptera_Group_15,,,,,0,,1,0.07040735872000001,,introduced,0.20012650276359922,0.050379451310563414,0.14599442473765578,0.041723175312406005,0.21482689224200666,0.06532519391654026,0.14626296913412215,0.03820208068461324,0.0,0.5321156457992704,0.13281937845077363
849,Lepidoptera_Group_150,Gueneria similaria,native,33.0,50.0,1,1.0,2,0.0147545096,,native,0.0856212549682982,0.0,0.019906547975788422,0.0,0.12993178615023382,0.0,0.008032450241971743,0.0,1.2992790305261544e-11,0.9999999999999999,0.02783352237670722
850,Lepidoptera_Group_151,Hypagyrtis unipunctata,native,33.0,50.0,1,1.0,5,0.0143291834,0.1027209578,native,0.08085699362304662,0.07217699586801343,0.01836306851007856,0.2321552803673299,0.1220012720791081,0.08561576924152411,0.006079151014296083,0.23181308893554675,6.795520785396532e-14,0.17946745840949713,0.02703116929103775
851,Lepidoptera_Group_152,Lycia ypsilon,native,33.0,50.0,1,1.0,5,0.01760316716,0.0363673172,native,0.08085699362304662,0.0671502691464994,0.022558728958005012,0.09341372015857258,0.1220012720791081,0.0973046647572825,0.02492030634908913,0.09336118524290779,1.402055529989262e-12,0.3993087568733871,0.03320734882633969
852,Lepidoptera_Group_153,Euchlaena madusaria,native,33.0,50.0,1,1.0,3,0.0182572717,,native,0.098629945093601,0.0,0.028224577731632797,0.0,0.1529904255813028,0.0,0.03689436817446285,0.0,8.222119957048627e-13,0.9999999999999999,0.03444127891580846
853,Lepidoptera_Group_154,Protoboarmia porcelaria,native,33.0,50.0,1,1.0,6,0.001555455116,0.05583879582,native,0.10549886558349837,0.045566044001934376,0.0025410907796855043,0.0911249831970625,0.16327177904715226,0.0618209499863626,0.0009561339001519206,0.09114989593782688,1.1044638748274276e-12,0.2391131207058551,0.0029342754148297635
854,Lepidoptera_Group_155,Amphion floridensis,native,66.0,50.0,1,1.0,1,0.02001975445,,native,0.08424093539500212,0.050379451310563414,0.02581260712984125,0.041723175312406005,0.12292026440088266,0.06532519391654026,0.0,0.03820208068461324,5.138824973155392e-13,0.5321156457992704,0.037766099895333624
855,Lepidoptera_Group_156,Chionodes thoraceochrella,,33.0,,1,1.0,16,0.02322153547,0.0,native,0.061582045407387875,0.016704254742574642,0.02313671743986403,0.0,0.08858064232287333,0.026447567232623755,0.0,0.0,2.8531983433041874e-10,0.5409643423271271,0.04380607317004595
856,Lepidoptera_Group_157,,,,,0,,1,0.01821235126,,native,0.1093177366200228,0.050379451310563414,0.029996768144662248,0.041723175312406005,0.16484132772062082,0.06532519391654026,0.01235687915819346,0.03820208068461324,8.605614358030372e-14,0.5321156457992704,0.03435653912398837
857,Lepidoptera_Group_158,Celiptera frustulum,native,33.0,50.0,1,1.0,1,0.013865962030000002,,native,0.09891720910306932,0.050379451310563414,0.021217554333965178,0.041723175312406005,0.15114500783821802,0.06532519391654026,0.0,0.03820208068461324,9.771437337014878e-13,0.5321156457992704,0.026157329175927183
858,Lepidoptera_Group_159,Iridopsis larvaria,native,33.0,50.0,1,1.0,1,0.004525611597,,native,0.09720741500649228,0.050379451310563414,0.007028141183771769,0.041723175312406005,0.1538148133055177,0.06532519391654026,0.0,0.03820208068461324,7.593189139438564e-13,0.5321156457992704,0.008537302497223304
