Number,Order_Group,Species Name,Final Status,Status Confidence,Count,predict,prob. introduced,prob. native,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance,dN/dS_Similarity
807,Lepidoptera_Group_112,,,,1.0,native,0.23822207247313124,0.7617779275268687,0.09430705190485586,,0.0496737888553489,,0.11738161527608687,,0.012241675535187967,,3.8502837858567266e-10,,0.07544232753801192,
808,Lepidoptera_Group_113,,,,1.0,native,0.10557376770419974,0.8944262322958,0.09430705190485586,,0.021331022505687827,,0.10154719987632521,,0.012245179522792731,,2.9452369995398066e-10,,0.03635067805937438,
809,Lepidoptera_Group_114,Costaconvexa centrostrigaria,native,33.0,3.0,introduced,0.5117169598882684,0.48828304011173174,0.11269987192507361,0.00571847285502028,0.04107661391007737,0.0,0.16017768793243445,0.0033036704392042857,0.024539628856028024,0.0,0.0,0.5451453624880964,0.04821155090638357,0.0
810,Lepidoptera_Group_115,Aethalura intertexta,native,66.0,2.0,native,0.09767480243102772,0.9023251975689728,0.10640329738517851,0.07322128229260723,0.01363960537785825,0.039748362260246084,0.161263311461483,0.029819467385547235,0.0061208243935954925,0.07014350583615049,0.0,0.036453552903461785,0.015917045098208835,0.0947816282164373
811,Lepidoptera_Group_116,Operophtera brumata,introduced,66.0,29.0,native,0.1054756373943659,0.8945243626056341,0.08583735133604592,0.0,0.015361184088392708,0.0,0.1360570511644616,0.0,0.0,0.0,0.0,0.9999999999999999,0.02067715555562662,
812,Lepidoptera_Group_117,Pleuroprucha insulsaria,native,33.0,1.0,native,0.1648888413802809,0.8351111586197191,0.10680467286842851,,0.02466376407369789,,0.12979809434711365,,0.012241675535187967,,0.0,,0.03451428885078073,
813,Lepidoptera_Group_118,Heliomata cycladata,native,33.0,9.0,native,0.15755167851994184,0.842448321480058,0.1056464950669771,0.0034590453804458896,0.021957138244617824,0.0,0.16270779937913776,0.0020088562885489493,0.012734908599553252,0.0,0.0,0.7491340903416625,0.02542948793466487,0.0
814,Lepidoptera_Group_119,Euclea delphinii,,33.0,3.0,introduced,0.5362511848027017,0.46374881519729805,0.09941538259511348,0.0,0.05349110375727491,0.0,0.12259232203910808,0.0,0.0325800232531037,0.0,0.0,0.9999999999999999,0.0784323773074547,
815,Lepidoptera_Group_12,Antispila isabella,native,33.0,5.0,introduced,0.6838911822442276,0.31610881775577193,0.14814758176413512,0.003430314004084234,0.05180274563126733,0.0,0.22392515997666979,0.001893827274860734,0.03689436817446285,0.0,0.0,0.7271157994939582,0.04542712988629545,0.0
816,Lepidoptera_Group_120,Parapediasia teterrellus,,33.0,1.0,native,0.30757730376971804,0.6924226962302813,0.1261828937564408,,0.03202865408865654,,0.15663767323868993,,0.00918124996439173,,0.0,,0.03831198657049539,
817,Lepidoptera_Group_121,Cyclophora pendulinaria,native,33.0,1.0,native,0.09688498940333462,0.903115010596665,0.10680467286842851,,0.02466376407369789,,0.15903221276979962,,0.012241675535187967,,0.0,,0.029124930043737837,
818,Lepidoptera_Group_122,Abrostola urentis,native,66.0,1.0,native,0.17536101135618481,0.8246389886438152,0.10225801029904341,,0.028375028648095824,,0.13629870385087672,,0.0,,0.0,,0.0381385259345844,
819,Lepidoptera_Group_123,,,,2.0,introduced,0.6301193138597636,0.36988068614023595,0.12470202015405371,0.02578033887364511,0.05219589137357941,0.0,0.1592523398322097,0.014481101023318102,0.02661513968191871,0.0,0.0,0.0828566646899816,0.06156466526882304,0.0
820,Lepidoptera_Group_124,Chlorochlamys chloroleucaria,native,33.0,4.0,native,0.07829023679946329,0.9217097632005362,0.10538219643875263,0.020585467152273374,0.02121833515966987,0.01241714405826828,0.15032147697942244,0.009979738830411644,0.0035664174297223798,0.02213413311135102,0.0,0.42191382774368236,0.026278970031400065,0.08847230690739767
821,Lepidoptera_Group_125,Pero honestaria,native,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.04360900536987491,,0.0,,0.0751659316764881,,0.0,,0.0,,0.0,
822,Lepidoptera_Group_126,Pero ancetaria,native,33.0,2.0,native,0.0016446391979043058,0.9983553608020955,0.04360900536987491,0.02578033887364511,0.0,0.0,0.0751659316764881,0.014671666375429557,0.0,0.0,0.0,0.0828179946884928,0.0,0.0
823,Lepidoptera_Group_127,Blastobasis glandulella,,33.0,1.0,introduced,0.620536729791324,0.3794632702086761,0.130283734602396,,0.06309998037128402,,0.15873966810083337,,0.02867679504537223,,0.0,,0.07463007966940059,
824,Lepidoptera_Group_128,Alsophila pometaria,native,33.0,1.0,native,0.33485393290166,0.6651460670983398,0.1097632900562886,,0.021189409116518808,,0.15301185553586785,,0.03385868450087583,,0.0,,0.025853497119105163,
825,Lepidoptera_Group_129,Eusarca confusaria,native,33.0,2.0,native,0.3852372411186305,0.6147627588813691,0.10448350598238343,0.0,0.028280797182370573,0.0,0.12510807891026718,0.0,0.024539628856028024,0.0,0.0,0.9999999999999999,0.04078674693820498,
826,Lepidoptera_Group_13,Antispila Vitis2USA,,,2.0,introduced,0.6779421754929857,0.32205782450701365,0.14814758176413512,0.009191718038102183,0.05180274563126733,0.0,0.19678727961156242,0.005173971586225071,0.03826086984432693,0.0,0.0,0.3176473837294243,0.0509068348012878,0.0
827,Lepidoptera_Group_130,,,,1.0,introduced,0.650792179553073,0.34920782044692733,0.15463997016217476,,0.0838052420588167,,0.15874002582134825,,0.10595274800495386,,0.0,,0.09911857161650225,
828,Lepidoptera_Group_131,Glena cognataria,native,33.0,1.0,native,0.44979445683761143,0.5502055431623882,0.10775762887518228,,0.035339461552780276,,0.15112193902454998,,0.024539628856028024,,0.0,,0.04357263991103357,
829,Lepidoptera_Group_132,,,,1.0,native,0.3344046361907308,0.665595363809269,0.11979585278482346,,0.03972514658356661,,0.1604804941887283,,0.012241675535187967,,0.0,,0.04655050387066629,
830,Lepidoptera_Group_133,Mocis latipes,native,33.0,1.0,native,0.10508484269982724,0.8949151573001723,0.09891720910306934,,0.021217554333965178,,0.13218364926994297,,0.0,,0.0,,0.029250018578951348,
831,Lepidoptera_Group_134,Scopula inductata,native,33.0,2.0,native,0.14213289948279215,0.8578671005172077,0.09889969889416145,0.0,0.02124580602764401,0.0,0.140835814565322,0.0,0.012241675535187967,0.0,0.0,0.9999999999999999,0.02778968848884074,
832,Lepidoptera_Group_135,Packardia geminata,,33.0,1.0,native,0.0743607877796796,0.9256392122203201,0.005023319430871351,,0.008134109810312078,,0.01630945576488218,,0.01410534222497382,,5.522319374137138e-07,,0.04041438847129639,
833,Lepidoptera_Group_136,Packardia elegans,,33.0,2.0,native,0.07315079098313916,0.9268492090168605,0.005023319430871351,0.033543052474508034,0.008134109810312078,0.0,0.01630945576488218,0.019392955122648985,0.01410534222497382,0.0,1.9174720049087282e-06,0.0818641846517711,0.04041438847129639,0.0
834,Lepidoptera_Group_137,,,,1.0,native,0.4920271427692466,0.5079728572307534,0.09815348497603507,,0.10005656745055753,,0.10562349585542724,,0.08689209860691886,,0.0,,0.16531444452047916,
835,Lepidoptera_Group_138,,,,2.0,introduced,0.5246322495841105,0.47536775041588936,0.09815348497603507,0.008575685478883698,0.10005656745055753,0.0,0.10562349585542724,0.004901053636850175,0.09953892605240731,0.0,5.997852431354502e-10,0.3177356537328227,0.16531444452047916,0.0
836,Lepidoptera_Group_139,,,,1.0,introduced,0.6495404048382578,0.35045959516174247,0.13289833610268287,,0.08596206011556161,,0.15008048981954658,,0.05349778608166373,,0.0,,0.106608183346539,
837,Lepidoptera_Group_14,Antispila freemani,native,33.0,1.0,introduced,0.642641481061046,0.357358518938954,0.20191190018300942,,0.07177800626906858,,0.20501873230513115,,0.03689436817446285,,0.0,,0.06804690823852823,
838,Lepidoptera_Group_140,,,,1.0,native,0.10623261268493836,0.8937673873150611,0.09963825768520654,,0.021302451383311622,,0.1286982493478287,,0.012241675535187967,,0.0,,0.030019478591626517,
839,Lepidoptera_Group_141,Microcrambus elegans,,33.0,2.0,native,0.43878351565127627,0.5612164843487238,0.11331199591860103,0.008603952375719875,0.02487827819002309,0.0,0.14875756864337433,0.0049445230825399126,0.024653227599214542,0.0,0.0,0.3177215937322813,0.031084146660777957,0.0
840,Lepidoptera_Group_142,Apoda biguttata,,33.0,1.0,native,0.12521513024760803,0.8747848697523912,0.07995540566530557,,0.027764600407414623,,0.11659992523890811,,0.015969008914759674,,0.0,,0.04239529043382055,
841,Lepidoptera_Group_143,Amblyscirtes vialis,native,66.0,2.0,native,0.20475439463938253,0.795245605360617,0.09622959772253531,0.0,0.02832782418503948,0.0,0.12734039634742564,0.0,0.012241675535187967,0.0,0.0,0.9999999999999999,0.0402681776557216,
842,Lepidoptera_Group_144,Thymelicus lineola,introduced,33.0,2.0,native,0.16022893530129437,0.8397710646987052,0.07695815512582033,0.0,0.02832782418503948,0.0,0.11139143135163002,0.0,0.012241675535187967,0.0,2.4543641662831717e-10,0.9999999999999999,0.04486941109028056,
843,Lepidoptera_Group_145,Polites origenes,native,33.0,1.0,native,0.0743607877796796,0.9256392122203201,0.0485344715291068,,0.019069076915429473,,0.07581220786062631,,0.01843763505230852,,1.05230863629391e-08,,0.04053726581385503,
844,Lepidoptera_Group_146,Hesperia sassacus,native,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.02432094685479893,,0.00202425514733481,,0.04863581846613944,,0.0035311100737049086,,5.767755790765455e-09,,0.0058254425898948935,
845,Lepidoptera_Group_147,Hesperia metea,native,33.0,5.0,native,0.01395819029288023,0.9860418097071196,0.02432094685479893,0.029829472314100696,0.00202425514733481,0.0183604434466953,0.04863581846613944,0.014724583438334011,0.0035311100737049086,0.0328725082011873,3.54348826507133e-08,0.6138819251344539,0.0058254425898948935,0.08866351747501171
846,Lepidoptera_Group_148,Lomographa vestaliata,native,33.0,3.0,native,0.22218094718113332,0.777819052818867,0.1036791810645209,0.028707754260073496,0.01605927776046425,0.0,0.14447686450681205,0.016744307088305394,0.024539628856028024,0.0,0.0,0.3498307649684844,0.020562711456427633,0.0
847,Lepidoptera_Group_149,Epirrhoe alternata,native,33.0,1.0,native,0.07460391383691213,0.9253960861630876,0.10163780191897223,,0.021147315512620442,,0.1406970273246354,,0.012241675535187967,,0.0,,0.027683593422243285,
848,Lepidoptera_Group_15,,,,1.0,introduced,0.6590190441988159,0.3409809558011839,0.20012650276359925,,0.14599442473765578,,0.21482689224200666,,0.14626296913412215,,0.0,,0.13281937845077363,
849,Lepidoptera_Group_150,Gueneria similaria,native,33.0,2.0,native,0.10561225469798965,0.8943877453020104,0.0856212549682982,0.0,0.019906547975788422,0.0,0.12993178615023382,0.0,0.008032450241971743,0.0,0.0,0.9999999999999999,0.027833522376707227,
850,Lepidoptera_Group_151,Hypagyrtis unipunctata,native,33.0,5.0,native,0.005310638459164131,0.9946893615408359,0.08085699362304663,0.03338459860210242,0.01836306851007856,0.03172042108736144,0.1220012720791081,0.014247081091948404,0.006079151014296083,0.05659344916561445,0.0,0.17946745840949713,0.027031169291037757,0.15831346540215743
851,Lepidoptera_Group_152,Lycia ypsilon,native,33.0,5.0,native,0.2966944895427392,0.7033055104572611,0.08085699362304663,0.031059546805999906,0.022558728958005012,0.012763537120837559,0.1220012720791081,0.016192197555464947,0.02492030634908913,0.022792636582117567,0.0,0.3993087568733871,0.033207348826339696,0.05604928280089971
852,Lepidoptera_Group_153,Euchlaena madusaria,native,33.0,3.0,introduced,0.5131887234885842,0.48681127651141554,0.09862994509360101,0.0,0.028224577731632797,0.0,0.1529904255813028,0.0,0.03689436817446285,0.0,0.0,0.9999999999999999,0.03444127891580847,
853,Lepidoptera_Group_154,Protoboarmia porcelaria,native,33.0,6.0,native,0.050166371300084785,0.9498336286999154,0.10549886558349839,0.021076023885395118,0.0025410907796855043,0.012450816686211064,0.16327177904715226,0.010287451662699275,0.0009561339001519206,0.02225278575034526,0.0,0.2391131207058551,0.002934275414829764,0.08605871147891207
854,Lepidoptera_Group_155,Amphion floridensis,native,66.0,1.0,native,0.12521513024760803,0.8747848697523912,0.08424093539500213,,0.02581260712984125,,0.12292026440088266,,0.0,,0.0,,0.03776609989533363,
855,Lepidoptera_Group_156,Chionodes thoraceochrella,,33.0,16.0,native,0.1497792069693794,0.8502207930306201,0.06158204540738788,0.007726351489439859,0.02313671743986403,0.0,0.08858064232287333,0.00440106581282923,0.0,0.0,2.8531983433041874e-10,0.5409643423271271,0.04380607317004596,0.0
856,Lepidoptera_Group_157,,,,1.0,native,0.19453818405182854,0.8054618159481716,0.10931773662002281,,0.029996768144662248,,0.16484132772062082,,0.01235687915819346,,0.0,,0.034356539123988374,
857,Lepidoptera_Group_158,Celiptera frustulum,native,33.0,1.0,native,0.09397506490678458,0.906024935093215,0.09891720910306934,,0.021217554333965178,,0.15114500783821802,,0.0,,0.0,,0.026157329175927186,
858,Lepidoptera_Group_159,Iridopsis larvaria,native,33.0,1.0,native,0.061291922926721205,0.9387080770732786,0.09720741500649227,,0.007028141183771769,,0.1538148133055177,,0.0,,0.0,,0.008537302497223306,
859,Lepidoptera_Group_16,Monopis pavlovskii,introduced,33.0,1.0,introduced,0.6503732797897395,0.34962672021026076,0.17155445636515856,,0.13751263453629112,,0.1508467105242278,,0.13784219147195217,,0.0,,0.16981016085645298,
860,Lepidoptera_Group_160,Anavitrinella pampinaria,native,66.0,2.0,native,0.08707461020303915,0.9129253897969607,0.09668976386633713,0.0,0.00702892200947646,0.0,0.12685524829798972,0.0,0.0,0.0,3.236692744285933e-09,0.9999999999999999,0.010022921317571203,
861,Lepidoptera_Group_161,Tetracis cachexiata,native,33.0,3.0,native,0.08185275710997339,0.9181472428900265,0.0960629198504081,0.011447429676472758,0.007038220933777785,0.0,0.14871242514630634,0.006607474676292022,0.0,0.0,0.0,0.43809470836664627,0.008796144179313285,0.0
862,Lepidoptera_Group_162,Epimecis hortaria,native,33.0,1.0,native,0.061291922926721205,0.9387080770732786,0.10712035743147663,,0.007035097630959019,,0.15654836789619936,,0.0,,0.0,,0.008419300453879066,
863,Lepidoptera_Group_163,Metarranthis pilosaria,native,33.0,5.0,native,0.15260623537729484,0.8473937646227047,0.016578071985059055,0.0061658329922726525,0.007978619018846044,0.0,0.011966870138788777,0.0035118153465579145,0.0,0.0,7.240374290535357e-06,0.5904566842325822,0.04392897531931313,0.0
864,Lepidoptera_Group_164,,,,2.0,native,0.10378694492161507,0.8962130550783848,0.01749124994828765,0.0,0.007978619018846044,0.0,0.03067807391910929,0.0,0.0,0.0,3.482129160914251e-08,0.9999999999999999,0.029965593987546103,
865,Lepidoptera_Group_165,Metarranthis hypochraria,native,33.0,3.0,native,0.05196027059914538,0.9480397294008543,0.01749124994828765,0.00571847285502028,0.007053730971639152,0.0,0.03067807391910929,0.0032602009935145484,0.012241675535187967,0.0,5.997852431354501e-08,0.5451594224886377,0.026491957808744842,0.0
866,Lepidoptera_Group_166,,,,8.0,native,0.0717194746146968,0.9282805253853029,0.027852249823069088,0.0,0.007053730971639152,0.0,0.04501428924995487,0.0,0.012241675535187967,0.0,4.479214603466789e-09,0.9999999999999999,0.021303644263624497,
867,Lepidoptera_Group_167,Metarranthis duaria,native,33.0,6.0,native,0.0016446391979043058,0.9983553608020955,0.03370101731452025,0.028094375869572023,0.0,0.0,0.06144020799967143,0.01630061100713814,0.0,0.0,0.0,0.11590039596216524,0.0,0.0
868,Lepidoptera_Group_168,Metarranthis amyrisaria,native,33.0,1.0,native,0.24844510303125353,0.7515548969687466,0.020676927506000198,,0.014084179140447512,,0.03199169020235413,,0.024539628856028024,,4.141739530602853e-08,,0.05174182757310057,
869,Lepidoptera_Group_169,Metarranthis angularia,native,33.0,1.0,native,0.2503633165675341,0.7496366834324661,0.013565833136008128,,0.014074880216146187,,0.02568153775597154,,0.024539628856028024,,1.3821138211382114e-07,,0.057764625097839056,
870,Lepidoptera_Group_17,Synanthedon acerni,,33.0,1.0,native,0.41325647817655237,0.5867435218234477,0.10000461275064082,,0.02605473408245054,,0.1488147248944765,,0.029886339468940457,,0.0,,0.03254355650689172,
871,Lepidoptera_Group_170,Metarranthis angularia,native,33.0,2.0,native,0.0717194746146968,0.9282805253853029,0.013565833136008128,0.0,0.0,0.0,0.02568153775597154,0.0,0.0,0.0,1.5646571560055223e-07,0.9999999999999999,0.0,
872,Lepidoptera_Group_171,,,,1.0,native,0.011395079366971364,0.9886049206330285,0.025521281512630223,,0.0,,0.04193789282210036,,0.0,,8.160760852891547e-09,,0.0,
873,Lepidoptera_Group_172,Heterophleps triguttaria,native,33.0,3.0,introduced,0.5400887002476579,0.4599112997523421,0.09966378073741447,0.03439431073627171,0.053133627552836224,0.0,0.11556902047001155,0.020118823506796425,0.0617763981398694,0.0,0.0,0.05078299345514524,0.08171446560946383,0.0
874,Lepidoptera_Group_173,,,,1.0,native,0.47635272576710375,0.5236472742328961,0.11754422593170366,,0.03563514605031589,,0.14282983606554783,,0.024539628856028024,,0.0,,0.04606758963821929,
875,Lepidoptera_Group_174,Metanema inatomaria,native,33.0,2.0,native,0.1304751019570566,0.8695248980429434,0.09321782390456876,0.0,0.007042089570223756,0.0,0.15138204759380772,0.0,0.0,0.0,0.0,0.9999999999999999,0.008670136865868141,
876,Lepidoptera_Group_175,Eutrapela clemataria,native,33.0,3.0,native,0.05608281968708684,0.9439171803129133,0.09659366340416956,0.01717645285214316,0.007028141183771769,0.0,0.14625846657386093,0.009904120726615185,0.0,0.0,0.0,0.18588278865648733,0.008907106271191777,0.0
877,Lepidoptera_Group_176,Elachista griseicornis,,33.0,2.0,native,0.21420118404066185,0.7857988159593379,0.10230063218650765,0.0,0.029996768144662248,0.0,0.12812674507037938,0.0,0.02121565527095895,0.0,1.9481515569872676e-09,0.9999999999999999,0.042426085802493484,
878,Lepidoptera_Group_177,Bactra verutana,,33.0,1.0,native,0.14077171419885096,0.8592282858011488,0.09950343444235915,,0.02481155308434947,,0.1409719729761784,,0.0,,0.0,,0.032427592520468305,
879,Lepidoptera_Group_178,,,,1.0,introduced,0.6141803732123388,0.38581962678766113,0.12090219750617778,,0.07117549276166676,,0.13403803082360377,,0.03689436817446285,,0.0,,0.09699924344764406,
880,Lepidoptera_Group_179,Ennomos magnaria,native,33.0,1.0,native,0.022130286686580885,0.9778697133134191,0.09090890879901592,,0.01758781506155252,,0.12344670421254048,,0.012241675535187967,,0.0,,0.02564317294086708,
881,Lepidoptera_Group_18,Monopis marginistrigella,native,33.0,1.0,introduced,0.6503732797897395,0.34962672021026076,0.17155445636515856,,0.13751263453629112,,0.1614703276510691,,0.13784219147195217,,0.0,,0.16029830945343015,
882,Lepidoptera_Group_180,Plagodis alcoolaria,native,33.0,2.0,native,0.059253949794005875,0.9407460502059942,0.09016221196399421,0.034389068753055606,0.007025834198735181,0.0,0.14102451629645513,0.020001832124150944,0.0,0.0,0.0,0.04488172322794634,0.00917960041493108,0.0
883,Lepidoptera_Group_181,Lambdina pellucidaria,native,33.0,1.0,native,0.04044237669829521,0.9595576233017046,0.008638578395682467,,0.007037440108073094,,0.022190917610064746,,0.0,,6.749501457278723e-08,,0.030883506002874192,
884,Lepidoptera_Group_182,Lambdina fiscellaria,native,33.0,1.0,native,0.04044237669829521,0.9595576233017046,0.008638578395682467,,0.007037440108073094,,0.022190917610064746,,0.0,,1.579996932044792e-07,,0.030883506002874192,
885,Lepidoptera_Group_183,Xanthotype urticaria,native,33.0,1.0,native,0.04192077185684875,0.9580792281431513,0.08872478299637448,,0.01758781506155252,,0.13834699072129972,,0.012241675535187967,,0.0,,0.02334881118326806,
886,Lepidoptera_Group_184,Probole sp.,,,6.0,native,0.05618970614008695,0.9438102938599132,0.09716202081833272,0.031052181487810197,0.007035878456663711,0.0,0.15743822263417573,0.01815820135523118,0.0,0.0,0.0,0.2823905323720355,0.008379869917125441,0.0
887,Lepidoptera_Group_185,Caripeta piniata,native,33.0,2.0,native,0.1778537627380356,0.822146237261964,0.07902207039315032,0.0,0.0247128141247835,0.0,0.11360162003135718,0.0,0.012241675535187967,0.0,6.718821905200184e-10,0.9999999999999999,0.03853331040172271,
888,Lepidoptera_Group_186,Nemoria mimosaria,native,33.0,2.0,native,0.006381616411671101,0.9936183835883288,0.07900956821130498,0.017167096907415694,0.014099724670386365,0.0,0.11360162003135718,0.009889239428689252,0.012241675535187967,0.0,0.0,0.1571481275502029,0.02198491295639784,0.0
889,Lepidoptera_Group_187,Melanolophia canadaria,native,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.07372919390563887,,0.007025834198735181,,0.1104015022198492,,0.0,,0.0,,0.011207949004939433,
890,Lepidoptera_Group_188,Antepione thisoaria,native,66.0,1.0,native,0.2456278486730675,0.7543721513269324,0.07372919390563887,,0.02114032357335571,,0.1104015022198492,,0.024539628856028024,,0.0,,0.033724062057685245,
891,Lepidoptera_Group_189,Machimia tentoriferella,,33.0,9.0,native,0.38651976153021517,0.613480238469785,0.09014173271047068,0.037728012999056704,0.030675554126581423,0.02131139011368083,0.11556902047001155,0.018861346398839372,0.02729769506892919,0.03808239243908222,0.0,0.32643853406788353,0.04717608467199613,0.08034223256716684
892,Lepidoptera_Group_19,Acrolophus mora,native,33.0,5.0,introduced,0.7180839986695048,0.28191600133049416,0.17439277358865257,0.0034323709848399185,0.07891603092473691,0.0,0.20211620052612453,0.0018670676981707452,0.06212096583700354,0.0,0.0,0.7271244594942916,0.07575677431939146,0.0
893,Lepidoptera_Group_190,,,,6.0,introduced,0.5020674000198677,0.4979325999801322,0.10017454584035865,0.026390333199032397,0.05147856099551047,0.0106626229180918,0.13403803082360377,0.013510218981710826,0.02899407978558378,0.01899388456915516,0.0,0.22601013020138996,0.07015591008203811,0.05611855375915639
894,Lepidoptera_Group_191,Scopula limboundata,native,33.0,2.0,native,0.1501682776274067,0.8498317223725935,0.09889969889416145,0.01716304930012225,0.02124580602764401,0.0,0.12962177972869302,0.009759396016016829,0.012241675535187967,0.0,0.0,0.1571839075515804,0.029764441273903538,0.0
895,Lepidoptera_Group_192,Besma endropiaria,native,33.0,3.0,native,0.06700723137947408,0.9329927686205264,0.08453376189167205,0.07493421642834885,0.00702892200947646,0.0,0.12383230612986257,0.04457266127129229,0.0,0.0,0.0,0.028005632578216852,0.010222228829002235,0.0
896,,Besma quercivoraria,native,33.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
897,Lepidoptera_Group_193,,,,2.0,introduced,0.5183547797972355,0.4816452202027645,0.10901929397871848,0.05169013482646248,0.04263265757121727,0.09653958542500535,0.14913344971368195,0.01463956231661732,0.04315802687194721,0.17173282460566563,0.0,0.24915151109233316,0.05315442823547678,0.46890206438158927
898,Lepidoptera_Group_194,,,,1.0,native,0.061291922926721205,0.9387080770732786,0.09806716805245036,,0.00708659663539116,,0.16085058517814413,,0.0,,0.0,,0.008287919320700022,
899,Lepidoptera_Group_195,Cameraria hamameliella,native,33.0,1.0,native,0.337701362804648,0.6622986371953521,0.08459652320225197,,0.02132378212188069,,0.1258853099196327,,0.03689436817446285,,0.0,,0.03059815820745641,
900,Lepidoptera_Group_196,Cameraria bethunella,native,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.07012969234026376,,0.00708897460458272,,0.11093456402057295,,0.0,,0.0,,0.011265343203663966,
901,Lepidoptera_Group_197,Cameraria bethunellacomplex,,33.0,2.0,native,0.06218969078532761,0.9378103092146728,0.07012969234026376,0.08644501438294028,0.00708659663539116,0.0,0.11093456402057295,0.049698027059746304,0.0,0.0,0.0,0.0014104515543023847,0.011261564287395685,0.0
902,,Cameraria CastaneaCSE1415,,33.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
903,Lepidoptera_Group_198,Cameraria corylisella,native,33.0,1.0,native,0.32438333549960313,0.6756166645003966,0.08838851186493721,,0.028422339587384625,,0.12390167895250148,,0.024539628856028024,,0.0,,0.041316027436739546,
904,Lepidoptera_Group_199,Cameraria lentella,native,33.0,1.0,native,0.46028987015514683,0.5397101298448532,0.08838851186493721,,0.0356232207122806,,0.12390167895250148,,0.02661513968191871,,0.0,,0.05178356130427146,
905,Lepidoptera_Group_2,Antispila nysaefoliella,native,33.0,1.0,introduced,0.6324703783266702,0.36752962167333003,0.21306554554111115,,0.07177800626906858,,0.29890747704050946,,0.03689436817446285,,0.0,,0.04851485462747479,
906,Lepidoptera_Group_20,Eoparargyractis plevie,,33.0,1.0,introduced,0.6603942634210516,0.3396057365789481,0.15811750838276656,,0.08531770144880382,,0.18425599305296778,,0.05349778608166373,,0.0,,0.08878770935700193,
907,Lepidoptera_Group_200,,,,1.0,native,0.4722555322679647,0.5277444677320354,0.08785181233613354,,0.0499735549417954,,0.10804524710291202,,0.0617763981398694,,0.0,,0.08109904537184891,
908,Lepidoptera_Group_201,Cameraria quercivorella,native,33.0,1.0,native,0.3384298895198893,0.6615701104801108,0.05423584205262145,,0.02309693082100226,,0.0782379273101016,,0.03689436817446285,,0.0,,0.047980612013791724,
909,Lepidoptera_Group_202,Macrosaccus morrisella,,33.0,1.0,introduced,0.6517175727314483,0.3482824272685516,0.1421199382774973,,0.06423139681738177,,0.1693170228141125,,0.0617763981398694,,0.0,,0.07189976034510531,
910,Lepidoptera_Group_203,Phyllonorycter apparella,,33.0,1.0,introduced,0.6383912320571818,0.3616087679428182,0.12622081167562846,,0.04978995442496048,,0.16600469306853985,,0.049306455198429085,,0.0,,0.05668486017521125,
911,Lepidoptera_Group_204,Phyllonorycter propinquinella,native,33.0,2.0,native,0.003302468531367986,0.996697531468632,0.049310769381230184,0.043091490788176624,0.0035397668559857265,0.0322872168055562,0.0801787150062662,0.019606102584200494,0.0030604255707962374,0.057243486341048776,0.0,0.06713479408468957,0.007221670583172134,0.11709656281180399
912,Lepidoptera_Group_205,Phyllonorycter blancardella,,33.0,1.0,native,0.011395079366971364,0.9886049206330285,0.043096326485160395,,0.0035397668559857265,,0.06837248217635697,,0.0,,0.0,,0.008104651547815646,
913,Lepidoptera_Group_206,Phyllonorycter n sp. malus,,,4.0,native,0.04185317157311853,0.9581468284268811,0.043096326485160395,0.01026698813958167,0.005384432091241529,0.016402758747495624,0.06837248217635697,0.003309906907216203,0.009292120411885986,0.029091560309291182,0.0,0.4954186005736161,0.01232819777602976,0.3523756791984665
914,Lepidoptera_Group_207,Phyllonorycter clemensella,native,33.0,2.0,native,0.05972004941784343,0.9402799505821567,0.10466948264451231,0.017189259216202745,0.0,0.0,0.1613511484860463,0.009889239428689252,0.0,0.0,0.0,0.1571481275502029,0.0,0.0
915,Lepidoptera_Group_208,Phyllonorycter emberizaepenella,,33.0,1.0,native,0.18424067951510353,0.8157593204848964,0.10197809735787047,,0.028309013383971918,,0.15545386790693305,,0.012241675535187967,,0.0,,0.03408092061398089,
916,Lepidoptera_Group_209,Phyllonorycter trinotella,native,33.0,1.0,native,0.01823609462740792,0.9817639053725921,0.0773261378000499,,0.0,,0.12872472066592885,,0.0,,0.0,,0.0,
917,Lepidoptera_Group_21,Aethes argentilimitana,native,33.0,1.0,native,0.4532620279193179,0.5467379720806821,0.05011219679772084,,0.04495270369232015,,0.06155928733571337,,0.05910649332502398,,3.6815462494247583e-10,,0.1107372500409763,
918,Lepidoptera_Group_210,Phyllonorycter lucidicostella,native,33.0,1.0,native,0.01823609462740792,0.9817639053725921,0.0773261378000499,,0.0,,0.12872472066592885,,0.0,,0.0,,0.0,
919,Lepidoptera_Group_211,Phyllonorycter diversella,native,33.0,1.0,native,0.22790162917794565,0.772098370822054,0.09616647869573663,,0.03911670589922463,,0.12936520260963438,,0.012241675535187967,,0.0,,0.0548900311262864,
