Number,Order_Group,Species Name,Final Status,Status Confidence,Count,dN/dS_Distance,predict,predict probability,1,dN/dS_Similarity,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance,predict_native
211,Diptera_Group_104,,,,2.0,0.06593632865,introduced,0.7223396835556469,0.2776603164443527,0.04521040754143754,0.18254201408289406,0.0,0.10183393970689994,0.0,0.15281371580649947,0.0,0.07133222705401013,0.0,8.66697346218745e-09,0.9999999999999999,0.12438504082288823,1.0
212,Diptera_Group_105,,,,1.0,0.01045994077,native,0.3309455618242902,0.6690544381757103,0.04521040754143754,0.14054269592577862,0.028340365028422902,0.017877217461373118,0.0075619460842153525,0.17211410607250996,0.014237480097405998,0.013178363641533295,0.01128077503953735,0.0,0.5113155357508368,0.01973206859283396,1.0
213,Diptera_Group_106,,,,1.0,0.01045994077,native,0.3309455618242902,0.6690544381757103,0.04521040754143754,0.14054269592577862,0.028340365028422902,0.017877217461373118,0.0075619460842153525,0.17211410607250996,0.014237480097405998,0.013178363641533295,0.01128077503953735,0.0,0.5113155357508368,0.01973206859283396,1.0
214,Diptera_Group_107,,,,1.0,0.0475080976,introduced,0.6276075737091525,0.3723924262908471,0.04521040754143754,0.17061303670645955,0.028340365028422902,0.07496267488980718,0.0075619460842153525,0.15673559299032344,0.014237480097405998,0.049306455198429085,0.01128077503953735,2.822518791225648e-10,0.5113155357508368,0.08962125705786864,1.0
215,Diptera_Group_108,Drosophila affinis,native,33.0,3.0,0.025129459950000002,native,0.3039722007795087,0.6960277992204917,0.0,0.17559883170598384,0.04405090642515854,0.04069926214224654,0.0,0.16162163095023516,0.02084857946277966,0.0,0.0,5.645037582451296e-10,0.1168144859973577,0.04740526149597632,1.0
216,Diptera_Group_109,Drosophila simulans,,66.0,3.0,0.025817309790000003,native,0.25429605134627553,0.7457039486537246,0.04521040754143754,0.0752543706617183,0.0,0.02386682496582792,0.0,0.08015458550967616,0.0,0.004080567427728317,0.0,0.0,0.9999999999999999,0.048702850127011164,1.0
217,Diptera_Group_11,Cladopelma galeator,native,33.0,3.0,0.033288907480000005,native,0.472710007901964,0.5272899920980364,0.0,0.24117835585791875,0.1301989856828831,0.07055044178506133,0.0,0.22019098623417005,0.06263949353855865,0.024539628856028024,0.0,0.0,0.33333935433356515,0.0627975836784651,0.0
218,Diptera_Group_110,Drosophila melanogaster,,66.0,3.0,0.025817309790000003,native,0.2465948747181118,0.7534051252818881,0.04521040754143754,0.0752543706617183,0.006737673642352888,0.02386682496582792,0.02164038296659547,0.08015458550967616,0.0,0.004080567427728317,0.0379876446339672,3.880963337935266e-09,0.5458915825168259,0.048702850127011164,1.0
219,Diptera_Group_111,,,,3.0,0.040677536460000004,introduced,0.6120418529520298,0.3879581470479698,0.0,0.16416834976619038,0.006738934372493469,0.06578197469858882,0.0,0.16133727225770214,0.003136393352028867,0.03689436817446285,0.0,5.506979598097867e-09,0.5451994724901796,0.07673580159443144,1.0
220,Diptera_Group_112,Chymomyza amoena,native,66.0,1.0,0.05120567661,native,0.46407490596553086,0.535925094034469,0.04521040754143754,0.16259098221379514,0.028340365028422902,0.06483987299380123,0.0075619460842153525,0.12021379674035002,0.014237480097405998,0.024539628856028024,0.01128077503953735,0.0,0.5113155357508368,0.09659652434255549,1.0
221,Diptera_Group_113,Spilomyia longicornis,native,33.0,3.0,0.04039195122,native,0.3858649844593396,0.6141350155406609,0.0,0.159752414588948,0.033781396825295705,0.0649497564656978,0.0,0.16026261743792922,0.01576388079767869,0.03542833720782528,0.0,1.1596870685687988e-09,0.129241766475808,0.07619706168483814,1.0
222,Diptera_Group_114,,,,2.0,0.0499640717,native,0.4721327468237358,0.5278672531762639,0.0,0.15344004687799506,0.010106543640638295,0.06869814575314606,0.0,0.1329515753863811,0.004694692701275878,0.053320018893715154,0.0,8.666973462187453e-08,0.31780240373539254,0.0942543090482217,1.0
223,Diptera_Group_115,Toxomerus marginatus,native,33.0,7.0,0.03149966007,native,0.4542363050917299,0.5457636949082701,0.0,0.15174747681735085,0.02989994049353736,0.048632380317755575,0.0,0.15275199237952145,0.014074266259041306,0.049306455198429085,0.0,2.1322288694585057e-10,0.1018057454195212,0.05942227272785914,1.0
224,Diptera_Group_116,Dasysyrphus venustus,native,33.0,1.0,0.02789293328,introduced,0.5394062448122416,0.4605937551877585,0.04521040754143754,0.1415585563295998,0.028340365028422902,0.04321078802138623,0.0075619460842153525,0.1533689604386858,0.014237480097405998,0.03689436817446285,0.01128077503953735,3.696886025464028e-09,0.5113155357508368,0.05261839286077536,1.0
225,Diptera_Group_117,,,,4.0,0.024814413280000003,native,0.4315955669819632,0.5684044330180364,0.0,0.1392732862661064,0.0050532718203191475,0.03466213074603802,0.0,0.13551862355601488,0.0022848144231644584,0.012241675535187967,0.0,3.0065961036968857e-10,0.6589214368684753,0.04681094431588163,1.0
226,Diptera_Group_118,,,,1.0,0.02444581752,native,0.40839943020504804,0.5916005697949515,0.04521040754143754,0.13191027024905866,0.028340365028422902,0.03596011151177743,0.0075619460842153525,0.1442096805585335,0.014237480097405998,0.0,0.01128077503953735,9.004448535051389e-07,0.5113155357508368,0.0461156098986727,1.0
227,Diptera_Group_119,,,,1.0,0.01241476577,native,0.1481734323126146,0.8518265676873864,0.04521040754143754,0.06601064373877408,0.028340365028422902,0.01075157954074739,0.0075619460842153525,0.07330810602298649,0.014237480097405998,0.012241675535187967,0.01128077503953735,5.829114894922534e-09,0.5113155357508368,0.02341973201609316,1.0
228,Diptera_Group_12,,,,1.0,0.006312084809,native,0.2914260545388627,0.708573945461137,0.04521040754143754,0.18525185752642348,0.028340365028422902,0.014442400678513406,0.0075619460842153525,0.2399640792033318,0.014237480097405998,0.012241675535187967,0.01128077503953735,0.0,0.5113155357508368,0.011907380084999586,0.0
229,Diptera_Group_120,,,,1.0,0.01241476577,native,0.1481734323126146,0.8518265676873864,0.04521040754143754,0.06601064373877408,0.028340365028422902,0.01075157954074739,0.0075619460842153525,0.07330810602298649,0.014237480097405998,0.012241675535187967,0.01128077503953735,7.946003988341769e-08,0.5113155357508368,0.02341973201609316,1.0
230,Diptera_Group_121,Sericomyia slossonae,native,66.0,2.0,0.024947156690000003,native,0.48040803608617544,0.5195919639138243,0.04521040754143754,0.12735834925125789,0.0,0.03277498149403152,0.0,0.12578212834879798,0.0,0.024768966182159693,0.0,2.0862095413406966e-08,0.9999999999999999,0.047061357021743126,1.0
231,Diptera_Group_122,,,,1.0,0.03411408474,native,0.27612795691702213,0.7238720430829776,0.04521040754143754,0.06114116016777678,0.028340365028422902,0.025677737235394564,0.0075619460842153525,0.06002628438833341,0.014237480097405998,0.012241675535187967,0.01128077503953735,4.985427212762694e-07,0.5113155357508368,0.06435423248304209,1.0
232,Diptera_Group_123,,,,1.0,0.03411408474,native,0.32449092924264894,0.6755090707573509,0.04521040754143754,0.06114116016777678,0.028340365028422902,0.025677737235394564,0.0075619460842153525,0.06002628438833341,0.014237480097405998,0.014576588435819134,0.01128077503953735,5.30756250958736e-06,0.5113155357508368,0.06435423248304209,1.0
233,Diptera_Group_124,,,,1.0,0.032598893239999996,native,0.29227753574977655,0.7077224642502228,0.04521040754143754,0.11595102943662859,0.028340365028422902,0.03596011151177743,0.0075619460842153525,0.10109262861182866,0.014237480097405998,0.0,0.01128077503953735,1.299279030526154e-08,0.5113155357508368,0.061495912032984795,1.0
234,Diptera_Group_125,Platycheirus inversus,native,66.0,2.0,0.015325843390000001,native,0.09911990140219776,0.9008800985978025,0.0,0.08107922482394592,0.010870214334740572,0.01489900625537041,0.0,0.08574469647412233,0.00501119159457672,0.012725279320639394,0.0,5.062126092959042e-08,0.3177000337314513,0.028911310270690087,1.0
235,Diptera_Group_126,Platycheirus orarius,native,66.0,1.0,0.009016737223,native,0.11650625850737771,0.8834937414926233,0.04521040754143754,0.056555900018388394,0.028340365028422902,0.0071556642181788595,0.0075619460842153525,0.06481914863274499,0.014237480097405998,0.012241675535187967,0.01128077503953735,2.0248504371836172e-10,0.5113155357508368,0.017009549220209898,1.0
236,Diptera_Group_127,Platycheirus hyperboreus,native,33.0,1.0,0.009016737223,native,0.11650625850737771,0.8834937414926233,0.04521040754143754,0.056555900018388394,0.028340365028422902,0.0071556642181788595,0.0075619460842153525,0.06481914863274499,0.014237480097405998,0.012241675535187967,0.01128077503953735,7.577849363399294e-09,0.5113155357508368,0.017009549220209898,1.0
237,Diptera_Group_128,,,,1.0,0.0260244628,native,0.2546501436467766,0.7453498563532233,0.04521040754143754,0.11091717526311502,0.028340365028422902,0.028707802366604276,0.0075619460842153525,0.10109262861182866,0.014237480097405998,0.0,0.01128077503953735,1.7794140205552997e-07,0.5113155357508368,0.04909363220622288,1.0
238,Diptera_Group_129,,,,3.0,0.005939640934,native,0.13897017133321732,0.861029828666783,0.04521040754143754,0.09990729605332947,0.0,0.007165282571177557,0.0,0.11319210491357037,0.0,0.0,0.0,0.0,0.9999999999999999,0.011204786423135011,1.0
239,Diptera_Group_13,,,,4.0,0.006589757258999999,native,0.28410002300121207,0.7158999769987876,0.04521040754143754,0.18525185752642348,0.0,0.014442400678513406,0.0,0.2286649775963593,0.0,0.012241675535187967,0.0,0.0,0.9999999999999999,0.01243119297746401,1.0
240,Diptera_Group_130,,,,5.0,0.0,native,0.0973802380905477,0.9026197619094534,0.0,0.06776590356675442,0.04081394861210863,0.0,0.0,0.08014842522964691,0.019194332164667545,0.0,0.0,0.0,0.6005709446219812,0.0,1.0
241,Diptera_Group_131,,,,2.0,0.0,native,0.04060123025843683,0.9593987697415637,0.0,0.041518547559113536,0.010108467912958129,0.0,0.0,0.04614497724479492,0.004616933831344219,0.0,0.0,3.236692744285934e-09,0.3178275637363612,0.0,1.0
242,Diptera_Group_132,,,,1.0,0.0,native,0.10950865512249258,0.8904913448775086,0.04521040754143754,0.022748032869327098,0.028340365028422902,0.0,0.0075619460842153525,0.029211569551626737,0.014237480097405998,0.0,0.01128077503953735,3.819604233778187e-08,0.5113155357508368,0.0,1.0
243,Diptera_Group_133,Hydrophorus aestuum,native,66.0,1.0,0.05367850071000001,introduced,0.6518426487782618,0.3481573512217376,0.04521040754143754,0.20784970324130775,0.028340365028422902,0.09067313651273931,0.0075619460842153525,0.16977913116666649,0.014237480097405998,0.08689209860691886,0.01128077503953735,0.0,0.5113155357508368,0.10126136287578678,1.0
244,Diptera_Group_134,,,,1.0,0.014380221059999998,native,0.4809375689081957,0.5190624310918042,0.04521040754143754,0.20214829694617126,0.028340365028422902,0.028671103558483787,0.0075619460842153525,0.2054769348488077,0.014237480097405998,0.012241675535187967,0.01128077503953735,0.0,0.5113155357508368,0.027127448861838578,1.0
245,Diptera_Group_135,,,,5.0,0.034444661519999996,introduced,0.5726782830587513,0.42732171694124843,0.0,0.17943410403113802,0.010394454592216171,0.05823337769056279,0.0,0.1699486823716316,0.004753021145244307,0.03587743607716873,0.0,0.0,0.47429105976020575,0.06497784631046132,1.0
246,Diptera_Group_136,Megaselia hirticrus,introduced,33.0,1.0,0.0209789504,introduced,0.5076513542532219,0.49234864574677806,0.04521040754143754,0.1739153118656741,0.028340365028422902,0.03577885347205658,0.0075619460842153525,0.17168654270688585,0.014237480097405998,0.0,0.01128077503953735,0.0,0.5113155357508368,0.039575567147160956,1.0
247,Diptera_Group_137,Diplonevra nitidula,native,33.0,3.0,0.01518003118,native,0.21045077753747046,0.7895492224625299,0.04521040754143754,0.11469061633985801,0.0,0.021338049937030045,0.0,0.1365512420557501,0.0,0.012241675535187967,0.0,1.2962110753183003e-08,0.9999999999999999,0.028636244035358742,1.0
248,Diptera_Group_138,,,,1.0,0.01518003118,native,0.19390437378323586,0.8060956262167649,0.04521040754143754,0.11469061633985801,0.028340365028422902,0.021338049937030045,0.0075619460842153525,0.1365512420557501,0.014237480097405998,0.012241675535187967,0.01128077503953735,0.0,0.5113155357508368,0.028636244035358742,1.0
249,Diptera_Group_139,,,,1.0,0.01855019657,native,0.40293608636917827,0.5970639136308216,0.04521040754143754,0.1512515927091067,0.028340365028422902,0.02861328696425914,0.0075619460842153525,0.15258524054556222,0.014237480097405998,0.0,0.01128077503953735,2.6537812547936803e-09,0.5113155357508368,0.034993864609597906,1.0
250,Diptera_Group_14,,,,1.0,0.04279286005,introduced,0.7025527851761618,0.2974472148238372,0.04521040754143754,0.3127721091382883,0.028340365028422902,0.116625050046713,0.0075619460842153525,0.29121208933617304,0.014237480097405998,0.07430475870672044,0.01128077503953735,0.0,0.5113155357508368,0.08072623625287928,0.0
251,Diptera_Group_140,,,,1.0,0.01676053898,native,0.42002770272362744,0.5799722972763725,0.04521040754143754,0.14409928943071448,0.028340365028422902,0.028584502889418016,0.0075619460842153525,0.17168654270688585,0.014237480097405998,0.0,0.01128077503953735,7.10231630618193e-10,0.5113155357508368,0.03161777987832978,1.0
252,Diptera_Group_141,,,,2.0,0.013835721280000001,native,0.12722122811623005,0.8727787718837702,0.04521040754143754,0.08095091201627978,0.0,0.014258658193368537,0.0,0.09259122171576162,0.0,0.0,0.0,1.6566958122411413e-08,0.9999999999999999,0.026100281763669346,1.0
253,Diptera_Group_142,,,,1.0,0.013835721280000001,native,0.13392841778739287,0.8660715822126082,0.04521040754143754,0.08095091201627978,0.028340365028422902,0.014258658193368537,0.0075619460842153525,0.09259122171576162,0.014237480097405998,0.0,0.01128077503953735,7.807946003988341e-10,0.5113155357508368,0.026100281763669346,1.0
254,Diptera_Group_143,Anopheles walkeri,native,66.0,23.0,0.020311032990000002,native,0.3302273500061577,0.6697726499938425,0.0,0.1729269598390749,0.029102694565164886,0.0394297105305734,0.0,0.19932504045392668,0.013907093236886348,0.009793324379352184,0.0,0.0,0.16184494773103048,0.03831557988353633,1.0
255,Diptera_Group_144,Anopheles quadrimaculatus,native,66.0,4.0,0.0155359704,native,0.2525447576377736,0.7474552423622264,0.0,0.13546997588509768,0.02192628683388991,0.024798633968144575,0.0,0.1588820450252912,0.010152575962965983,0.01230161779642672,0.0,2.63844147875441e-10,0.2605692715319169,0.029307702627558763,1.0
256,Diptera_Group_145,Anopheles punctipennis,native,33.0,26.0,0.005509977397999999,native,0.0486667822927454,0.9513332177072552,0.0,0.10597021035913616,0.05651660792991295,0.007588277150655347,0.0,0.13321380532148283,0.026932012428892732,0.0,0.0,4.6019328117809475e-09,0.033377072785017295,0.010394251205908193,1.0
257,Diptera_Group_146,Anopheles crucians,native,66.0,5.0,0.005509977397999999,native,0.0486667822927454,0.9513332177072552,0.0,0.10597021035913616,0.10674622006562166,0.007588277150655347,0.0,0.13321380532148283,0.053651695049966155,0.0,0.0,2.63844147875441e-07,0.02003817227146963,0.010394251205908193,1.0
259,Diptera_Group_147,,,,2.0,0.02512139001,introduced,0.5982916978800261,0.4017083021199736,0.04521040754143754,0.17342760157302844,0.0,0.042279688860619294,0.0,0.16905561230856228,0.0,0.013178363641533295,0.0,2.1475686454977755e-08,0.9999999999999999,0.04739003802453212,1.0
260,Diptera_Group_148,Fannia canicularis,,66.0,2.0,0.01813332456,native,0.2910570142795737,0.7089429857204264,0.0,0.17342760157302844,0.010108467912958129,0.02736031015277194,0.0,0.14864304400458567,0.004714539387320953,0.0,0.0,0.0,0.3177959837351454,0.03420745986060117,1.0
261,Diptera_Group_149,Neolimnophila placida,native,33.0,1.0,0.04319847317,introduced,0.6614745578507415,0.3385254421492576,0.04521040754143754,0.19918399207043297,0.028340365028422902,0.07970917238031588,0.0075619460842153525,0.1880612741466495,0.014237480097405998,0.08689209860691886,0.01128077503953735,0.0,0.5113155357508368,0.08149140176212848,1.0
262,Diptera_Group_15,,,,1.0,0.1399743462,introduced,0.6559032798586499,0.3440967201413492,0.04521040754143754,0.30657260089435134,0.028340365028422902,0.2810205198173573,0.0075619460842153525,0.2071024376660668,0.014237480097405998,0.3104698052962479,0.01128077503953735,0.0,0.5113155357508368,0.26405344553929894,0.0
263,Diptera_Group_150,Tipula oleracea,native,33.0,2.0,0.01081893187,native,0.29292599539174774,0.7070740046082516,0.04521040754143754,0.193394480270618,0.0,0.021474304022498687,0.0,0.20443326444897944,0.0,0.0,0.0,0.0,0.9999999999999999,0.020409284378771618,1.0
264,Diptera_Group_151,Tipula hermannia,native,66.0,1.0,0.01682474576,native,0.46794842793276265,0.5320515720672373,0.04521040754143754,0.16199320264063966,0.028340365028422902,0.028671103558483787,0.0075619460842153525,0.17152701599541875,0.014237480097405998,0.012241675535187967,0.01128077503953735,2.776499463107839e-10,0.5113155357508368,0.03173890222643319,1.0
265,Diptera_Group_152,Tipula cf. maritima,,33.0,2.0,0.011360215109999999,native,0.17313996423731703,0.8268600357626829,0.0,0.16199320264063966,0.010106543640638295,0.021474304022498687,0.0,0.19334951475149767,0.004704593744651175,0.0,0.0,0.0,0.3177992037352693,0.021430383661710618,1.0
266,Diptera_Group_153,,,,1.0,0.014213595969999998,introduced,0.5170928204952985,0.48290717950470163,0.04521040754143754,0.17717795206785103,0.028340365028422902,0.028719408275942188,0.0075619460842153525,0.20861445988929572,0.014237480097405998,0.013208909854087805,0.01128077503953735,0.0,0.5113155357508368,0.026813120341490068,1.0
267,Diptera_Group_154,,,,1.0,0.007604762591,native,0.14243635889375605,0.8575636411062452,0.04521040754143754,0.07470211047739894,0.028340365028422902,0.007363754268479101,0.0075619460842153525,0.08529455096111205,0.014237480097405998,0.0,0.01128077503953735,0.0,0.5113155357508368,0.014345941375519826,1.0
268,Diptera_Group_155,Ctenophora apicata,native,33.0,2.0,0.007604762591,native,0.059297570748154296,0.940702429251846,0.0,0.07470211047739894,0.010607385277538458,0.007363754268479101,0.0,0.08529455096111205,0.004879601376203701,0.0,0.0,0.0,0.31774259373308983,0.014345941375519826,1.0
269,Diptera_Group_156,Tipula sp. SLB-2003,,,1.0,0.025302371980000002,introduced,0.5456740519986447,0.45432594800135523,0.04521040754143754,0.193394480270618,0.028340365028422902,0.054505289871436505,0.0075619460842153525,0.22427169964567661,0.014237480097405998,0.0,0.01128077503953735,0.0,0.5113155357508368,0.047731449962193244,0.0
270,Diptera_Group_157,,,,1.0,0.04435809416,introduced,0.691033499149062,0.3089665008509368,0.04521040754143754,0.1958426721859417,0.028340365028422902,0.08657365959479985,0.0075619460842153525,0.2005443599456363,0.014237480097405998,0.08689209860691886,0.01128077503953735,0.0,0.5113155357508368,0.08367895916991006,0.0
271,Diptera_Group_158,Phytomyza crassiseta,native,33.0,1.0,0.05976870546,introduced,0.6212870598459411,0.3787129401540584,0.04521040754143754,0.19628459480258725,0.028340365028422902,0.09085883106214591,0.0075619460842153525,0.14997118540455043,0.014237480097405998,0.07745160705576853,0.01128077503953735,0.0,0.5113155357508368,0.11275017916201925,1.0
272,Diptera_Group_159,Procladius denticulatus,native,66.0,1.0,0.0,native,0.10950865512249258,0.8904913448775086,0.04521040754143754,0.03286798567010289,0.028340365028422902,0.0,0.0075619460842153525,0.04161971290274894,0.014237480097405998,0.0,0.01128077503953735,8.498235925755483e-09,0.5113155357508368,0.0,1.0
273,Diptera_Group_16,,,,3.0,0.04331140713000001,introduced,0.7614656468283263,0.23853435317167365,0.04521040754143754,0.3006978632054188,0.0,0.1176627319161703,0.0,0.29019593013966255,0.0,0.07430475870672044,0.0,0.0,0.9999999999999999,0.08170444509518174,0.0
274,Diptera_Group_160,Chaetogaedia analis,native,66.0,1.0,0.03701810881,introduced,0.661033150553927,0.338966849446072,0.04521040754143754,0.1876217990188953,0.028340365028422902,0.07017571643096447,0.0075619460842153525,0.19398299618791806,0.014237480097405998,0.06323697251512246,0.01128077503953735,0.0,0.5113155357508368,0.06983250462668834,1.0
275,Diptera_Group_161,,,,1.0,0.02569609419,introduced,0.6134850332838081,0.3865149667161921,0.04521040754143754,0.18788920977822288,0.028340365028422902,0.05042071962604114,0.0075619460842153525,0.20177429458564752,0.014237480097405998,0.0470651335392412,0.01128077503953735,0.0,0.5113155357508368,0.0484741839628029,1.0
276,Diptera_Group_162,,,,1.0,0.0,native,0.10950865512249258,0.8904913448775086,0.04521040754143754,0.05068847762612935,0.028340365028422902,0.0,0.0075619460842153525,0.06112810100999102,0.014237480097405998,0.0,0.01128077503953735,4.832029452369995e-10,0.5113155357508368,0.0,1.0
277,Diptera_Group_163,Boettcheria cimbicis,native,66.0,2.0,0.0,native,0.08598356614551002,0.9140164338544904,0.04521040754143754,0.05068847762612935,0.0,0.0,0.0,0.06112810100999102,0.0,0.0,0.0,1.9634913330265376e-10,0.9999999999999999,0.0,1.0
278,Diptera_Group_164,,,,1.0,0.06915524115,introduced,0.6804764272097339,0.3195235727902651,0.04521040754143754,0.2500453897167068,0.028340365028422902,0.13950441443272626,0.0075619460842153525,0.20822836714615095,0.014237480097405998,0.15073282690994005,0.01128077503953735,0.0,0.5113155357508368,0.1304573316360924,0.0
279,Diptera_Group_165,Uranotaenia sapphirina,native,33.0,15.0,0.06550729333,introduced,0.7149620134155205,0.28503798658447854,0.0,0.2058292147229342,0.0069378643178335175,0.10963800868866998,0.0,0.16796109984067334,0.003247839555726923,0.08725167193036042,0.0,1.5339776039269826e-08,0.665437457119342,0.12357569069852911,1.0
280,Diptera_Group_166,Scaptomyza pallida,,66.0,2.0,0.030919298660000004,native,0.4103596032616753,0.5896403967383245,0.0,0.16614092219706222,0.010108467912958129,0.05056691149320585,0.0,0.16348089996441886,0.004645789574874924,0.012241675535187967,0.0,1.5339776039269826e-10,0.31781822373600166,0.05832745475493158,1.0
281,Diptera_Group_167,,,,3.0,0.027761957589999997,native,0.3438717455449008,0.6561282544550995,0.0,0.16614092219706222,0.040625502633200784,0.05056691149320585,0.0,0.18527917771400856,0.018902080421134133,0.012241675535187967,0.0,0.0,0.342603194690223,0.05237131485566025,1.0
282,Diptera_Group_168,Lixophaga unicolor,native,66.0,1.0,0.05047067151,introduced,0.6585926595270563,0.34140734047294286,0.04521040754143754,0.18407574025660162,0.028340365028422902,0.09043175489375724,0.0075619460842153525,0.1818010528288769,0.014237480097405998,0.09497328369939351,0.01128077503953735,0.0,0.5113155357508368,0.09520998006202962,1.0
283,Diptera_Group_169,,,,1.0,0.049865450650000004,introduced,0.6582154635818726,0.34178453641812656,0.04521040754143754,0.18219644232976923,0.028340365028422902,0.08636883481562832,0.0075619460842153525,0.17480082007344844,0.014237480097405998,0.09953892605240731,0.01128077503953735,0.0,0.5113155357508368,0.09406826618563892,1.0
284,Diptera_Group_17,Telmatogeton japonicus,introduced,66.0,1.0,0.029120447860000002,introduced,0.7130126963104529,0.2869873036895463,0.04521040754143754,0.29502291002465897,0.028340365028422902,0.0945621099191095,0.0075619460842153525,0.3523810994306258,0.014237480097405998,0.0617763981398694,0.01128077503953735,0.0,0.5113155357508368,0.05493402756883536,0.0
285,Diptera_Group_170,,,,3.0,0.02707406973,native,0.3538524833403668,0.6461475166596335,0.0,0.18507718469680712,0.03376394566598136,0.05031087164622206,0.0,0.1895945349855634,0.015857331186052728,0.012241675535187967,0.0,5.967172879275962e-10,0.08243237467364642,0.05107365450211145,1.0
286,Diptera_Group_171,,,,2.0,0.01045408325,native,0.07163874747374217,0.928361252526258,0.04521040754143754,0.05234048266756709,0.0,0.00754306024393822,0.0,0.056374457076447816,0.0,0.0,0.0,2.1935879736155848e-08,0.9999999999999999,0.0197210187227663,1.0
287,Diptera_Group_172,,,,1.0,0.010459656340000002,native,0.08477873633473479,0.9152212636652662,0.04521040754143754,0.048235599628339995,0.028340365028422902,0.00754306024393822,0.0075619460842153525,0.05632940092973809,0.014237480097405998,0.0,0.01128077503953735,2.393005062126093e-08,0.5113155357508368,0.019731532032217294,1.0
288,Diptera_Group_173,,,,2.0,0.01080903666,native,0.08277189872925601,0.9172281012707441,0.0,0.048235599628339995,0.011989809053794159,0.007795018502011122,0.0,0.05632940092973809,0.005645527360012904,0.013409145359502042,0.0,2.4390243902439023e-08,0.31749489372355344,0.020390617641860405,1.0
289,Diptera_Group_174,,,,1.0,0.03348728738,introduced,0.6562120117664678,0.3437879882335315,0.04521040754143754,0.18037756267228394,0.028340365028422902,0.05794954754690748,0.0075619460842153525,0.17461990916236583,0.014237480097405998,0.05486961060292741,0.01128077503953735,2.346985734008283e-10,0.5113155357508368,0.06317181579701268,1.0
290,Diptera_Group_175,,,,1.0,0.055120179309999996,introduced,0.6259983091780184,0.37400169082198104,0.04521040754143754,0.1809464745465862,0.028340365028422902,0.08636883481562832,0.0075619460842153525,0.1554494837508555,0.014237480097405998,0.11224582949911943,0.01128077503953735,3.420770056757171e-09,0.5113155357508368,0.10398100552477862,1.0
291,Diptera_Group_176,,,,1.0,0.01600552318,native,0.46791119234710365,0.5320888076528962,0.04521040754143754,0.17255491708576248,0.028340365028422902,0.028642177515332722,0.0075619460842153525,0.1815373545758479,0.014237480097405998,0.012241675535187967,0.01128077503953735,0.0,0.5113155357508368,0.030193486578600767,1.0
292,Diptera_Group_177,,,,3.0,0.01328276888,native,0.32702391924149204,0.6729760807585075,0.04521040754143754,0.14587007414258862,0.0,0.02151047044945689,0.0,0.16160323746050562,0.0,0.012241675535187967,0.0,0.0,0.9999999999999999,0.02505716929054086,1.0
293,Diptera_Group_178,Leptocera erythrocera,,0.0,2.0,0.01400372645,native,0.21594850509032712,0.784051494909673,0.0,0.14587007414258862,0.020227220729694677,0.02151047044945689,0.0,0.15183218478773627,0.009330610965638496,0.012241675535187967,0.0,8.66697346218745e-09,0.15730210755613114,0.02641721372449829,1.0
294,Diptera_Group_179,Graphomya americana,native,66.0,1.0,0.03179388106,introduced,0.5868498936808727,0.4131501063191271,0.04521040754143754,0.17094190311216861,0.028340365028422902,0.05769340122369124,0.0075619460842153525,0.18447765914549996,0.014237480097405998,0.024539628856028024,0.01128077503953735,0.0,0.5113155357508368,0.05997730347648274,1.0
295,Diptera_Group_18,,,,1.0,0.02256173105,introduced,0.5757314227335842,0.42426857726641576,0.04521040754143754,0.29407726931457867,0.028340365028422902,0.07270935387437792,0.0075619460842153525,0.34949921977204146,0.014237480097405998,0.0,0.01128077503953735,0.0,0.5113155357508368,0.04256139058918129,0.0
296,Diptera_Group_180,,,,1.0,0.01536006686,introduced,0.5227489179801,0.47725108201990013,0.04521040754143754,0.16817630959594682,0.028340365028422902,0.028642177515332722,0.0075619460842153525,0.19035035683806825,0.014237480097405998,0.024539628856028024,0.01128077503953735,0.0,0.5113155357508368,0.028975870852090472,1.0
297,Diptera_Group_181,Helicobia rapax,native,33.0,1.0,0.029804167010000004,introduced,0.5205438278166102,0.4794561721833899,0.04521040754143754,0.16673378317220988,0.028340365028422902,0.050344873056453625,0.0075619460842153525,0.16977913116666649,0.014237480097405998,0.012241675535187967,0.01128077503953735,0.0,0.5113155357508368,0.05622382389394726,1.0
298,Diptera_Group_182,,,,3.0,0.045772627069999995,introduced,0.6828517673536951,0.3171482326463039,0.0,0.1668521335831838,0.006737673642352888,0.07017571643096447,0.0,0.15149042443118974,0.003197100425036406,0.06323697251512246,0.0,2.208927749654855e-09,0.5451798324894235,0.08634739305693491,1.0
299,Diptera_Group_183,,,,3.0,0.01633716012,native,0.34236296000302846,0.6576370399969715,0.0,0.16724086379810094,0.013498703969415481,0.028690411248636152,0.0,0.17762604262583512,0.006194492642592276,0.0,0.0,4.893388556527074e-10,0.4382085583710295,0.03081910033606734,1.0
300,Diptera_Group_184,Melanophora roralis,native,33.0,4.0,0.06763557152,introduced,0.6541030780136297,0.34589692198637034,0.04521040754143754,0.16087569717326028,0.0,0.09756296507054826,0.0,0.14086574662142645,0.0,0.12501339740298884,0.0,2.4236846142046327e-10,0.9999999999999999,0.12759056345480313,1.0
