Number,Order_Group,Species Name,Final Status,Status Confidence,Count,dN/dS_Distance,predict,predict probability,1,dN/dS_Similarity,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance,predict_native
59,Coleoptera_Group_148,Dicaelus politus,native,100.0,10.0,0.02866109977,introduced,0.5959110993584601,0.4040889006415397,0.0,0.15702999956662678,0.0089219805181362,0.0471730564364014,0.0,0.16470479911062694,0.004111437994454585,0.032337579729426365,0.0,0.0,0.5516946027402422,0.054067494170686174,1.0
61,Coleoptera_Group_149,Cymindis limbata,native,66.0,7.0,0.001077017812,native,0.10155267197260262,0.8984473280273982,0.04577533400145493,0.07117899534720301,0.03382176243172814,0.0010530744455783908,0.009274478383543531,0.08640329737785996,0.014406642501178207,0.0017488096443219875,0.016280436915177818,0.0,0.201163169244782,0.0020317313271065443,1.0
62,Coleoptera_Group_15,,,,1.0,0.11437533359999999,introduced,0.6560286030993974,0.3439713969006019,0.04521040754143754,0.36265059061362304,0.028340365028422902,0.2527318430388641,0.0075619460842153525,0.23077768327624443,0.014237480097405998,0.26963237873922624,0.01128077503953735,0.0,0.5113155357508368,0.21576240033751803,0.0
63,Coleoptera_Group_150,Cymindis platicollis,native,100.0,3.0,0.001077017812,native,0.06448643002489417,0.9355135699751067,0.0,0.07117899534720301,0.11879682617158988,0.0010530744455783908,0.0,0.08640329737785996,0.05675256506393907,0.0,0.0,0.0,0.0027684316065846163,0.0020317313271065443,1.0
64,Coleoptera_Group_151,Myas cyanescens,native,100.0,15.0,0.02641777791,introduced,0.7082523403803246,0.2917476596196747,0.0,0.18120198748562,0.006979796076236219,0.048956419400502646,0.0,0.18899614343592694,0.0029178568090606257,0.05157642682442136,0.0,0.0,0.6403333761528349,0.04983559823641083,1.0
65,Coleoptera_Group_152,,,,1.0,0.031674496239999995,introduced,0.6093985264588593,0.39060147354114094,0.04521040754143754,0.1720882574982998,0.028340365028422902,0.05410563949608356,0.0075619460842153525,0.1720044231392946,0.014237480097405998,0.0384671868545792,0.01128077503953735,0.0,0.5113155357508368,0.05975209097203533,1.0
66,Coleoptera_Group_153,Synuchus impunctatus,native,100.0,191.0,0.026235274930000003,native,0.4161581232567753,0.5838418767432242,0.0577752208213287,0.19401187700120986,0.0249434529487549,0.0482020098457188,0.00840351271469127,0.18713691601715193,0.010342464892444442,0.042181748600551495,0.014118045483853668,0.0,0.353317065102707,0.04949131700203856,1.0
67,Coleoptera_Group_154,Cymindis neglecta,native,100.0,20.0,0.0003757730955,native,0.06130530296474464,0.9386946970352561,0.006094173261241815,0.08771551471223313,0.10323894512187676,0.00043335908242147527,0.004212156175874982,0.10696865809663428,0.0491467128809908,0.000740943643120521,0.0073736452169934005,1.9788311090658073e-08,0.08678957484139863,0.000708874042290351,1.0
68,Coleoptera_Group_155,,,,1.0,0.0005128541764,native,0.1372203271188604,0.8627796728811407,0.04521040754143754,0.06081346476399556,0.028340365028422902,0.00043335908242147527,0.0075619460842153525,0.0708426629581975,0.014237480097405998,0.0,0.01128077503953735,3.9269826660530753e-10,0.5113155357508368,0.0009674695114785212,1.0
69,Coleoptera_Group_156,Olisthopus parmatus,native,100.0,2.0,0.01195285061,native,0.13231106895412828,0.8676889310458716,0.0,0.1503056402493418,0.011356496529143566,0.018822480090581607,0.0,0.15636463265686568,0.00533488584072087,0.005355729537307532,0.0,0.0,0.3175953437274207,0.022548355990013626,1.0
70,Coleoptera_Group_157,Scaphinotus viduus,native,100.0,3.0,0.01303071673,native,0.46731475259343597,0.5326852474065639,0.04521040754143754,0.19912810248841528,0.0,0.025912816469390136,0.0,0.20486838985990619,0.0,0.012241667510788874,0.0,0.0,0.9999999999999999,0.024581687600717553,1.0
71,Coleoptera_Group_158,,,,1.0,0.01853746153,native,0.44842965771116017,0.5515703422888394,0.04521040754143754,0.14393934771270256,0.028340365028422902,0.028758208924891396,0.0075619460842153525,0.15362564570580708,0.014237480097405998,0.012241667510788874,0.01128077503953735,0.0,0.5113155357508368,0.03496984069891447,1.0
72,Coleoptera_Group_159,Amara lunicollis,native,66.0,5.0,0.03222520323999999,introduced,0.5061570121411824,0.4938429878588178,0.04521040754143754,0.14907548225377887,0.004042599673324914,0.04448429181785575,0.01292351464840235,0.13359244832692846,0.0,0.02778418271642333,0.022792636582117567,0.0,0.7275358595101304,0.06079096762893955,1.0
73,Coleoptera_Group_16,Nicrophorus orbicollis,native,100.0,1.0,0.05637250941000001,introduced,0.6700185689882052,0.329981431011794,0.04521040754143754,0.3391336862597319,0.028340365028422902,0.1783317250305458,0.0075619460842153525,0.3425573162582406,0.014237480097405998,0.17670195084108678,0.01128077503953735,0.0,0.5113155357508368,0.1063434532649173,0.0
74,Coleoptera_Group_160,,,,1.0,0.01398096591,native,0.335100565270115,0.6648994347298851,0.04521040754143754,0.12944106214816709,0.028340365028422902,0.021474314670121935,0.0075619460842153525,0.15182217277286086,0.014237480097405998,0.012525912065906425,0.01128077503953735,0.0,0.5113155357508368,0.026374277292412745,1.0
75,Coleoptera_Group_161,Apenes lucidula lucidula,native,33.0,8.0,0.01842435291,native,0.3726373780180884,0.6273626219819116,0.0,0.14253233809169236,0.008088321166623932,0.02737315978613674,0.0,0.1459315890545492,0.003815298679085376,0.005355729537307532,0.0,0.0,0.5814153538844911,0.034756467879951486,1.0
76,Coleoptera_Group_162,Agonum gratiosum,native,100.0,6.0,0.01046931834,native,0.07560727798400073,0.924392722016,0.0,0.11517434585910653,0.012153091655346636,0.014611149972076874,0.0,0.13537346805825548,0.005669536646876421,0.0,0.0,0.0,0.49436164053292314,0.019749758832056423,1.0
77,Coleoptera_Group_163,Agonum retractum,native,100.0,26.0,0.01046931834,native,0.11132086441149366,0.8886791355885068,0.0,0.11517434585910653,0.014597231337079955,0.014611149972076874,0.0,0.13537346805825548,0.0067709608234363585,0.012525912065906425,0.0,0.0,0.4896614103519643,0.019749758832056423,1.0
78,Coleoptera_Group_164,Anisodactylus rusticus,native,100.0,1.0,0.013856256340000001,native,0.31561800069140544,0.6843819993085943,0.04521040754143754,0.13674155437820418,0.028340365028422902,0.02149599145644649,0.0075619460842153525,0.15362564570580708,0.014237480097405998,0.012241667510788874,0.01128077503953735,0.0,0.5113155357508368,0.026139019957449574,1.0
79,Coleoptera_Group_165,Agonoleptus conjunctus,native,100.0,1.0,0.01918679384,native,0.4025330552908609,0.5974669447091392,0.04521040754143754,0.13812709177912502,0.028340365028422902,0.02513791444921853,0.0075619460842153525,0.12535920287124452,0.014237480097405998,0.024539618959269142,0.01128077503953735,0.0,0.5113155357508368,0.0361947682546432,1.0
80,Coleoptera_Group_166,Gastrellarius honestus,native,100.0,4.0,0.029476099060000004,native,0.48250228496155034,0.5174977150384495,0.0,0.13536611732723525,0.005370950158560038,0.0423759812803,0.0,0.1402983561298981,0.002490870596893119,0.020792491551043325,0.0,0.0,0.6588547768659089,0.05560494282809296,1.0
81,Coleoptera_Group_167,,,,1.0,0.004852043994,native,0.18696866526984737,0.8130313347301533,0.04521040754143754,0.12746046086619445,0.028340365028422902,0.007153261404533058,0.0075619460842153525,0.1445923375209192,0.014237480097405998,0.0,0.01128077503953735,0.0,0.5113155357508368,0.009153098187673204,1.0
82,Coleoptera_Group_168,Pterostichus coracinus,native,100.0,60.0,0.031168161269999998,native,0.31497411154856103,0.6850258884514389,0.491098065677135,0.10460252482188369,0.005338171514638536,0.03655171624522733,0.008597034058702347,0.10925157218894205,0.0012447588758135626,0.025795435630851647,0.015198369669113898,0.0,0.8079481026060018,0.058796919563450914,1.0
84,Coleoptera_Group_169,Pterostichus adoxus,native,100.0,26.0,0.01498457257,native,0.05491424284677569,0.9450857571532248,0.0,0.015177286089680775,0.0022064316386996912,0.006026682635072879,0.0,0.018947869177231874,0.0010373944561133915,0.0003285031419668396,0.0,3.2366927442859336e-06,0.8562670444662811,0.02826752276012537,1.0
86,Coleoptera_Group_17,Podabrus flavicollis,native,66.0,2.0,0.01026218378,native,0.2962769371624395,0.7037230628375597,0.04521040754143754,0.1685617599108542,0.0,0.021388042657693687,0.0,0.21606838208655624,0.0,0.0,0.0,0.0,0.9999999999999999,0.019359011557694327,1.0
87,Coleoptera_Group_170,Pterostichus luctuosus,native,100.0,1.0,0.0347857262,native,0.32052997289494084,0.6794700271050585,0.04521040754143754,0.09198441713030713,0.028340365028422902,0.03580290432344417,0.0075619460842153525,0.0924356756849076,0.014237480097405998,0.024539618959269142,0.01128077503953735,0.0,0.5113155357508368,0.06562124494993114,1.0
88,Coleoptera_Group_171,Pterostichus lachrymosus,native,100.0,15.0,0.008387043790000001,native,0.1040258968212327,0.8959741031787674,0.04521040754143754,0.06413540551542246,0.0,0.0072837701567205395,0.0,0.07359211947362723,0.0,0.0,0.0,4.233778186838472e-10,0.9999999999999999,0.015821669261266966,1.0
