Number,Order_Group,Species_Name,Final_Status,Status_Confidence,Database_Confidence,Group_Count,Species_Count,Sequence_Count,predict,prob. introduced,prob. native,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance,dN/dS_Similarity
1,Blattodea_Group_1,Reticulitermes sp,,,,1,1.0,15,introduced,0.624193311547003,0.37580668845299725,0.9999999999999999,0.05319969328426306,0.07230371492079077,0.0,0.6708331068290015,0.012955217927944714,0.07146144662743467,0.0,0.0,0.3766618086014796,0.022867986637765143,0.0
2,Blattodea_Group_2,Parcoblatta sp,,,,1,1.0,4,introduced,0.7084143858953893,0.291585614104611,0.801711300081858,0.0,0.10086458008660314,0.0,0.4013201359476053,0.0,0.08872045794068724,0.0,0.0,0.9999999999999999,0.0519188481886274,0.042870875800343315
3,Blattodea_Group_3,Periplaneta americana,Introduced,100.0,100.0,1,1.0,3,introduced,0.6869477461645919,0.3130522538354089,0.801711300081858,0.4625379347063878,0.07230371492079077,0.0,0.4013201359476053,0.12095281091294131,0.07146144662743467,0.0,0.0,5.056150194661783e-05,0.037217481048908874,0.0
4,Coleoptera_Group_1,Trixagus carinicollis,Native,100.0,100.0,1,1.0,3,introduced,0.7197335497217209,0.28026645027827907,0.4938322562408557,0.006740383548612958,0.3905580820226135,0.0,0.43418975548426003,0.003052673043067939,0.46577884590256935,0.0,0.0,0.5452265524912222,0.18674390158088433,0.0
5,Coleoptera_Group_10,Lilioceris lilii,Introduced,100.0,100.0,1,1.0,1,introduced,0.6910276535164103,0.3089723464835908,0.3696873290172368,0.03876588931059634,0.15256568492604924,0.014755502862061018,0.3368842432511314,0.02300575183692591,0.17423458587159568,0.01857153837783813,0.0,0.4847996157543661,0.0923923210142154,0.042870875800343315
6,Coleoptera_Group_100,,,,,0,,1,introduced,0.6722470643034044,0.32775293569659625,0.29006022170428486,0.03876588931059634,0.07010752504109366,0.014755502862061018,0.2760999158154683,0.02300575183692591,0.057639229730441444,0.01857153837783813,0.0,0.4847996157543661,0.05093752639680204,0.042870875800343315
7,Coleoptera_Group_101,Epuraea corticina,Native,100.0,100.0,1,1.0,2,introduced,0.7002280851102722,0.2997719148897283,0.2968772958785851,0.09161856981180351,0.16006182109434322,0.0,0.2715324030168002,0.04422953659918491,0.11224582709179971,0.0,0.0,0.002490641595889701,0.11806723028088228,0.0
8,Coleoptera_Group_102,,,,,0,,2,introduced,0.7144541929106882,0.2855458070893117,0.252073406372904,0.0,0.14454705817269867,0.0,0.2202268997100463,0.0,0.1395864369145683,0.0,0.0,0.9999999999999999,0.1286440375674688,0.042870875800343315
9,Coleoptera_Group_103,,,,,0,,1,introduced,0.5978054955585766,0.40219450444142346,0.21368667182099965,0.03876588931059634,0.04331332143895623,0.014755502862061018,0.2668204252041572,0.02300575183692591,0.036894373791542215,0.01857153837783813,0.0,0.4847996157543661,0.03245973780796724,0.042870875800343315
10,Coleoptera_Group_104,Bembidion concretum,Native,100.0,100.0,1,1.0,1,introduced,0.634016057123516,0.3659839428764839,0.19007311612196415,0.03876588931059634,0.04331332143895623,0.014755502862061018,0.2144521134500297,0.02300575183692591,0.036894373791542215,0.01857153837783813,0.0,0.4847996157543661,0.039465440075502005,0.042870875800343315
11,Coleoptera_Group_105,,,,,0,,2,introduced,0.5614631385565786,0.43853686144342124,0.19007311612196415,0.13380449539209768,0.039840822717429655,0.0,0.2144521134500297,0.06420703237497946,0.02471082807331744,0.0,0.0,0.00026181151007974307,0.03630143221546829,0.0
12,Coleoptera_Group_106,Quedius laticollis,Native,33.0,50.0,1,1.0,6,introduced,0.6711531151011294,0.3288468848988711,0.24983539884938072,0.0996470337143127,0.08215391682785499,0.0894861530956174,0.2441368557329261,0.03455124440018599,0.06476792868085272,0.15873407316646904,0.0,0.2737770620404169,0.06669587552528197,0.18416069831314888
13,Coleoptera_Group_107,,,,,0,,2,native,0.25905917188540606,0.7409408281145946,0.24955756549144548,0.030374236462014332,0.02916222056672582,0.0,0.27900447329087885,0.013996328991931713,0.0,0.0,0.0,0.08295509469377114,0.020987849223487644,0.0
14,Coleoptera_Group_108,,,,,0,,1,introduced,0.6495220232964928,0.35047797670350767,0.23051117665545384,0.03876588931059634,0.0654599990897347,0.014755502862061018,0.2637276859402224,0.02300575183692591,0.049534743468119084,0.01857153837783813,0.0,0.4847996157543661,0.04957657350910848,0.042870875800343315
15,Coleoptera_Group_109,Cercyon praetextatus,Native,100.0,100.0,1,1.0,3,introduced,0.7114271448371069,0.2885728551628934,0.26912445592928136,0.006740383548612958,0.06966900473625627,0.0,0.23775962237092424,0.0031166730306514943,0.036894373791542215,0.0,0.0,0.5452058524904252,0.05791639154085435,0.0
16,Coleoptera_Group_11,,,,,0,,1,introduced,0.6918298734962286,0.30817012650377235,0.4213313058335771,0.03876588931059634,0.33668888613277137,0.014755502862061018,0.3037876999622842,0.02300575183692591,0.2930569461913487,0.01857153837783813,0.0,0.4847996157543661,0.22422310387461014,0.042870875800343315
17,Coleoptera_Group_110,,,,,0,,1,introduced,0.619088388226184,0.3809116117738164,0.22478031296627748,0.03876588931059634,0.05824873617725329,0.014755502862061018,0.2328555236845526,0.02300575183692591,0.02471082807331744,0.01857153837783813,0.0,0.4847996157543661,0.049332326449344495,0.042870875800343315
18,Coleoptera_Group_111,Asaphidion curtum,Introduced,100.0,100.0,1,1.0,1,introduced,0.6656575887043921,0.33434241129560843,0.23226644381661665,0.03876588931059634,0.061403535020500465,0.014755502862061018,0.23339662171823822,0.02300575183692591,0.036894373791542215,0.01857153837783813,0.0,0.4847996157543661,0.05189663241346227,0.042870875800343315
19,Coleoptera_Group_112,,,,,0,,1,introduced,0.6390097987205706,0.3609902012794296,0.22478031296627748,0.03876588931059634,0.05419744365862955,0.014755502862061018,0.22824730977846625,0.02300575183692591,0.036894373791542215,0.01857153837783813,0.0,0.4847996157543661,0.04672604276168458,0.042870875800343315
20,Coleoptera_Group_113,,,,,0,,1,introduced,0.6890722292505355,0.31092777074946537,0.2318261497030571,0.03876588931059634,0.0988376953312474,0.014755502862061018,0.20801320657554032,0.02300575183692591,0.06888276879857921,0.01857153837783813,0.0,0.4847996157543661,0.09251210847843325,0.042870875800343315
21,Coleoptera_Group_114,,,,,0,,1,introduced,0.6420447627672331,0.35795523723276734,0.22838819707466473,0.03876588931059634,0.05235907592465039,0.014755502862061018,0.24772300389446578,0.02300575183692591,0.036894373791542215,0.01857153837783813,0.0,0.4847996157543661,0.04195472994934251,0.042870875800343315
