Number,Order_Group,Species_Name,Final_Status,Status_Confidence,Database_Confidence,Group_Count,Species_Count,Sequence_Count,predict,prob. introduced,prob. native,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance,dN/dS_Similarity
267,Diptera_Group_154,,,,,0,,1,native,0.05425440524742987,0.9457455947525701,0.07470211047739894,0.03876588931059634,0.007363754268479101,0.014755502862061018,0.08529455096111205,0.02300575183692591,0.0,0.01857153837783813,7.2250345144960875e-12,0.4847996157543661,0.014345941375519826,0.042870875800343315
268,Diptera_Group_155,Ctenophora apicata,Native,33.0,50.0,1,1.0,2,native,0.033773389278039356,0.9662266107219604,0.07470211047739894,0.010607385277538458,0.007363754268479101,0.0,0.08529455096111205,0.004879601376203701,0.0,0.0,6.12057063966866e-12,0.31774259373308983,0.014345941375519826,0.0
269,Diptera_Group_156,Tipula sp. SLB-2003,,,,1,1.0,1,native,0.4206760912775381,0.5793239087224618,0.193394480270618,0.03876588931059634,0.054505289871436505,0.014755502862061018,0.22427169964567661,0.02300575183692591,0.0,0.01857153837783813,9.157846295444086e-12,0.4847996157543661,0.047731449962193244,0.042870875800343315
270,Diptera_Group_157,,,,,0,,1,introduced,0.659941287519197,0.340058712480803,0.1958426721859417,0.03876588931059634,0.08657365959479985,0.014755502862061018,0.2005443599456363,0.02300575183692591,0.08689209860691886,0.01857153837783813,1.1627550237766527e-12,0.4847996157543661,0.08367895916991006,0.042870875800343315
271,Diptera_Group_158,Phytomyza crassiseta,Native,33.0,50.0,1,1.0,1,introduced,0.6516119614990773,0.3483880385009225,0.19628459480258725,0.03876588931059634,0.09085883106214591,0.014755502862061018,0.14997118540455043,0.02300575183692591,0.07745160705576853,0.01857153837783813,9.433962264150943e-12,0.4847996157543661,0.11275017916201925,0.042870875800343315
272,Diptera_Group_159,Procladius denticulatus,Native,66.0,50.0,1,1.0,1,native,0.05425440524742987,0.9457455947525701,0.03286798567010289,0.03876588931059634,0.0,0.014755502862061018,0.04161971290274894,0.02300575183692591,0.0,0.01857153837783813,8.498235925755483e-09,0.4847996157543661,0.0,0.042870875800343315
273,Diptera_Group_16,,,,,0,,3,introduced,0.706396637821698,0.293603362178302,0.3006978632054188,0.0,0.1176627319161703,0.0,0.29019593013966255,0.0,0.07430475870672044,0.0,0.0,0.9999999999999999,0.08170444509518174,0.042870875800343315
274,Diptera_Group_160,Chaetogaedia analis,Native,66.0,50.0,1,1.0,1,introduced,0.6508451713548667,0.34915482864513314,0.1876217990188953,0.03876588931059634,0.07017571643096447,0.014755502862061018,0.19398299618791806,0.02300575183692591,0.06323697251512246,0.01857153837783813,3.650866697346218e-12,0.4847996157543661,0.06983250462668834,0.042870875800343315
275,Diptera_Group_161,,,,,0,,1,introduced,0.6319125522159791,0.3680874477840211,0.18788920977822288,0.03876588931059634,0.05042071962604114,0.014755502862061018,0.20177429458564752,0.02300575183692591,0.0470651335392412,0.01857153837783813,1.2363859487651478e-12,0.4847996157543661,0.0484741839628029,0.042870875800343315
276,Diptera_Group_162,,,,,0,,1,native,0.05425440524742987,0.9457455947525701,0.05068847762612935,0.03876588931059634,0.0,0.014755502862061018,0.06112810100999102,0.02300575183692591,0.0,0.01857153837783813,4.832029452369995e-10,0.4847996157543661,0.0,0.042870875800343315
277,Diptera_Group_163,Boettcheria cimbicis,Native,66.0,50.0,1,1.0,2,native,0.11021903186620523,0.8897809681337948,0.05068847762612935,0.0,0.0,0.0,0.06112810100999102,0.0,0.0,0.0,1.9634913330265376e-10,0.9999999999999999,0.0,0.042870875800343315
278,Diptera_Group_164,,,,,0,,1,introduced,0.6653428662423851,0.3346571337576148,0.2500453897167068,0.03876588931059634,0.13950441443272626,0.014755502862061018,0.20822836714615095,0.02300575183692591,0.15073282690994005,0.01857153837783813,2.5924221506366003e-12,0.4847996157543661,0.1304573316360924,0.042870875800343315
279,Diptera_Group_165,Uranotaenia sapphirina,Native,33.0,50.0,1,1.0,15,introduced,0.6831836894217864,0.3168163105782132,0.2058292147229342,0.0069378643178335175,0.10963800868866998,0.0,0.16796109984067334,0.003247839555726923,0.08725167193036042,0.0,1.5339776039269826e-08,0.665437457119342,0.12357569069852911,0.0
280,Diptera_Group_166,Scaptomyza pallida,,66.0,,1,1.0,2,native,0.40888794135490786,0.591112058645092,0.16614092219706222,0.010108467912958129,0.05056691149320585,0.0,0.16348089996441886,0.004645789574874924,0.012241675535187967,0.0,1.5339776039269826e-10,0.31781822373600166,0.05832745475493158,0.0
281,Diptera_Group_167,,,,,0,,3,native,0.3955246341879,0.6044753658120994,0.16614092219706222,0.040625502633200784,0.05056691149320585,0.0,0.18527917771400856,0.018902080421134133,0.012241675535187967,0.0,9.127166743365546e-13,0.342603194690223,0.05237131485566025,0.0
282,Diptera_Group_168,Lixophaga unicolor,Native,66.0,50.0,1,1.0,1,introduced,0.660294275498905,0.339705724501095,0.18407574025660162,0.03876588931059634,0.09043175489375724,0.014755502862061018,0.1818010528288769,0.02300575183692591,0.09497328369939351,0.01857153837783813,4.46387482742752e-11,0.4847996157543661,0.09520998006202962,0.042870875800343315
283,Diptera_Group_169,,,,,0,,1,introduced,0.660294275498905,0.339705724501095,0.18219644232976923,0.03876588931059634,0.08636883481562832,0.014755502862061018,0.17480082007344844,0.02300575183692591,0.09953892605240731,0.01857153837783813,3.973001994170885e-11,0.4847996157543661,0.09406826618563892,0.042870875800343315
284,Diptera_Group_17,Telmatogeton japonicus,Introduced,66.0,50.0,1,1.0,1,introduced,0.6695980141491424,0.3304019858508581,0.29502291002465897,0.03876588931059634,0.0945621099191095,0.014755502862061018,0.3523810994306258,0.02300575183692591,0.0617763981398694,0.01857153837783813,0.0,0.4847996157543661,0.05493402756883536,0.042870875800343315
285,Diptera_Group_170,,,,,0,,3,native,0.3957955452752088,0.6042044547247906,0.18507718469680712,0.03376394566598136,0.05031087164622206,0.0,0.1895945349855634,0.015857331186052728,0.012241675535187967,0.0,5.967172879275962e-10,0.08243237467364642,0.05107365450211145,0.0
286,Diptera_Group_171,,,,,0,,2,native,0.11021903186620523,0.8897809681337948,0.05234048266756709,0.0,0.00754306024393822,0.0,0.056374457076447816,0.0,0.0,0.0,2.1935879736155848e-08,0.9999999999999999,0.0197210187227663,0.042870875800343315
287,Diptera_Group_172,,,,,0,,1,native,0.05425440524742987,0.9457455947525701,0.048235599628339995,0.03876588931059634,0.00754306024393822,0.014755502862061018,0.05632940092973809,0.02300575183692591,0.0,0.01857153837783813,2.393005062126093e-08,0.4847996157543661,0.019731532032217294,0.042870875800343315
288,Diptera_Group_173,,,,,0,,2,native,0.033539006525520984,0.9664609934744787,0.048235599628339995,0.011989809053794159,0.007795018502011122,0.0,0.05632940092973809,0.005645527360012904,0.013409145359502042,0.0,2.4390243902439023e-08,0.31749489372355344,0.020390617641860405,0.0
289,Diptera_Group_174,,,,,0,,1,introduced,0.6391639511582593,0.3608360488417406,0.18037756267228394,0.03876588931059634,0.05794954754690748,0.014755502862061018,0.17461990916236583,0.02300575183692591,0.05486961060292741,0.01857153837783813,2.346985734008283e-10,0.4847996157543661,0.06317181579701268,0.042870875800343315
290,Diptera_Group_175,,,,,0,,1,introduced,0.6516119614990773,0.3483880385009225,0.1809464745465862,0.03876588931059634,0.08636883481562832,0.014755502862061018,0.1554494837508555,0.02300575183692591,0.11224582949911943,0.01857153837783813,3.420770056757171e-09,0.4847996157543661,0.10398100552477862,0.042870875800343315
291,Diptera_Group_176,,,,,0,,1,native,0.3463587942541153,0.653641205745885,0.17255491708576248,0.03876588931059634,0.028642177515332722,0.014755502862061018,0.1815373545758479,0.02300575183692591,0.012241675535187967,0.01857153837783813,5.384261389783709e-11,0.4847996157543661,0.030193486578600767,0.042870875800343315
292,Diptera_Group_177,,,,,0,,3,native,0.3631446912604559,0.6368553087395445,0.14587007414258862,0.0,0.02151047044945689,0.0,0.16160323746050562,0.0,0.012241675535187967,0.0,6.534744592728945e-11,0.9999999999999999,0.02505716929054086,0.042870875800343315
293,Diptera_Group_178,Leptocera erythrocera,,0.0,50.0,1,1.0,2,native,0.2801451599870493,0.7198548400129505,0.14587007414258862,0.020227220729694677,0.02151047044945689,0.0,0.15183218478773627,0.009330610965638496,0.012241675535187967,0.0,8.66697346218745e-09,0.15730210755613114,0.02641721372449829,0.0
294,Diptera_Group_179,Graphomya americana,Native,66.0,50.0,1,1.0,1,introduced,0.6031227195931376,0.3968772804068626,0.17094190311216861,0.03876588931059634,0.05769340122369124,0.014755502862061018,0.18447765914549996,0.02300575183692591,0.024539628856028024,0.01857153837783813,8.71299279030526e-12,0.4847996157543661,0.05997730347648274,0.042870875800343315
295,Diptera_Group_18,,,,,0,,1,native,0.4549187324299123,0.5450812675700878,0.29407726931457867,0.03876588931059634,0.07270935387437792,0.014755502862061018,0.34949921977204146,0.02300575183692591,0.0,0.01857153837783813,0.0,0.4847996157543661,0.04256139058918129,0.042870875800343315
296,Diptera_Group_180,,,,,0,,1,native,0.499355437685708,0.500644562314292,0.16817630959594682,0.03876588931059634,0.028642177515332722,0.014755502862061018,0.19035035683806825,0.02300575183692591,0.024539628856028024,0.01857153837783813,2.5003834944009816e-11,0.4847996157543661,0.028975870852090472,0.042870875800343315
297,Diptera_Group_181,Helicobia rapax,Native,33.0,50.0,1,1.0,1,native,0.42195772473106824,0.5780422752689315,0.16673378317220988,0.03876588931059634,0.050344873056453625,0.014755502862061018,0.16977913116666649,0.02300575183692591,0.012241675535187967,0.01857153837783813,6.749501457278724e-11,0.4847996157543661,0.05622382389394726,0.042870875800343315
298,Diptera_Group_182,,,,,0,,3,introduced,0.6707872619042725,0.3292127380957273,0.1668521335831838,0.006737673642352888,0.07017571643096447,0.0,0.15149042443118974,0.003197100425036406,0.06323697251512246,0.0,2.208927749654855e-09,0.5451798324894235,0.08634739305693491,0.0
299,Diptera_Group_183,,,,,0,,3,native,0.3402620692059511,0.6597379307940493,0.16724086379810094,0.013498703969415481,0.028690411248636152,0.0,0.17762604262583512,0.006194492642592276,0.0,0.0,4.893388556527074e-10,0.4382085583710295,0.03081910033606734,0.0
300,Diptera_Group_184,Melanophora roralis,Native,33.0,50.0,1,1.0,4,introduced,0.6888952725094264,0.31110472749057344,0.16087569717326028,0.0,0.09756296507054826,0.0,0.14086574662142645,0.0,0.12501339740298884,0.0,2.4236846142046327e-10,0.9999999999999999,0.12759056345480313,0.042870875800343315
301,Diptera_Group_185,,,,,0,,1,native,0.4127036185226573,0.5872963814773425,0.1496584140998426,0.03876588931059634,0.03581494891485981,0.014755502862061018,0.17611852102582815,0.02300575183692591,0.0,0.01857153837783813,4.034361098327964e-11,0.4847996157543661,0.0387561207112917,0.042870875800343315
302,Diptera_Group_186,,,,,0,,1,introduced,0.6092608057702835,0.39073919422971665,0.14438201044420468,0.03876588931059634,0.06965320206621602,0.014755502862061018,0.121300884427785,0.02300575183692591,0.04445752480936904,0.01857153837783813,2.4236846142046322e-06,0.4847996157543661,0.10301267882625857,0.042870875800343315
303,Diptera_Group_187,Phaonia apicata,Native,66.0,50.0,1,1.0,1,introduced,0.5806762419665772,0.41932375803342276,0.12857558600042518,0.03876588931059634,0.09363097526626508,0.014755502862061018,0.11110129921636872,0.02300575183692591,0.10772461556909428,0.01857153837783813,2.6384414787544097e-09,0.4847996157543661,0.14861422188834397,0.042870875800343315
304,Diptera_Group_188,,,,,0,,1,native,0.06564690598739374,0.9343530940126062,0.08118859655782917,0.03876588931059634,0.014154417961792244,0.014755502862061018,0.08236082678511719,0.02300575183692591,0.012241675535187967,0.01857153837783813,4.586593035741678e-09,0.4847996157543661,0.028307190724433096,0.042870875800343315
305,Diptera_Group_189,Helina troene,Native,66.0,50.0,1,1.0,4,native,0.4944384397108063,0.5055615602891937,0.07943220992375974,0.0,0.0391071585303809,0.0,0.07975189203891703,0.0,0.049306455198429085,0.0,2.822518791225648e-07,0.9999999999999999,0.08010012851178552,0.042870875800343315
306,Diptera_Group_19,,,,,0,,1,introduced,0.6357917935299071,0.36420820647009283,0.3004787262498117,0.03876588931059634,0.0574986916866032,0.014755502862061018,0.3483940464009013,0.02300575183692591,0.03689436817446285,0.01857153837783813,0.0,0.4847996157543661,0.03375640325215617,0.042870875800343315
307,Diptera_Group_190,Helina evecta,Native,33.0,50.0,1,1.0,2,native,0.02920742515937631,0.9707925748406233,0.07943220992375974,0.030373576901088155,0.014154417961792244,0.0,0.07975189203891703,0.014575763025858939,0.012241675535187967,0.0,1.236385948765148e-07,0.082837454689242,0.02899138521284694,0.0
308,Diptera_Group_191,Hydrophoria lancifer,Native,33.0,50.0,1,1.0,1,native,0.34098558049015265,0.6590144195098472,0.12623953811968008,0.03876588931059634,0.02737202253834231,0.014755502862061018,0.1445923375209192,0.02300575183692591,0.012241675535187967,0.01857153837783813,1.9174720049087283e-11,0.4847996157543661,0.035024416947984846,0.042870875800343315
309,Diptera_Group_192,Bellardia vulgaris,,66.0,,1,1.0,7,native,0.4357211446684215,0.5642788553315786,0.12132129782806696,0.008678202745578288,0.01822227143869172,0.0,0.14262300289576002,0.004084410821997697,0.024539628856028024,0.0,7.746586899831262e-11,0.7379698199118381,0.023585496535744186,0.0
310,Diptera_Group_193,Lucilia coeruleiviridis,Native,66.0,50.0,1,1.0,2,native,0.1956213409497421,0.8043786590502583,0.1113192482929916,0.0,0.007126915635415223,0.0,0.1378102102910377,0.0,0.0,0.0,1.5339776039269826e-11,0.9999999999999999,0.00949197521173558,0.042870875800343315
311,Diptera_Group_194,,,,,0,,1,native,0.22947411975988807,0.7705258802401121,0.1123396874644128,0.03876588931059634,0.025053431592416353,0.014755502862061018,0.12274037673685423,0.02300575183692591,0.0,0.01857153837783813,7.593189139438565e-10,0.4847996157543661,0.03669904843912767,0.042870875800343315
312,Diptera_Group_195,Scathophaga stercoraria,Native,33.0,50.0,1,1.0,1,native,0.1089828790917825,0.891017120908218,0.10387286651116383,0.03876588931059634,0.0,0.014755502862061018,0.1149627424308845,0.02300575183692591,0.0,0.01857153837783813,1.5247737383034206e-07,0.4847996157543661,0.0,0.042870875800343315
313,Diptera_Group_196,,,,,0,,1,native,0.07604531954186951,0.9239546804581307,0.0872040240355966,0.03876588931059634,0.0,0.014755502862061018,0.10359121905781499,0.02300575183692591,0.0,0.01857153837783813,3.973001994170885e-11,0.4847996157543661,0.0,0.042870875800343315
314,Diptera_Group_197,Lucilia sericata,Native,33.0,50.0,1,1.0,3,native,0.12928426913214433,0.8707157308678559,0.0872040240355966,0.0,0.007122159697032104,0.0,0.10359121905781499,0.0,0.0,0.0,1.4450069028992177e-08,0.9999999999999999,0.01194877615630879,0.042870875800343315
315,Diptera_Group_198,Pnyxia scabiei,Native,33.0,50.0,1,1.0,1,introduced,0.6689021028311242,0.3310978971688762,0.3529650319339529,0.03876588931059634,0.3460177291906538,0.014755502862061018,0.22606750238525752,0.02300575183692591,0.33804530506184177,0.01857153837783813,1.6106764841233318e-10,0.4847996157543661,0.3008749434194113,0.042870875800343315
316,Diptera_Group_199,,,,,0,,1,introduced,0.6583379482313105,0.3416620517686894,0.30689030655403543,0.03876588931059634,0.36694307725067704,0.014755502862061018,0.1621692511440058,0.02300575183692591,0.39769777850128146,0.01857153837783813,1.932811780947998e-08,0.4847996157543661,0.42617456542408677,0.042870875800343315
317,Diptera_Group_2,,,,,0,,1,native,0.12327801815450447,0.876721981845496,0.10619498134518861,0.03876588931059634,0.01822227143869172,0.014755502862061018,0.1149627424308845,0.02300575183692591,0.0,0.01857153837783813,2.8378585672649178e-09,0.4847996157543661,0.028142809589084074,0.042870875800343315
318,Diptera_Group_20,,,,,0,,1,introduced,0.6698817768437527,0.33011822315624784,0.28472404545707464,0.03876588931059634,0.10491628466824648,0.014755502862061018,0.3358046177800182,0.02300575183692591,0.07430475870672044,0.01857153837783813,0.0,0.4847996157543661,0.06372475244441857,0.042870875800343315
319,Diptera_Group_200,,,,,0,,1,introduced,0.6652254614458696,0.3347745385541306,0.24316321584090467,0.03876588931059634,0.22097175785546466,0.014755502862061018,0.18982197036128307,0.02300575183692591,0.269632381146546,0.01857153837783813,1.7947537965945693e-08,0.4847996157543661,0.22408797673413852,0.042870875800343315
320,Diptera_Group_201,,,,,0,,1,introduced,0.6596092397799632,0.3403907602200368,0.22112322856916322,0.03876588931059634,0.23572081008345683,0.014755502862061018,0.14503981260869062,0.02300575183692591,0.269632381146546,0.01857153837783813,4.065040650406504e-06,0.4847996157543661,0.30084212272918553,0.042870875800343315
321,Diptera_Group_202,,,,,0,,1,introduced,0.6523416805611301,0.3476583194388697,0.18748679691793851,0.03876588931059634,0.12843844606960814,0.014755502862061018,0.15314258990542903,0.02300575183692591,0.13784219147195217,0.01857153837783813,2.546402822518791e-07,0.4847996157543661,0.15659657724969978,0.042870875800343315
322,Diptera_Group_203,,,,,0,,2,introduced,0.6907001141971659,0.30929988580283374,0.174864225679156,0.0,0.09571130789602772,0.0,0.1598481191901795,0.0,0.08689209860691886,0.0,4.709311244055836e-08,0.9999999999999999,0.11253308778914993,0.042870875800343315
323,Diptera_Group_204,,,,,0,,1,native,0.4191717987506939,0.5808282012493059,0.16979406330943914,0.03876588931059634,0.042044802291817146,0.014755502862061018,0.18930859982704046,0.02300575183692591,0.0,0.01857153837783813,3.113974535971775e-09,0.4847996157543661,0.04273837300426344,0.042870875800343315
324,Diptera_Group_205,,,,,0,,1,native,0.4135958572240868,0.5864041427759129,0.16418208606899043,0.03876588931059634,0.042044802291817146,0.014755502862061018,0.15348265732884125,0.02300575183692591,0.0,0.01857153837783813,1.9788311090658073e-08,0.4847996157543661,0.0511665131995084,0.042870875800343315
325,Diptera_Group_206,,,,,0,,1,introduced,0.6192510016158689,0.38074899838413123,0.14159615230419054,0.03876588931059634,0.12453552427678599,0.014755502862061018,0.11793972583193302,0.02300575183692591,0.12501339740298884,0.01857153837783813,2.7458199110292984e-07,0.4847996157543661,0.18841659430042018,0.042870875800343315
326,Diptera_Group_207,,,,,0,,1,introduced,0.6185212825538161,0.38147871744618395,0.14159615230419054,0.03876588931059634,0.09571130789602772,0.014755502862061018,0.11793972583193302,0.02300575183692591,0.08689209860691886,0.01857153837783813,3.0832949838932354e-07,0.4847996157543661,0.1448068635496974,0.042870875800343315
327,Diptera_Group_208,,,,,0,,3,native,0.11021903186620523,0.8897809681337948,0.05336734284511491,0.0,0.0071150257894574236,0.0,0.06355282632919823,0.0,0.012269814428014012,0.0,1.0921920539960117e-09,0.9999999999999999,0.017146403418821406,0.042870875800343315
328,Diptera_Group_209,Clogmia albipunctata,,33.0,,1,1.0,2,native,0.022120006344922723,0.9778799936550768,0.05336734284511491,0.040594780630301364,0.0071150257894574236,0.0646176119091443,0.06355282632919823,0.009550403722068017,0.012269814428014012,0.11422501554417112,8.436876821598403e-11,0.35363223511484104,0.017146403418821406,0.4810984755159278
329,Diptera_Group_21,,,,,0,,3,introduced,0.6405706159560981,0.359429384043902,0.28361063584039997,0.02022974218997584,0.09897381064269305,0.0,0.2557720856781064,0.009102099047137486,0.03689436817446285,0.0,0.0,0.1573651275585574,0.07705857148870336,0.0
330,Diptera_Group_210,,,,,0,,1,introduced,0.6572503804726186,0.34274961952738126,0.17872158698081803,0.03876588931059634,0.10881164664856414,0.014755502862061018,0.1689263712141736,0.02300575183692591,0.07430475870672044,0.01857153837783813,4.525233931584598e-10,0.4847996157543661,0.12204368610439989,0.042870875800343315
331,Diptera_Group_211,Psychoda alternata,,66.0,,1,1.0,3,introduced,0.6306787407731028,0.3693212592268975,0.17872158698081803,0.05418346091922355,0.10881164664856414,0.06496529387613245,0.1689263712141736,0.015830935836934353,0.11230627997230087,0.11448859123855813,2.4543641662831722e-09,0.16465560783924088,0.12204368610439989,0.29179619648978977
332,Diptera_Group_212,,,,,0,,3,native,0.4284645756525045,0.5715354243474955,0.292384860226233,0.1305604834621401,0.06889317471893146,0.0,0.2837699802349849,0.06355785247769608,0.0,0.0,0.0,0.3333392543335613,0.048824522636975995,0.0
333,Diptera_Group_213,Bradysia vagans,Introduced,33.0,50.0,1,1.0,1,native,0.40190390085583483,0.5980960991441653,0.27001806341704016,0.03876588931059634,0.047259369300210824,0.014755502862061018,0.3552821004985921,0.02300575183692591,0.012241675535187967,0.01857153837783813,0.0,0.4847996157543661,0.027246719478755687,0.042870875800343315
334,Diptera_Group_214,,,,,0,,1,native,0.4346393072099473,0.5653606927900529,0.2416410796726846,0.03876588931059634,0.06138269620212536,0.014755502862061018,0.24421214758222382,0.02300575183692591,0.0,0.01857153837783813,3.6048473692284094e-13,0.4847996157543661,0.049819183797719435,0.042870875800343315
335,Diptera_Group_215,Corynoptera globiformis,Introduced,33.0,50.0,1,1.0,1,introduced,0.5973642031523091,0.4026357968476909,0.23729484550066593,0.03876588931059634,0.043416358134184964,0.014755502862061018,0.23937793334201823,0.02300575183692591,0.024539628856028024,0.01857153837783813,0.0,0.4847996157543661,0.03587406329720007,0.042870875800343315
336,Diptera_Group_216,Zygoneura calthella,Native,66.0,50.0,1,1.0,2,introduced,0.703042321461467,0.296957678538533,0.2213158408671499,0.0,0.13399341759316977,0.0,0.17021898597556306,0.0,0.15073282690994005,0.0,7.05629697806412e-11,0.9999999999999999,0.14930856503702553,0.042870875800343315
337,Diptera_Group_217,,,,,0,,1,introduced,0.6638226293720442,0.33617737062795594,0.21165174372973994,0.03876588931059634,0.1535086299225979,0.014755502862061018,0.1849902643242223,0.02300575183692591,0.1915949929568512,0.01857153837783813,1.6873753643196807e-10,0.4847996157543661,0.15920182130046678,0.042870875800343315
338,Diptera_Group_218,,,,,0,,1,introduced,0.6158330912588122,0.3841669087411878,0.20489949238458838,0.03876588931059634,0.043416358134184964,0.014755502862061018,0.21925547221605768,0.02300575183692591,0.02476685309039804,0.01857153837783813,7.07163675410339e-13,0.4847996157543661,0.03879139860503622,0.042870875800343315
339,Diptera_Group_219,,,,,0,,1,introduced,0.6519803509324046,0.34801964906759525,0.19774212742170072,0.03876588931059634,0.07951971567069577,0.014755502862061018,0.18107885254522865,0.02300575183692591,0.049306455198429085,0.01857153837783813,1.1198036508666974e-10,0.4847996157543661,0.0840103026210763,0.042870875800343315
340,Diptera_Group_22,Forcipomyia bipunctata,,66.0,,1,1.0,1,introduced,0.6377364136303345,0.36226358636966527,0.28844991027672373,0.03876588931059634,0.0574986916866032,0.014755502862061018,0.3406685061847943,0.02300575183692591,0.03689436817446285,0.01857153837783813,0.0,0.4847996157543661,0.03446341729027007,0.042870875800343315
341,Diptera_Group_220,Sciara kitakamiensis,Introduced,33.0,50.0,1,1.0,3,introduced,0.6894701098196216,0.31052989018037824,0.19774212742170072,0.0,0.10228820280664287,0.0,0.14155984088741239,0.0,0.11224582949911943,0.0,3.9730019941708846e-08,0.9999999999999999,0.1332231352308557,0.042870875800343315
342,Diptera_Group_221,Culex salinarius,Native,33.0,50.0,2,4.0,3,native,0.03694813918864989,0.9630518608113496,0.026492337960052778,0.08857544925786788,0.007282654871423659,0.043397572896150344,0.030423131499612767,0.03543651809603254,0.012451058855570366,0.07614996886133306,4.479214603466789e-08,0.1075500156406756,0.0274707091162265,0.08708015764869406
343,Diptera_Group_221,Culiseta melanura,Native,66.0,50.0,2,3.0,3,native,0.03694813918864989,0.9630518608113496,0.026492337960052778,0.08857544925786788,0.007282654871423659,0.043397572896150344,0.030423131499612767,0.03543651809603254,0.012451058855570366,0.07614996886133306,4.479214603466789e-08,0.1075500156406756,0.0274707091162265,0.08708015764869406
344,Diptera_Group_222,,,,,0,,8,native,0.08743181440650248,0.9125681855934975,0.022748032869327098,0.005054864321549354,0.0,0.0,0.029211569551626737,0.0023242847987821917,0.0,0.0,3.46678938487498e-08,0.677540027585291,0.0,0.0
345,Diptera_Group_223,,,,,0,,4,native,0.051492028033718835,0.948507971966281,0.03286798567010289,0.020263251070028118,0.0,0.0,0.04161971290274894,0.009530690833906392,0.0,0.0,8.958429206933578e-09,0.5225069316165168,0.0,0.0
346,Diptera_Group_23,Mycetophila fungorum,,66.0,,1,1.0,3,introduced,0.6704414053547834,0.32955859464521725,0.28359977915316087,0.013489945212649342,0.18486467365081782,0.0,0.18772598187615666,0.006259696811126881,0.13784219147195217,0.0,0.0,0.43819057837033726,0.18929158591841727,0.0
347,Diptera_Group_24,,,,,0,,1,introduced,0.6753552096836779,0.32464479031632254,0.28232754353536055,0.03876588931059634,0.12502960948746816,0.014755502862061018,0.28899721285388474,0.02300575183692591,0.11224582949911943,0.01857153837783813,0.0,0.4847996157543661,0.08714808348947108,0.042870875800343315
348,Diptera_Group_25,Dasyhelea incisurata,Introduced,100.0,50.0,1,1.0,3,introduced,0.7002725547679827,0.2997274452320173,0.2829434414349958,0.006737673642352888,0.11217061686183634,0.0,0.27016018712177114,0.0031166730306514943,0.07133222705401013,0.0,0.0,0.5452058524904252,0.08312155075015033,0.0
349,Diptera_Group_26,Psilocephala argentata,Introduced,33.0,50.0,1,1.0,1,native,0.45390003556888964,0.5460999644311106,0.2659886227283478,0.03876588931059634,0.07277831498093316,0.014755502862061018,0.30372982411061145,0.02300575183692591,0.01765549687253058,0.01857153837783813,0.0,0.4847996157543661,0.04847628121437826,0.042870875800343315
350,Diptera_Group_27,,,,,0,,1,introduced,0.6624819214685581,0.3375180785314423,0.2831832365022358,0.03876588931059634,0.08307843529605902,0.014755502862061018,0.2536067202108002,0.02300575183692591,0.07430475870672044,0.01857153837783813,0.0,0.4847996157543661,0.06517985978859349,0.042870875800343315
351,Diptera_Group_28,Agromyza sp. Agvt,,,,1,1.0,1,introduced,0.61340610433,0.3865938956699997,0.2700486123821215,0.03876588931059634,0.04796356760960996,0.014755502862061018,0.3466841007444293,0.02300575183692591,0.05486961060292741,0.01857153837783813,0.0,0.4847996157543661,0.028286953449337435,0.042870875800343315
352,Diptera_Group_29,Efferia aestuans,Native,66.0,50.0,1,1.0,1,introduced,0.6731747608905257,0.3268252391094747,0.2654069046134142,0.03876588931059634,0.11913032932021515,0.014755502862061018,0.27040518823858706,0.02300575183692591,0.08689209860691886,0.01857153837783813,0.0,0.4847996157543661,0.08820645697423385,0.042870875800343315
353,Diptera_Group_3,Eutolmus lecythus,,66.0,,1,1.0,1,introduced,0.6286608165823202,0.3713391834176794,0.4273139155311457,0.03876588931059634,0.12156324024772343,0.014755502862061018,1.0,0.02300575183692591,0.12068813929886064,0.01857153837783813,0.0,0.4847996157543661,0.026138897583975595,0.042870875800343315
354,Diptera_Group_30,,,,,0,,1,introduced,0.6413782911143718,0.358621708885628,0.23896457538074284,0.03876588931059634,0.049358370762731085,0.014755502862061018,0.24639366038718946,0.02300575183692591,0.04103174834778292,0.01857153837783813,0.0,0.4847996157543661,0.039741775904971174,0.042870875800343315
355,Diptera_Group_31,,,,,0,,1,native,0.4813843207025851,0.518615679297415,0.10059441525211811,0.03876588931059634,0.04579329805549786,0.014755502862061018,0.09906065546069995,0.02300575183692591,0.06595253616081774,0.01857153837783813,9.326583831876054e-13,0.4847996157543661,0.07956231544873507,0.042870875800343315
356,Diptera_Group_32,,,,,0,,3,native,0.4543637474141034,0.5456362525858963,0.10059441525211811,0.020234453339448535,0.04579329805549786,0.021728028467078116,0.09906065546069995,0.006152822035113366,0.04103174834778292,0.0379876446339672,5.767755790765455e-12,0.3630373854769393,0.07956231544873507,0.2511023491754258
357,Diptera_Group_33,,,,,0,,1,native,0.2356151198979574,0.7643848801020433,0.16256168525547937,0.03876588931059634,0.0071967640439076115,0.014755502862061018,0.2117773456504715,0.02300575183692591,0.0,0.01857153837783813,0.0,0.4847996157543661,0.006630508033530034,0.042870875800343315
