Number,Order_Group,Species Name,Final Status,Status Confidence,Count,predict,predict probability,1,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance,dN/dS_Similarity
435,Diptera_Group_92,Aedes abserratus,native,33.0,21.0,native,0.22692026428376683,0.7730797357162337,0.05766296017218026,0.05289214148417929,0.0,0.0,0.06990963218598487,0.025333871043240627,0.0,0.0,2.9605767755790766e-10,0.34989881497110437,0.0,0.0
436,,Aedes implicatus,native,66.0,,native,0.4891410051817906,0.5108589948182096,0.14710288175567554,0.028340365028422902,0.06336393360810602,0.007561946084215351,0.15949206202356273,0.014237480097405995,0.05725670609072938,0.01128077503953735,0.0011215892932626135,0.5113155357508368,0.06900183799759897,0.04521040754143754
437,,Aedes punctor,native,66.0,,native,0.4891410051817906,0.5108589948182096,0.14710288175567554,0.028340365028422902,0.06336393360810602,0.007561946084215351,0.15949206202356273,0.014237480097405995,0.05725670609072938,0.01128077503953735,0.0011215892932626135,0.5113155357508368,0.06900183799759897,0.04521040754143754
438,Diptera_Group_93,Aedes abserratus,native,33.0,4.0,native,0.18905939598423158,0.8109406040157685,0.05766296017218026,0.06462277096275723,0.003612845043529339,0.03427293517586613,0.06990963218598487,0.02429355533333858,0.006203769932239567,0.060548827642222976,7.148335634299739e-10,0.1356074267208859,0.00814235245143645,0.10031480413038237
439,,Aedes punctor,native,66.0,,native,0.4891410051817906,0.5108589948182096,0.14710288175567554,0.028340365028422902,0.06336393360810602,0.007561946084215351,0.15949206202356273,0.014237480097405995,0.05725670609072938,0.01128077503953735,0.0011215892932626135,0.5113155357508368,0.06900183799759897,0.04521040754143754
440,Diptera_Group_94,Culex restuans,native,33.0,15.0,native,0.22090052541694927,0.7790994745830512,0.060537335190524406,0.012226826320223332,0.0072115642402192605,0.0,0.06901644981531202,0.00562840123093131,0.0,0.0,6.580763920846756e-10,0.4313806781081561,0.01640221246456934,0.0
441,,Culiseta melanura,native,66.0,,native,0.4891410051817906,0.5108589948182096,0.14710288175567554,0.028340365028422902,0.06336393360810602,0.007561946084215351,0.15949206202356273,0.014237480097405995,0.05725670609072938,0.01128077503953735,0.0011215892932626135,0.5113155357508368,0.06900183799759897,0.04521040754143754
442,Diptera_Group_95,Culex restuans,native,33.0,9.0,native,0.18066754408533722,0.819332455914663,0.060537335190524406,0.03692220737657186,0.0072115642402192605,0.0,0.06901644981531202,0.017342168064069973,0.0,0.0,1.4189292836324589e-09,0.1263779463655509,0.01640221246456934,0.0
443,,Culex salinarius,native,33.0,,native,0.4891410051817906,0.5108589948182096,0.14710288175567554,0.028340365028422902,0.06336393360810602,0.007561946084215351,0.15949206202356273,0.014237480097405995,0.05725670609072938,0.01128077503953735,0.0011215892932626135,0.5113155357508368,0.06900183799759897,0.04521040754143754
444,Diptera_Group_96,Psorophora ferox,native,33.0,20.0,native,0.29320552119246734,0.7067944788075329,0.1538686266796811,0.03451003249233343,0.05495266750814715,0.0032449779875385228,0.12587158759430078,0.015726261292782016,0.02542300820438637,0.005711014218956627,5.062126092959043e-10,0.14999689727488053,0.07886031544064566,0.014672059372854988
445,Diptera_Group_97,Culex salinarius,native,33.0,16.0,native,0.2931453686917147,0.7068546313082859,0.1538686266796811,0.07610948233624176,0.05767157359603736,0.0,0.12587158759430078,0.03570774127221707,0.037296390569116336,0.0,1.0016873753643196e-08,0.06576394403191184,0.08276210586340063,0.0
446,,Culex territans,native,33.0,,native,0.4891410051817906,0.5108589948182096,0.14710288175567554,0.028340365028422902,0.06336393360810602,0.007561946084215351,0.15949206202356273,0.014237480097405995,0.05725670609072938,0.01128077503953735,0.0011215892932626135,0.5113155357508368,0.06900183799759897,0.04521040754143754
447,Diptera_Group_98,,,,1.0,introduced,0.6813803987516139,0.3186196012483862,0.20601975226685215,0.028340365028422902,0.10423544014583312,0.007561946084215351,0.1810199326487974,0.014237480097405995,0.08689209860691886,0.01128077503953735,1.507899984660224e-09,0.5113155357508368,0.11015277180514874,0.04521040754143754
448,Diptera_Group_99,,,,1.0,introduced,0.6131735628459699,0.3868264371540302,0.20261400769136373,0.028340365028422902,0.07557970465690077,0.007561946084215351,0.1867586556894664,0.014237480097405995,0.053320018893715154,0.01128077503953735,0.0,0.5113155357508368,0.0777378723020741,0.04521040754143754
449,Ephemeroptera_Group_1,Centroptilum triangulifer,native,100.0,1.0,introduced,0.6597542540695537,0.3402457459304468,0.3735134498883666,0.028340365028422902,0.09467234831178092,0.007561946084215351,0.4789462779864673,0.014237480097405995,0.11716323476045579,0.01128077503953735,0.0,0.5113155357508368,0.041272225014720845,0.04521040754143754
450,Ephemeroptera_Group_10,,,,7.0,native,0.3743844469882282,0.6256155530117724,0.16982649028466895,0.014477893163339134,0.003777102378134407,0.0,0.21519846402797235,0.006470785271916409,0.0,0.0,0.0,0.4393758284159694,0.003430997447969018,0.0
451,Ephemeroptera_Group_11,Leptophlebia nebulosa,native,100.0,2.0,native,0.26894744171928103,0.7310525582807195,0.16982649028466895,0.03169488844263465,0.003777102378134407,0.0,0.21519846402797235,0.014144294584595858,0.0,0.0,0.0,0.08292504469261422,0.003430997447969018,0.0
452,Ephemeroptera_Group_12,Epeorus fragilis,native,100.0,1.0,native,0.45369468434384236,0.5463053156561578,0.3908984402338741,0.028340365028422902,0.05343073173347128,0.007561946084215351,0.6261417476940723,0.014237480097405995,0.025596361972832757,0.01128077503953735,0.0,0.5113155357508368,0.01805311218882474,0.04521040754143754
453,Ephemeroptera_Group_13,Leucrocuta aphrodite,native,100.0,1.0,native,0.4501519455532282,0.5498480544467718,0.37559142340309354,0.028340365028422902,0.03806866034314142,0.007561946084215351,0.5924370379345427,0.014237480097405995,0.025596361972832757,0.01128077503953735,0.0,0.5113155357508368,0.01356113189029908,0.04521040754143754
454,Ephemeroptera_Group_14,Stenonema femoratum,native,100.0,1.0,native,0.38007619003764725,0.6199238099623531,0.25967943869174165,0.028340365028422902,0.015165835693909929,0.007561946084215351,0.37629153380070574,0.014237480097405995,0.0,0.01128077503953735,0.0,0.5113155357508368,0.00828948554081938,0.04521040754143754
455,Ephemeroptera_Group_15,Maccaffertium smithae,native,100.0,2.0,native,0.25838826001575405,0.7416117399842463,0.2084354098920804,0.05307322214489744,0.01264777927251282,0.0,0.26277001404789263,0.02342744446768836,0.0,0.0,0.0,0.02490497245884144,0.00961040965581726,0.0
456,Ephemeroptera_Group_16,Maccaffertium mediopunctatum,native,100.0,2.0,native,0.26457007720929043,0.7354299227907101,0.20114542164109075,0.04230791382869676,0.02020194853670415,0.0,0.2539947180236637,0.019020736844106993,0.0,0.0,0.0,0.04501957323325356,0.015827809427196256,0.0
457,Ephemeroptera_Group_17,Maccaffertium vicarium,native,100.0,3.0,native,0.25397190678806436,0.7460280932119359,0.20114542164109075,0.12167751160004438,0.01264777927251282,0.0,0.2539947180236637,0.05617089363207192,0.0,0.0,0.0,0.1059616755795245,0.009909273832524901,0.0
458,Ephemeroptera_Group_18,Stenacron interpunctatum,native,100.0,3.0,native,0.418429965860801,0.5815700341391989,0.15507282467267489,0.0,0.0075783748610367616,0.0,0.18611876024102358,0.0,0.0,0.0,0.0,0.9999999999999999,0.007818048615949324,0.04521040754143754
459,Ephemeroptera_Group_19,Stenacron interpunctatum,native,100.0,1.0,native,0.3769696941676499,0.6230303058323505,0.15507282467267489,0.028340365028422902,0.0075783748610367616,0.007561946084215351,0.18611876024102358,0.014237480097405995,0.0,0.01128077503953735,0.0,0.5113155357508368,0.007818048615949324,0.04521040754143754
460,Ephemeroptera_Group_2,Procloeon viridoculare,native,100.0,1.0,introduced,0.6342564876641977,0.36574351233580277,0.3735134498883666,0.028340365028422902,0.09467234831178092,0.007561946084215351,0.6963173866782693,0.014237480097405995,0.11716323476045579,0.01128077503953735,0.0,0.5113155357508368,0.028889440450070858,0.04521040754143754
461,Ephemeroptera_Group_20,Stenacron interpunctatum,native,100.0,1.0,native,0.38007619003764725,0.6199238099623531,0.2623411156464162,0.028340365028422902,0.007586467054703562,0.007561946084215351,0.3876421929167686,0.014237480097405995,0.0,0.01128077503953735,0.0,0.5113155357508368,0.004033493194246217,0.04521040754143754
462,Ephemeroptera_Group_21,Eurylophella minimella,native,100.0,1.0,native,0.3862083188792722,0.6137916811207281,0.22927810309385,0.028340365028422902,0.015092331601436484,0.007561946084215351,0.32095768154246457,0.014237480097405995,0.012767567903869414,0.01128077503953735,0.0,0.5113155357508368,0.009556690332327606,0.04521040754143754
463,Ephemeroptera_Group_22,Eurylophella bicolor,native,100.0,1.0,native,0.27252885229608736,0.7274711477039135,0.10298251084269161,0.028340365028422902,0.002412786919573723,0.007561946084215351,0.11996837966944701,0.014237480097405995,0.0,0.01128077503953735,0.0,0.5113155357508368,0.0036004527700823183,0.04521040754143754
464,Ephemeroptera_Group_23,Eurylophella bicolor,native,100.0,3.0,native,0.1911559809904082,0.8088440190095919,0.10298251084269161,0.07461432274373099,0.002412786919573723,0.0218754469099855,0.11996837966944701,0.030835409581014155,0.004080567427728317,0.0379876446339672,0.0,0.013712692027938641,0.0036004527700823183,0.05044429080763182
465,Ephemeroptera_Group_24,Eurylophella prudentalis,native,100.0,4.0,native,0.2981510266961968,0.7018489733038036,0.2770137406490521,0.024570303355559337,0.02216182105547941,0.0,0.40989491714462883,0.011235134637959478,0.0,0.0,0.0,0.1468031771519223,0.011184250277192189,0.0
466,Ephemeroptera_Group_25,Eurylophella macdunnoughi,native,100.0,2.0,native,0.3668370380131181,0.6331629619868822,0.1723560626397586,0.020257478253068617,0.010846520848022359,0.032768783719053673,0.21918034674839476,0.004532470200808569,0.0061208243935954925,0.056981529203122355,0.0,0.5279596618264469,0.009694030402866932,0.5140793657968448
467,Ephemeroptera_Group_26,Eurylophella verisimilis,native,100.0,2.0,native,0.26877436879756295,0.7312256312024374,0.1723560626397586,0.03038014596866276,0.010846520848022359,0.0,0.21918034674839476,0.01365353138131721,0.0,0.0,0.0,0.08302475469645305,0.009694030402866932,0.0
468,Ephemeroptera_Group_27,Eurylophella poconoensis,native,100.0,3.0,native,0.39868595245274036,0.6013140475472597,0.12576690556565479,0.0,0.0,0.0,0.15844355870534108,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.04521040754143754
469,Ephemeroptera_Group_28,Eurylophella temporalis,native,100.0,2.0,native,0.2423779755636272,0.7576220244363729,0.12576690556565479,0.07420723961675926,0.0,0.0,0.15844355870534108,0.03431798265682251,0.0,0.0,0.0,0.007778991799491184,0.0,0.0
470,Ephemeroptera_Group_29,Dentatella coxalis,native,100.0,1.0,native,0.4246132666237269,0.5753867333762732,0.20243151876236767,0.028340365028422902,0.02208583251758195,0.007561946084215351,0.2668366682112567,0.014237480097405995,0.024653762559154198,0.01128077503953735,0.0,0.5113155357508368,0.016550586266667465,0.04521040754143754
471,Ephemeroptera_Group_3,Baetisca laurentina,native,100.0,4.0,native,0.47619349204855216,0.5238065079514478,0.3923594427003096,0.026431406459928152,0.13123454742603036,0.01691574270620287,0.5819746154950576,0.009853604592397083,0.10720738955143531,0.029714704546611393,0.0,0.29930179302311904,0.047551062519817625,0.1220676961170703
472,Ephemeroptera_Group_30,Eurylophella lutulenta,native,100.0,2.0,native,0.44198233833652556,0.5580176616634743,0.20243151876236767,0.0,0.02208583251758195,0.0,0.2668366682112567,0.0,0.0,0.0,0.0,0.9999999999999999,0.016550586266667465,0.04521040754143754
473,Ephemeroptera_Group_31,Siphlonurus alternatus,native,66.0,1.0,native,0.4557765507321486,0.5442234492678517,0.22478171753901044,0.028340365028422902,0.041659713251094375,0.007561946084215351,0.2783463049793918,0.014237480097405995,0.012767567903869414,0.01128077503953735,0.0,0.5113155357508368,0.030046584325544592,0.04521040754143754
474,Ephemeroptera_Group_32,Siphlonurus rapidus,native,100.0,2.0,native,0.3178058611985537,0.6821941388014467,0.22478171753901044,0.14984540794307763,0.041659713251094375,0.0,0.2783463049793918,0.07016995061418287,0.012767567903869414,0.0,0.0,0.00014804150569959796,0.030046584325544592,0.0
475,,Siphlonurus sp.JMW1,,,,native,0.4891410051817906,0.5108589948182096,0.14710288175567554,0.028340365028422902,0.06336393360810602,0.007561946084215351,0.15949206202356273,0.014237480097405995,0.05725670609072938,0.01128077503953735,0.0011215892932626135,0.5113155357508368,0.06900183799759897,0.04521040754143754
476,Ephemeroptera_Group_33,Ameletus lineatus,native,100.0,1.0,native,0.41623881122573486,0.5837611887742654,0.2966534699787826,0.028340365028422902,0.030227786077018426,0.007561946084215351,0.472654431679456,0.014237480097405995,0.012767567903869414,0.01128077503953735,0.0,0.5113155357508368,0.013343290087143118,0.04521040754143754
477,Ephemeroptera_Group_34,Ameletus browni,native,100.0,2.0,native,0.3299968769676744,0.6700031230323261,0.2966534699787826,0.01054103105961316,0.030227786077018426,0.0,0.4654485969783373,0.004734564470543962,0.012767567903869414,0.0,0.0,0.3177895137348963,0.013538068227495474,0.0
478,Ephemeroptera_Group_4,Drunella walkeri,native,100.0,1.0,native,0.4480433998070201,0.55195660019298,0.32858677894090993,0.028340365028422902,0.05297501345855143,0.007561946084215351,0.5359248792575755,0.014237480097405995,0.0,0.01128077503953735,0.0,0.5113155357508368,0.02076169114013119,0.04521040754143754
479,Ephemeroptera_Group_5,Drunella cornutella,native,100.0,4.0,native,0.36640313750098186,0.6335968624990187,0.27366625015978735,0.010110193122624187,0.02911227008163439,0.0,0.40275068940334374,0.004547923856347037,0.0,0.0,0.0,0.404794597084592,0.014935451057001769,0.0
480,Ephemeroptera_Group_6,Drunella cornuta,native,100.0,2.0,native,0.31241043524019013,0.6875895647598106,0.27366625015978735,0.020267829511064962,0.02911227008163439,0.0,0.40275068940334374,0.009028391279788063,0.012269814428014012,0.0,0.0,0.15738545755934008,0.014935451057001769,0.0
481,Ephemeroptera_Group_7,Ephemerella subvaria,native,100.0,1.0,native,0.3872736268416845,0.6127263731583159,0.2056344918992569,0.028340365028422902,0.0,0.007561946084215351,0.2865323562843585,0.014237480097405995,0.0,0.01128077503953735,0.0,0.5113155357508368,0.0,0.04521040754143754
482,Ephemeroptera_Group_8,Ephemerella invaria,native,100.0,2.0,native,0.27449752375422315,0.7255024762457774,0.2056344918992569,0.03173635982883796,0.0,0.0,0.2865323562843585,0.014204362401049135,0.0,0.0,0.0,0.08291284469214451,0.0,0.0
483,Ephemeroptera_Group_9,Leptophlebia intermedia,native,100.0,3.0,native,0.2975793945517561,0.7024206054482445,0.28817793863560703,0.05661487852666033,0.03409645801506664,0.0,0.4472429521145045,0.025965278121672406,0.012767567903869414,0.0,0.0,0.1099912757346641,0.01585548514947818,0.0
484,Hemiptera_Group_1,Magicicada septendecim,native,66.0,3.0,introduced,0.6992864030738631,0.300713596926137,0.4636438787663247,0.011482597411973166,0.34095978872020577,0.03746829034327845,0.2554445135154693,0.0,0.3019243552201405,0.06510070642672383,0.0007179321981899063,0.5456550725077203,0.26576948270939865,0.04521040754143754
485,Hemiptera_Group_10,Megamelus davisus,,66.0,1.0,introduced,0.6955805647564774,0.30441943524352283,0.3448616148873334,0.028340365028422902,0.13093978572250936,0.007561946084215351,0.3426023432881642,0.014237480097405995,0.12501339740298884,0.01128077503953735,5.9825126553152315e-06,0.5113155357508368,0.07807302959131765,0.04521040754143754
486,Hemiptera_Group_100,,,,1.0,introduced,0.5000287155172766,0.4999712844827234,0.14387491193250268,0.028340365028422902,0.0609897279202007,0.007561946084215351,0.151749006448948,0.014237480097405995,0.09953892605240731,0.01128077503953735,3.0832949838932354e-07,0.5113155357508368,0.0749366905680536,0.04521040754143754
487,Hemiptera_Group_101,,,,1.0,native,0.4614351983581732,0.5385648016418269,0.22327930942025448,0.028340365028422902,0.035851115341818014,0.007561946084215351,0.2949089311993596,0.014237480097405995,0.02865785746350831,0.01128077503953735,9.111826967326277e-09,0.5113155357508368,0.0245317046297118,0.04521040754143754
488,Hemiptera_Group_102,,,,1.0,native,0.42843246455069534,0.5715675354493046,0.1943300691549514,0.028340365028422902,0.02382835155383313,0.007561946084215351,0.2541967635619095,0.014237480097405995,0.02865785746350831,0.01128077503953735,1.2916091425065193e-09,0.5113155357508368,0.018655663637952867,0.04521040754143754
489,Hemiptera_Group_103,Typhlocyba frustrator,native,0.0,3.0,native,0.276473344173028,0.7235266558269722,0.1943300691549514,0.05428995943899366,0.02382835155383313,0.02156079311873071,0.2541967635619095,0.02244198589000079,0.02865785746350831,0.0379876446339672,7.731247123791992e-07,0.054150973584812474,0.018655663637952867,0.06831377034076302
490,Hemiptera_Group_104,,,,1.0,introduced,0.6912256387564931,0.3087743612435073,0.3512183036377897,0.028340365028422902,0.29248662586205226,0.007561946084215351,0.22224157749023532,0.014237480097405995,0.3131994383883562,0.01128077503953735,0.0001782942169044332,0.5113155357508368,0.2582131953572408,0.04521040754143754
491,Hemiptera_Group_105,Flexamia atlantica,native,33.0,1.0,native,0.38497834229583466,0.6150216577041656,0.16254428236143714,0.028340365028422902,0.0071556642181788595,0.007561946084215351,0.21442943563320352,0.014237480097405995,0.012241675535187967,0.01128077503953735,3.451449608835711e-10,0.5113155357508368,0.00652057668585822,0.04521040754143754
492,Hemiptera_Group_106,Flexamia clayi,native,66.0,1.0,native,0.38497834229583466,0.6150216577041656,0.16254428236143714,0.028340365028422902,0.0071556642181788595,0.007561946084215351,0.21442943563320352,0.014237480097405995,0.012241675535187967,0.01128077503953735,7.194354962417549e-10,0.5113155357508368,0.00652057668585822,0.04521040754143754
493,Hemiptera_Group_107,Euscelis aemulans,,33.0,1.0,introduced,0.7106492798286316,0.28935072017136876,0.34454700347294154,0.028340365028422902,0.18077715756299112,0.007561946084215351,0.33671690076236854,0.014237480097405995,0.1677061696154149,0.01128077503953735,5.752416014726184e-09,0.5113155357508368,0.10952712456334174,0.04521040754143754
494,Hemiptera_Group_108,Glossonotus univittatus,native,66.0,1.0,introduced,0.6996103832181819,0.30038961678181836,0.27873954254641825,0.028340365028422902,0.13732591071663744,0.007561946084215351,0.31795481747811954,0.014237480097405995,0.1897816927453842,0.01128077503953735,2.6844608068722194e-07,0.5113155357508368,0.08771119284927653,0.04521040754143754
495,Hemiptera_Group_109,Cyrtolobus puritanus,native,66.0,1.0,native,0.34672479974910597,0.6532752002508939,0.11367926316039312,0.028340365028422902,0.01477815573153068,0.007561946084215351,0.14283601714328148,0.014237480097405995,0.02571942950695123,0.01128077503953735,2.116889093419236e-05,0.5113155357508368,0.019103875937493645,0.04521040754143754
496,Hemiptera_Group_11,Tumidagena terminalis,native,66.0,1.0,introduced,0.6979527358700486,0.30204726412995175,0.2768583666094374,0.028340365028422902,0.1685429319773448,0.007561946084215351,0.26882168846503873,0.014237480097405995,0.16368586542488917,0.01128077503953735,0.00012900751649025922,0.5113155357508368,0.1254578564526662,0.04521040754143754
497,Hemiptera_Group_110,Cyrtolobus pallidifrontis,native,66.0,1.0,native,0.3161314738061811,0.6838685261938189,0.11367926316039312,0.028340365028422902,0.01477815573153068,0.007561946084215351,0.14283601714328148,0.014237480097405995,0.02571942950695123,0.01128077503953735,2.285626629851204e-06,0.5113155357508368,0.019103875937493645,0.04521040754143754
498,Hemiptera_Group_111,Balcanocerus fitchi,native,33.0,1.0,introduced,0.7041907229491782,0.29580927705082205,0.32059473683899875,0.028340365028422902,0.16076768256249338,0.007561946084215351,0.241427156109137,0.014237480097405995,0.1740293426061863,0.01128077503953735,4.9547476606841536e-05,0.5113155357508368,0.13182945054206996,0.04521040754143754
499,Hemiptera_Group_112,Neokolla hieroglyphica,native,33.0,4.0,native,0.4244792050742534,0.5755207949257468,0.27938722353208956,0.061286812656562766,0.06588493721537562,0.0,0.26302643310439816,0.03008017256144945,0.06704109939403216,0.0,5.4302807179015186e-05,0.0709994442334786,0.050018560256708686,0.0
500,Hemiptera_Group_113,Tylozygus bifidus,native,66.0,3.0,introduced,0.5659099709205385,0.43409002907946126,0.25957548635857247,0.04071282478399048,0.11797673032568869,0.0,0.2361975275946957,0.019311397879470497,0.12191070999695958,0.0,2.5770823745973304e-05,0.3425779646892516,0.09865445055029014,0.0
501,Hemiptera_Group_114,,,,1.0,introduced,0.5643356998655132,0.43566430013448676,0.21316425733167557,0.028340365028422902,0.06588493721537562,0.007561946084215351,0.20631000353481943,0.014237480097405995,0.06061467913490666,0.01128077503953735,0.0006417702101549317,0.5113155357508368,0.06211622766230482,0.04521040754143754
502,Hemiptera_Group_115,Cuerna septentrionalis,native,33.0,3.0,introduced,0.6633733452634398,0.3366266547365603,0.21316425733167557,0.0,0.08880895063486623,0.0,0.1755337478130018,0.0,0.06946136515303586,0.0,0.001611596870685688,0.9999999999999999,0.09637791791175256,0.04521040754143754
503,,Cuerna striata,native,66.0,,native,0.4891410051817906,0.5108589948182096,0.14710288175567554,0.028340365028422902,0.06336393360810602,0.007561946084215351,0.15949206202356273,0.014237480097405995,0.05725670609072938,0.01128077503953735,0.0011215892932626135,0.5113155357508368,0.06900183799759897,0.04521040754143754
504,Hemiptera_Group_116,Graphocephala versuta,native,33.0,7.0,introduced,0.6084222903445797,0.39157770965542016,0.2792324218384249,0.003614314250391091,0.0875376244193188,0.005003526954023949,0.20357007652752412,0.0009727329123283327,0.06061467913490666,0.008871058951708713,0.001692176714219972,0.855817614448978,0.08350605620389853,0.36575261614777405
505,Hemiptera_Group_117,Draeculacephala manitobiana,native,33.0,2.0,native,0.3447630356312419,0.6552369643687582,0.14708588002688094,0.13366559544417245,0.03203227428056011,0.03203040260009787,0.173675734980161,0.06143728238968217,0.03689436817446285,0.056981529203122355,0.0013854885718668508,0.0006493015249981087,0.035082268852175975,0.03707107742658995
506,,Draeculacephala noveboracensis,native,33.0,,native,0.4891410051817906,0.5108589948182096,0.14710288175567554,0.028340365028422902,0.06336393360810602,0.007561946084215351,0.15949206202356273,0.014237480097405995,0.05725670609072938,0.01128077503953735,0.0011215892932626135,0.5113155357508368,0.06900183799759897,0.04521040754143754
507,Hemiptera_Group_118,Draeculacephala zeae,native,33.0,3.0,introduced,0.5412132801220488,0.458786719877951,0.14708588002688094,0.0,0.03203227428056011,0.0,0.173675734980161,0.0,0.03689436817446285,0.0,0.0004762693664672496,0.9999999999999999,0.035082268852175975,0.04521040754143754
508,Hemiptera_Group_119,Elymana inornata,native,66.0,1.0,introduced,0.6776257366702242,0.32237426332977615,0.29687911736957096,0.028340365028422902,0.09397663260890095,0.007561946084215351,0.25541107496641097,0.014237480097405995,0.10549872750416554,0.01128077503953735,4.801349900291456e-05,0.5113155357508368,0.07326103177734666,0.04521040754143754
509,Hemiptera_Group_12,Neomegamelanus elongatus,native,100.0,1.0,introduced,0.6959771028363495,0.3040228971636508,0.2768583666094374,0.028340365028422902,0.1685429319773448,0.007561946084215351,0.24536328387998346,0.014237480097405995,0.164460273433539,0.01128077503953735,0.00025988648565730937,0.5113155357508368,0.13621651673933138,0.04521040754143754
510,Hemiptera_Group_120,Limotettix humidus,native,66.0,1.0,introduced,0.5051094603253309,0.4948905396746689,0.28213453774953323,0.028340365028422902,0.05247457516599925,0.007561946084215351,0.276085145285837,0.014237480097405995,0.044705211261431,0.01128077503953735,1.0921920539960116e-08,0.5113155357508368,0.0381279300555796,0.04521040754143754
511,Hemiptera_Group_121,Macrosteles borealis,native,66.0,1.0,introduced,0.6313297782719756,0.368670221728025,0.3252118873892888,0.028340365028422902,0.0849899321132209,0.007561946084215351,0.3732792733335341,0.014237480097405995,0.09067985571167501,0.01128077503953735,5.154164749194662e-09,0.5113155357508368,0.04680315400958691,0.04521040754143754
512,Hemiptera_Group_122,,,,1.0,introduced,0.6912102638772671,0.30878973612273325,0.23484459671708446,0.028340365028422902,0.14118106017316348,0.007561946084215351,0.22768407050872674,0.014237480097405995,0.16368586542488917,0.01128077503953735,0.00017892314772204325,0.5113155357508368,0.12198644678442654,0.04521040754143754
513,Hemiptera_Group_123,Pendarus punctiscriptus,native,66.0,1.0,introduced,0.6246578418330001,0.3753421581670001,0.2094976303178518,0.028340365028422902,0.07536739104937969,0.007561946084215351,0.23524976788826046,0.014237480097405995,0.0617763981398694,0.01128077503953735,5.29222273354809e-05,0.5113155357508368,0.06325042542670392,0.04521040754143754
514,Hemiptera_Group_124,Paraphlepsius lobatus,native,66.0,1.0,introduced,0.5162162245876293,0.48378377541237055,0.1552516291246178,0.028340365028422902,0.03563514605031589,0.007561946084215351,0.18078742263321573,0.014237480097405995,0.024539628856028024,0.01128077503953735,0.0002927442859334254,0.5113155357508368,0.03770001342782417,0.04521040754143754
515,Hemiptera_Group_125,Paraphlepsius particolor,native,33.0,1.0,native,0.3426916600282859,0.6573083399717142,0.111507657425408,0.028340365028422902,0.03563514605031589,0.007561946084215351,0.08323482951283595,0.014237480097405995,0.024539628856028024,0.01128077503953735,0.000838150023009664,0.5113155357508368,0.07070713521747028,0.04521040754143754
516,Hemiptera_Group_126,Paraphlepsius collitus,native,66.0,1.0,native,0.48930701169333446,0.5106929883066658,0.111507657425408,0.028340365028422902,0.09970132724700045,0.007561946084215351,0.08323482951283595,0.014237480097405995,0.11948982903402526,0.01128077503953735,0.0007017333946924374,0.5113155357508368,0.19782703329451856,0.04521040754143754
517,Hemiptera_Group_127,,,,1.0,introduced,0.7041907229491782,0.29580927705082205,0.3253658484498394,0.028340365028422902,0.16002916341416532,0.007561946084215351,0.2284484818131292,0.014237480097405995,0.16866789384693626,0.01128077503953735,6.273968400061358e-06,0.5113155357508368,0.13786015610593055,0.04521040754143754
518,Hemiptera_Group_128,Allygus atomarius,introduced,33.0,1.0,introduced,0.6985841220579675,0.30141587794203284,0.33446537996500497,0.028340365028422902,0.10702572080154762,0.007561946084215351,0.3168697055725981,0.014237480097405995,0.09067985571167501,0.01128077503953735,1.825433348673109e-07,0.5113155357508368,0.0685731795041053,0.04521040754143754
519,Hemiptera_Group_129,Eutettix marmoratus,native,33.0,2.0,native,0.4257163500260313,0.5742836499739684,0.3153903235723845,0.010109728643098708,0.06111327584192936,0.0,0.3145670170229917,0.004704593744651175,0.03689436817446285,0.0,1.0584445467096179e-06,0.3177992037352693,0.03941936300092917,0.0
520,Hemiptera_Group_13,Acanalonia bivittata,native,66.0,1.0,introduced,0.6991864071546999,0.3008135928453004,0.4636529289866591,0.028340365028422902,0.30168180682088486,0.007561946084215351,0.3173648282010415,0.014237480097405995,0.40899738958273046,0.01128077503953735,1.2639975456358335e-06,0.5113155357508368,0.19301564993234263,0.04521040754143754
521,Hemiptera_Group_130,Latalus ocellaris,introduced,33.0,1.0,introduced,0.6432202817909592,0.35677971820904125,0.30971231191795434,0.028340365028422902,0.07957377010470691,0.007561946084215351,0.3192684337613643,0.014237480097405995,0.049306455198429085,0.01128077503953735,5.506979598097867e-08,0.5113155357508368,0.05063227356640325,0.04521040754143754
522,Hemiptera_Group_131,Balclutha punctata,,33.0,1.0,introduced,0.700319660212197,0.2996803397878035,0.32222688863029586,0.028340365028422902,0.15569884602425707,0.007561946084215351,0.3660354828219718,0.014237480097405995,0.19245282796809085,0.01128077503953735,1.394385641969627e-07,0.5113155357508368,0.08731738033350245,0.04521040754143754
523,Hemiptera_Group_132,,,,1.0,introduced,0.6655903041367364,0.334409695863264,0.31025258860894556,0.028340365028422902,0.0939719476546728,0.007561946084215351,0.2540449153628894,0.014237480097405995,0.05846788489705646,0.01128077503953735,0.0003021015493173799,0.5113155357508368,0.07361198528060314,0.04521040754143754
524,Hemiptera_Group_133,Limotettix comptonianus,native,33.0,1.0,native,0.42835938596621,0.57164061403379,0.15062798602495742,0.028340365028422902,0.024894427085279208,0.007561946084215351,0.19307439439923813,0.014237480097405995,0.024652719387271867,0.01128077503953735,7.470470931124405e-08,0.5113155357508368,0.024874402498095992,0.04521040754143754
