Number,Order_Group,Species Name,Final Status,Status Confidence,Count,predict,predict probability,1,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance,dN/dS_Similarity
19,Coleoptera_Group_112,,,,1.0,native,0.4977590478916833,0.5022409521083169,0.22478031296627748,0.028340365028422902,0.054197443658629545,0.007561946084215351,0.22824730977846625,0.014237480097405995,0.036894373791542215,0.01128077503953735,0.0,0.5113155357508368,0.04672604276168458,0.04521040754143754
20,Coleoptera_Group_113,,,,1.0,introduced,0.6718701024896815,0.3281298975103189,0.2318261497030571,0.028340365028422902,0.0988376953312474,0.007561946084215351,0.20801320657554032,0.014237480097405995,0.06888276879857923,0.01128077503953735,0.0,0.5113155357508368,0.09251210847843329,0.04521040754143754
21,Coleoptera_Group_114,,,,1.0,native,0.4977590478916833,0.5022409521083169,0.22838819707466473,0.028340365028422902,0.05235907592465039,0.007561946084215351,0.24772300389446578,0.014237480097405995,0.036894373791542215,0.01128077503953735,0.0,0.5113155357508368,0.04195472994934252,0.04521040754143754
22,Coleoptera_Group_115,,,,1.0,introduced,0.5233481411450285,0.4766518588549714,0.19342860693446123,0.028340365028422902,0.03732140801422716,0.007561946084215351,0.2008602105221002,0.014237480097405995,0.051193901392492705,0.01128077503953735,0.0,0.5113155357508368,0.03602377487698533,0.04521040754143754
23,Coleoptera_Group_116,Enochrus ochraceus,native,100.0,6.0,native,0.35256995761304377,0.6474300423869568,0.24955756549144548,0.23322007497761205,0.06521257416373492,0.0,0.2683421724339415,0.11792332206978895,0.012241667510788874,0.0,0.0,0.009189651853801595,0.04862060839903738,0.0
24,Coleoptera_Group_117,Sphaeroderus canadensis,native,100.0,45.0,native,0.34798277973071257,0.6520172202692875,0.12770612580618282,0.008783585797861693,0.0010368664112932427,0.007026499603376318,0.15751727470842045,0.003030507193709731,0.0013601852790954216,0.012319082230099487,0.0,0.5910889242569235,0.0012344026399111337,0.16486501812588591
25,Coleoptera_Group_118,Sphaeroderus stenostomus,native,100.0,2.0,native,0.2736055493127081,0.7263944506872921,0.04008290971237274,0.0,0.00022474736402958054,0.0,0.047325629644571925,0.0,0.0003825521098458923,0.0,1.9941708851050772e-09,0.9999999999999999,0.0006580044993291171,0.04521040754143754
26,Coleoptera_Group_119,Dineutus nigrior,native,100.0,2.0,native,0.46963242211960704,0.5303675778803931,0.20347293799001867,0.05080234126876696,0.08025348849899372,0.0,0.19512062645647102,0.02413758416731468,0.06177641097890796,0.0,0.0,0.02483809245626656,0.07945414186292848,0.0
27,Coleoptera_Group_12,Cryptarcha ampla,native,100.0,1.0,introduced,0.7109170028443973,0.28908299715560304,0.3459518707851751,0.028340365028422902,0.17824144099367853,0.007561946084215351,0.29938796640417037,0.014237480097405995,0.1483288663286772,0.01128077503953735,0.0,0.5113155357508368,0.1202969274952781,0.04521040754143754
28,Coleoptera_Group_120,Brachinus fulminatus,native,100.0,2.0,native,0.40889803433298727,0.5911019656670126,0.20482076136999658,0.31346909539029283,0.07511909007243134,0.11469150830368656,0.19849270384710818,0.1362104302525084,0.0633076599014652,0.11422501554417112,0.0,4.1850001611225055e-07,0.07326454842539636,0.059872267651387714
29,Coleoptera_Group_121,Notiophilus aeneus,native,100.0,16.0,native,0.42678334354923053,0.5732166564507698,0.20375234977076917,0.026793863595103377,0.055430435449157635,0.008240616886797296,0.22011988720206982,0.011110695173135282,0.03233757972942636,0.01435896138779265,0.0,0.3636541455006846,0.049353257369058344,0.05273795667426287
30,Coleoptera_Group_122,Platynus decentis,native,100.0,8.0,native,0.3033395837039091,0.6966604162960912,0.19759280719251412,0.02978248597006416,0.025111607632655738,0.0,0.22919489062464404,0.014003234449360882,0.012270202977442586,0.0,0.0,0.29931022302344357,0.021570135093348645,0.0
31,Coleoptera_Group_123,,,,1.0,native,0.49428556557863734,0.5057144344213625,0.14754578503784307,0.028340365028422902,0.07914356992365792,0.007561946084215351,0.1406266187763197,0.014237480097405995,0.036894373791542215,0.01128077503953735,0.0,0.5113155357508368,0.10364872162582481,0.04521040754143754
32,Coleoptera_Group_124,Dyschirius dejeanii,native,100.0,1.0,native,0.49428556557863734,0.5057144344213625,0.14754578503784307,0.028340365028422902,0.07914356992365792,0.007561946084215351,0.1406266187763197,0.014237480097405995,0.036894373791542215,0.01128077503953735,0.0,0.5113155357508368,0.10364872162582481,0.04521040754143754
33,Coleoptera_Group_125,Bembidion immaturum,native,100.0,1.0,native,0.4921832271307385,0.5078167728692615,0.18989481551331533,0.028340365028422902,0.039840822717429655,0.007561946084215351,0.1760879400813479,0.014237480097405995,0.02471082807331744,0.01128077503953735,0.0,0.5113155357508368,0.04311905884742268,0.04521040754143754
34,Coleoptera_Group_126,Carabus goryi,native,100.0,16.0,native,0.42838449995685507,0.5716155000431449,0.22406157165375123,0.022413020124172626,0.02939797184320859,0.0028741354279890456,0.28198774591772363,0.009933489362032448,0.01965716499263882,0.005007564680323426,0.0,0.47134613964682637,0.02095402438033762,0.02057359587920624
35,,Carabus nemoralis,introduced,100.0,,native,0.4891410051817906,0.5108589948182096,0.14710288175567554,0.028340365028422902,0.06336393360810602,0.007561946084215351,0.15949206202356273,0.014237480097405995,0.05725670609072938,0.01128077503953735,0.0011215892932626135,0.5113155357508368,0.06900183799759897,0.04521040754143754
36,Coleoptera_Group_127,Clivina americana,native,66.0,2.0,introduced,0.5484889729756109,0.4515110270243887,0.17514442747617562,0.0,0.05783050676409876,0.0,0.18325876392695914,0.0,0.0,0.0,0.0,0.9999999999999999,0.06046640097439288,0.04521040754143754
37,Coleoptera_Group_128,,,,1.0,native,0.4693808059438343,0.5306191940561656,0.18920978412523745,0.028340365028422902,0.03921736483821427,0.007561946084215351,0.23525627756972284,0.014237480097405995,0.025363925029965116,0.01128077503953735,0.0,0.5113155357508368,0.03291149770074758,0.04521040754143754
38,Coleoptera_Group_129,Calosoma frigidum,native,100.0,1.0,native,0.4455805432064479,0.554419456793552,0.18243555487446386,0.028340365028422902,0.028855630063620318,0.007561946084215351,0.222518748496144,0.014237480097405995,0.024652706280753348,0.01128077503953735,0.0,0.5113155357508368,0.02544617892571151,0.04521040754143754
39,Coleoptera_Group_13,Judolia cordifera,native,100.0,1.0,introduced,0.7041728756768912,0.29582712432310915,0.34474156156830016,0.028340365028422902,0.16480200667379186,0.007561946084215351,0.3383723897097634,0.014237480097405995,0.17670195084108678,0.01128077503953735,0.0,0.5113155357508368,0.0993973460303105,0.04521040754143754
40,Coleoptera_Group_130,Carabus nemoralis,introduced,100.0,17.0,native,0.4578984901525885,0.5421015098474116,0.17300197972675524,0.0,0.025528914301484535,0.0,0.21322568530297237,0.0,0.012651826482961781,0.0,0.0,0.9999999999999999,0.02337913965761682,0.04521040754143754
41,Coleoptera_Group_131,Carabus serratus,native,100.0,18.0,native,0.4290696115502095,0.5709303884497906,0.17300197972675524,0.01104520973639327,0.025528914301484535,0.0,0.21322568530297237,0.0050777634748088146,0.012651826482961781,0.0,0.0,0.5378797922083719,0.02337913965761682,0.0
42,Coleoptera_Group_132,Habrocerus capillaricornis,introduced,100.0,1.0,introduced,0.6813751694915959,0.3186248305084045,0.24591991241819183,0.028340365028422902,0.1159460823453571,0.007561946084215351,0.22296235937044667,0.014237480097405995,0.06888276879857923,0.01128077503953735,0.0,0.5113155357508368,0.10206581634452487,0.04521040754143754
43,Coleoptera_Group_133,,,,2.0,introduced,0.5153045981890331,0.4846954018109667,0.18844146048306248,0.010106499183312285,0.07449369411283276,0.0,0.1756088025684699,0.004704593744651175,0.06177641097890796,0.0,0.0,0.3177992037352693,0.08081283451048263,0.0
44,Coleoptera_Group_134,Trechus apicalis,native,66.0,2.0,native,0.4200696234780573,0.5799303765219428,0.1896129666119665,0.010106499183312285,0.06954141089515457,0.0,0.19270177024943214,0.004764914290439857,0.036894373791542215,0.0,0.0,0.3177796937345182,0.06960269001562913,0.0
45,Coleoptera_Group_135,,,,3.0,introduced,0.6550436707558381,0.344956329244162,0.18844146048306248,0.0,0.08230135886795706,0.0,0.1756088025684699,0.0,0.05257564032631808,0.0,0.0,0.9999999999999999,0.08928280672051177,0.04521040754143754
46,Coleoptera_Group_136,Tachys scitulus,native,100.0,1.0,introduced,0.5264059499098361,0.47359405009016364,0.19342860693446123,0.028340365028422902,0.03732140801422716,0.007561946084215351,0.21292033340766572,0.014237480097405995,0.04965208572722334,0.01128077503953735,0.0,0.5113155357508368,0.034221880085163615,0.04521040754143754
47,Coleoptera_Group_137,Clivina dentipes,native,100.0,1.0,native,0.4954214168444763,0.5045785831555235,0.19052747492181263,0.028340365028422902,0.05783050676409876,0.007561946084215351,0.1724628669363416,0.014237480097405995,0.0,0.01128077503953735,0.0,0.5113155357508368,0.06371976495662904,0.04521040754143754
48,Coleoptera_Group_138,,,,1.0,introduced,0.5021449115908964,0.49785508840910375,0.18154819525818175,0.028340365028422902,0.048069353130747915,0.007561946084215351,0.1877031418372365,0.014237480097405995,0.036894373791542215,0.01128077503953735,0.0,0.5113155357508368,0.049225666223674004,0.04521040754143754
49,Coleoptera_Group_139,Coptotomus longulus,native,100.0,1.0,introduced,0.5102333378415351,0.48976666215846454,0.18460084906448535,0.028340365028422902,0.05611280506614057,0.007561946084215351,0.18816646061618383,0.014237480097405995,0.03644845167480845,0.01128077503953735,0.0,0.5113155357508368,0.05733954896082982,0.04521040754143754
50,Coleoptera_Group_14,,,,1.0,introduced,0.7055967726267705,0.29440322737322994,0.39439908459704187,0.028340365028422902,0.2567681429941162,0.007561946084215351,0.3106174456160517,0.014237480097405995,0.25615728886796246,0.01128077503953735,0.0,0.5113155357508368,0.16755161662811513,0.04521040754143754
51,Coleoptera_Group_140,Oxypselaphus pusillus,native,100.0,2.0,introduced,0.5534316844778064,0.44656831552219345,0.1684525922540738,0.0,0.046685548298090206,0.0,0.18185332577899702,0.0,0.026128999250173403,0.0,0.0,0.9999999999999999,0.04914008268306856,0.04521040754143754
