Number,Order_Group,Species_Name,Final_Status,Status_Confidence,Database_Confidence,Group_Count,Species_Count,Sequence_Count,predict,predict prob,1,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance,dN/dS_Similarity
698,Hymenoptera_Group_17,,,,,0,,1,introduced,0.5363448023950615,0.46365519760493856,0.13214616620951433,0.05037945131056341,0.051315439407384957,0.041723175312406005,0.21164155743875254,0.06532519391654028,0.06414693937248184,0.03820208068461324,9.526000920386561e-06,0.5321156457992706,0.0473046045315006,0.04745380300671628
699,Hymenoptera_Group_18,,,,,0,,1,introduced,0.5233065603198034,0.47669343968019673,0.18463653197273824,0.05037945131056341,0.0569603833473735,0.041723175312406005,0.31050314559247,0.06532519391654028,0.07430475870672044,0.03820208068461324,7.99202331645958e-09,0.5321156457992706,0.03718150160635539,0.04745380300671628
700,Hymenoptera_Group_19,,,,,0,,1,introduced,0.5253297212597443,0.4746702787402559,0.18463653197273824,0.05037945131056341,0.0569603833473735,0.041723175312406005,0.2456303222443315,0.06532519391654028,0.07430475870672044,0.03820208068461324,2.69980058291149e-07,0.5321156457992706,0.04599052647571624,0.04745380300671628
701,Hymenoptera_Group_2,,,,,0,,3,introduced,0.7065356971404712,0.2934643028595291,0.4149672686976972,0.0,0.864382963604761,0.0,0.162913655056821,0.0,0.9592736067857743,0.0,0.0012968093265838317,1.0,1.0,0.04745380300671628
702,Hymenoptera_Group_20,,,,,0,,1,native,0.47345957601169303,0.5265404239883068,0.07943235301024729,0.05037945131056341,0.05978111620557096,0.041723175312406005,0.10136293221576007,0.06532519391654028,0.07430475870672044,0.03820208068461324,0.0006803037275655775,0.5321156457992706,0.10201925475626221,0.04745380300671628
703,Hymenoptera_Group_21,,,,,0,,1,introduced,0.5545695932278647,0.44543040677213536,0.1026551647309122,0.05037945131056341,0.05968255470639242,0.041723175312406005,0.14952860193684278,0.06532519391654028,0.07430475870672044,0.03820208068461324,8.467556373676945e-05,0.5321156457992706,0.07424679655442529,0.04745380300671628
704,Hymenoptera_Group_22,,,,,0,,1,native,0.47345957601169303,0.5265404239883068,0.07943235301024729,0.05037945131056341,0.05968255470639242,0.041723175312406005,0.10136293221576007,0.06532519391654028,0.07430475870672044,0.03820208068461324,0.0012110446387482742,0.5321156457992706,0.10185105497240954,0.04745380300671628
705,Hymenoptera_Group_23,,,,,0,,3,introduced,0.6604154314995734,0.339584568500427,0.1647487622169255,0.036740150506280614,0.15662788664452984,0.0,0.1568816511084517,0.06412233292449439,0.20389294627769125,0.0,0.0002663752109219205,0.38836511645205707,0.187107915429465,0.0
706,Hymenoptera_Group_24,,,,,0,,2,introduced,0.6366624645477211,0.3633375354522794,0.1280892708010327,0.05513863020836099,0.13130354402466307,0.0,0.1367006735615244,0.0932820130134604,0.15073282690994005,0.0,0.0009873140052155237,0.08264544468184963,0.1760532367652853,0.0
707,Hymenoptera_Group_25,,,,,0,,1,introduced,0.5361256225674984,0.46387437743250154,0.09860029041906652,0.05037945131056341,0.08777272394058586,0.041723175312406005,0.1249184412824382,0.06532519391654028,0.11224582949911943,0.03820208068461324,0.00019151710385028378,0.5321156457992706,0.12674317528950585,0.04745380300671628
708,Hymenoptera_Group_26,Sphecodes autumnalis,native,33.0,,1,1.0,1,native,0.4635495299193828,0.5364504700806171,0.04970540191375673,0.05037945131056341,0.05613451819635248,0.041723175312406005,0.06240983025292226,0.06532519391654028,0.08729725051721934,0.03820208068461324,2.9298972235005366e-05,0.5321156457992706,0.13698450112070473,0.04745380300671628
709,Hymenoptera_Group_27,,,,,0,,1,native,0.47197995213507077,0.5280200478649291,0.04970540191375673,0.05037945131056341,0.05613451819635248,0.041723175312406005,0.06240983025292226,0.06532519391654028,0.08729725051721934,0.03820208068461324,0.000377603926982666,0.5321156457992706,0.13698450112070473,0.04745380300671628
710,Hymenoptera_Group_28,Lasioglossum coriaceum,native,33.0,,1,1.0,1,introduced,0.6429175617044397,0.3570824382955606,0.17529062341190768,0.05037945131056341,0.12109754869903001,0.041723175312406005,0.2204776409932636,0.06532519391654028,0.11224582949911943,0.03820208068461324,4.387175947231171e-06,0.5321156457992706,0.10766576133769544,0.04745380300671628
711,Hymenoptera_Group_29,Lasioglossum ellisiae,native,33.0,,1,1.0,1,native,0.35248073320174855,0.6475192667982514,0.08219372547508783,0.05037945131056341,0.03144019544393916,0.041723175312406005,0.11345047479474424,0.06532519391654028,0.03689436817446285,0.03820208068461324,0.0004564963951526307,0.5321156457992706,0.049075253736469954,0.04745380300671628
712,Hymenoptera_Group_3,,,,,0,,1,introduced,0.6095521903560902,0.3904478096439101,0.2560332015023867,0.05037945131056341,0.4284105640259164,0.041723175312406005,0.11910258787540673,0.06532519391654028,0.5644420901451901,0.03820208068461324,0.011463475993250498,0.5321156457992706,0.6430484389209152,0.04745380300671628
713,Hymenoptera_Group_30,Lasioglossum vierecki,native,33.0,,1,1.0,1,native,0.3633883561762807,0.6366116438237189,0.06136296210921359,0.05037945131056341,0.02915187924010873,0.041723175312406005,0.09352377414077415,0.06532519391654028,0.025596361972832757,0.03820208068461324,0.0008641969627243442,0.5321156457992706,0.05295326176967411,0.04745380300671628
714,Hymenoptera_Group_31,Lasioglossum coreopsis,native,33.0,,1,1.0,1,native,0.3049201622415185,0.6950798377584813,0.0722959859894004,0.05037945131056341,0.03140928184444888,0.041723175312406005,0.11200045468773165,0.06532519391654028,0.024539628856028024,0.03820208068461324,0.0005422457432121491,0.5321156457992706,0.04953410593324649,0.04745380300671628
715,Hymenoptera_Group_32,Lasioglossum rozeni,native,33.0,,1,1.0,1,native,0.061749434889131156,0.9382505651108694,0.03516523922692446,0.05037945131056341,0.0,0.041723175312406005,0.07043094744329015,0.06532519391654028,0.0,0.03820208068461324,7.516490259242215e-05,0.5321156457992706,0.0,0.04745380300671628
716,Hymenoptera_Group_33,Lasioglossum lineatulum,native,33.0,,1,1.0,1,native,0.09966435514464117,0.9003356448553589,0.042276440911782155,0.05037945131056341,0.006993500916145462,0.041723175312406005,0.07550217232229939,0.06532519391654028,0.012297953320840058,0.03820208068461324,5.645037582451296e-06,0.5321156457992706,0.014911318077917762,0.04745380300671628
717,Hymenoptera_Group_34,Lasioglossum oblongum,native,33.0,,1,1.0,1,native,0.061749434889131156,0.9382505651108694,0.022607897540631246,0.05037945131056341,0.0,0.041723175312406005,0.04879580688664318,0.06532519391654028,0.0,0.03820208068461324,3.865623561895996e-06,0.5321156457992706,0.0,0.04745380300671628
718,Hymenoptera_Group_35,Lasioglossum versatum,native,33.0,,1,1.0,1,native,0.07595435454622183,0.9240456454537785,0.013070127885873358,0.05037945131056341,0.0,0.041723175312406005,0.03473145082801463,0.06532519391654028,0.0,0.03820208068461324,0.00020374290535358182,0.5321156457992706,0.0,0.04745380300671628
719,Hymenoptera_Group_36,Lasioglossum katherineae,native,33.0,,1,1.0,3,native,0.18284905796521292,0.8171509420347876,0.013070127885873358,0.0,0.0,0.0,0.03473145082801463,0.0,0.0,0.0,2.8531983433041878e-05,1.0,0.0,0.04745380300671628
723,Hymenoptera_Group_38,Lasioglossum laevissimum,native,33.0,,1,1.0,1,native,0.14851462621801131,0.851485373781989,0.02252480006301528,0.05037945131056341,0.013941288036488995,0.041723175312406005,0.04151423110581281,0.06532519391654028,0.012241675535187967,0.03820208068461324,5.000766988801964e-06,0.5321156457992706,0.0442197220920515,0.04745380300671628
724,Hymenoptera_Group_39,Lasioglossum imitatum,native,33.0,50.0,1,1.0,1,native,0.1378975281471364,0.8621024718528639,0.04685587028680487,0.05037945131056341,0.0139139591368248,0.041723175312406005,0.07564261506025247,0.06532519391654028,0.012241675535187967,0.03820208068461324,2.991256327657616e-05,0.5321156457992706,0.029626768851949502,0.04745380300671628
725,Hymenoptera_Group_4,,,,,0,,1,introduced,0.6441649395823277,0.3558350604176729,0.2560332015023867,0.05037945131056341,0.4284105640259164,0.041723175312406005,0.13956052429165836,0.06532519391654028,0.5644420901451901,0.03820208068461324,0.006293281178094799,0.5321156457992706,0.5646246518464996,0.04745380300671628
726,Hymenoptera_Group_40,Lasioglossum nigroviride,native,33.0,,1,1.0,1,native,0.14851462621801131,0.851485373781989,0.02252480006301528,0.05037945131056341,0.013936709558493304,0.041723175312406005,0.04151423110581281,0.06532519391654028,0.012241675535187967,0.03820208068461324,9.433962264150943e-05,0.5321156457992706,0.04420519982985676,0.04745380300671628
727,Hymenoptera_Group_41,Halictus ligatus,native,33.0,,1,1.0,1,introduced,0.6411677078809829,0.3588322921190174,0.16140853336690145,0.05037945131056341,0.11757400172245538,0.041723175312406005,0.19358992789473337,0.06532519391654028,0.17670194896872699,0.03820208068461324,3.4821291609142504e-05,0.5321156457992706,0.11720634039949304,0.04745380300671628
728,Hymenoptera_Group_42,,,,,0,,1,introduced,0.6371499476705578,0.36285005232944245,0.19549080462736695,0.05037945131056341,0.10273433822064151,0.041723175312406005,0.22587229513220292,0.06532519391654028,0.11224582949911943,0.03820208068461324,2.4083448381653625e-06,0.5321156457992706,0.0893998644092476,0.04745380300671628
729,Hymenoptera_Group_43,Halictus rubicundus,introduced,66.0,50.0,1,1.0,1,introduced,0.6402304807093929,0.3597695192906073,0.16140853336690145,0.05037945131056341,0.10273433822064151,0.041723175312406005,0.20957384135292328,0.06532519391654028,0.11224582949911943,0.03820208068461324,4.3564963951526305e-06,0.5321156457992706,0.09552818984188227,0.04745380300671628
730,Hymenoptera_Group_44,,,,,0,,2,native,0.3729901098438584,0.6270098901561408,0.00723103661813942,0.21366314245878382,0.019421442260710183,0.7937507222315245,0.018620500832097424,0.2658747448404594,0.03457721594382836,0.8116625111495185,0.017799064273661604,0.01957464225362373,0.09173133613505478,0.17430108880879971
731,Hymenoptera_Group_45,,,,,0,,2,native,0.30469546423959765,0.6953045357604017,0.06507058340170632,0.05806213659699496,0.02845016537613362,0.0,0.10217698348091167,0.10076435520048399,0.03787706283561883,0.0,0.0010388249731553918,0.08239350467214994,0.0482483540637114,0.0
732,Hymenoptera_Group_46,,,,,0,,1,native,0.34676804496147884,0.6532319550385207,0.00723103661813942,0.05037945131056341,0.01440818631581693,0.041723175312406005,0.018620500832097424,0.06532519391654028,0.025596361972832757,0.03820208068461324,0.005317042491179628,0.5321156457992706,0.06805273081633566,0.04745380300671628
733,Hymenoptera_Group_47,,,,,0,,1,native,0.11372675544943964,0.8862732445505602,0.019374733154879444,0.05037945131056341,0.006914034154654376,0.041723175312406005,0.03227313721627777,0.06532519391654028,0.012241675535187967,0.03820208068461324,0.01225752416014726,0.5321156457992706,0.025282229408226616,0.04745380300671628
734,Hymenoptera_Group_48,,,,,0,,1,native,0.11372675544943964,0.8862732445505602,0.036271494519224116,0.05037945131056341,0.006914034154654376,0.041723175312406005,0.06962039019246982,0.06532519391654028,0.012241675535187967,0.03820208068461324,0.003808789691670501,0.5321156457992706,0.0156283994159547,0.04745380300671628
735,Hymenoptera_Group_49,,,,,0,,3,native,0.2297532713992866,0.7702467286007134,0.019374733154879444,0.0,0.007347960293997844,0.0,0.038339686151576936,0.0,0.013041440644977663,0.0,0.013795075931891393,1.0,0.02441879820688259,0.04745380300671628
736,Hymenoptera_Group_5,,,,,0,,3,introduced,0.6956957215165394,0.30430427848346064,0.13529712740819702,0.0,0.14020083997715596,0.0,0.13956052429165836,0.0,0.19088860510452893,0.0,0.035408268139285166,1.0,0.18477800760156743,0.04745380300671628
737,Hymenoptera_Group_50,Apis mellifera,introduced,100.0,100.0,1,1.0,3,introduced,0.6676499641897705,0.3323500358102293,0.19791495801279058,0.012755319055841857,0.28717449113264965,0.16241778352156555,0.1631802691480003,0.0,0.41313755154773674,0.16228650170054065,0.0007635833716827733,0.5458833325165083,0.3317677594460249,0.04745380300671628
738,Hymenoptera_Group_51,,,,,0,,1,introduced,0.6437149155002112,0.3562850844997892,0.16970865856221226,0.05037945131056341,0.19531396716761718,0.041723175312406005,0.17066381975488168,0.06532519391654028,0.269632381146546,0.03820208068461324,0.00014465408805031444,0.5321156457992706,0.2171510566781867,0.04745380300671628
739,Hymenoptera_Group_52,,,,,0,,1,introduced,0.504294167400027,0.4957058325999729,0.10312967529508592,0.05037945131056341,0.07736087456553417,0.041723175312406005,0.11302162613099112,0.06532519391654028,0.08689209860691886,0.03820208068461324,0.009124037429053536,0.5321156457992706,0.12111993509922146,0.04745380300671628
740,Hymenoptera_Group_53,Bombus terricola,native,100.0,100.0,1,1.0,2,introduced,0.5438187102911054,0.45618128970889466,0.1070348274835732,0.01834611796539793,0.08437251193327495,0.0,0.11724730370137698,0.031164506645694943,0.07430475870672044,0.0,0.004124957815615892,0.3176434937292746,0.12825953586773964,0.0
741,Hymenoptera_Group_54,Bombus vagans,native,100.0,100.0,1,1.0,10,introduced,0.5308601545540557,0.4691398454459445,0.05994692457147521,0.007350583632524473,0.04909785891398407,0.0,0.06833597388613619,0.012408376406744385,0.049306455198429085,0.0,0.009039254486884491,0.8314056535091179,0.11245699527636635,0.0
742,Hymenoptera_Group_55,,,,,0,,2,introduced,0.5117861390413149,0.48821386095868513,0.06434103905937376,0.0,0.042705274361753566,0.0,0.08669514740350082,0.0,0.044266972078862626,0.0,0.005829897223500536,1.0,0.08218338533064992,0.04745380300671628
743,Hymenoptera_Group_56,,,,,0,,4,native,0.3289450240254713,0.671054975974528,0.052668562097594976,0.025263318566367213,0.04273448434152452,0.08020955916166903,0.06092394242498297,0.03242747322617161,0.015628587157157883,0.08144235628786947,0.012441984967019482,0.445306878644315,0.10602342225764083,0.14441292768479005
744,Hymenoptera_Group_57,,,,,0,,1,native,0.3246949154123689,0.6753050845876305,0.01067793644459518,0.05037945131056341,0.01389124420723378,0.041723175312406005,0.024974815123902587,0.06532519391654028,0.024539628856028024,0.03820208068461324,0.003756250958736002,0.5321156457992706,0.05776884950109094,0.04745380300671628
745,Hymenoptera_Group_58,,,,,0,,2,native,0.37698334205554757,0.6230166579444522,0.057487196308096775,0.0,0.024341566994280254,0.0,0.07908151131543406,0.0,0.024539628856028024,0.0,0.001608084061972695,1.0,0.05016850628347013,0.04745380300671628
746,Hymenoptera_Group_59,,,,,0,,1,native,0.2550472909174461,0.7449527090825533,0.01067793644459518,0.05037945131056341,0.01389124420723378,0.041723175312406005,0.024974815123902587,0.06532519391654028,0.015628587157157883,0.03820208068461324,0.003952047860101242,0.5321156457992706,0.05776884950109094,0.04745380300671628
747,Hymenoptera_Group_6,,,,,0,,2,introduced,0.7018002871410389,0.2981997128589613,0.13529712740819702,0.0,0.14020083997715596,0.0,0.1425691909155178,0.0,0.19088860510452893,0.0,0.03326128240527688,1.0,0.18152229294317604,0.04745380300671628
748,Hymenoptera_Group_60,Bombus impatiens,native,66.0,50.0,1,2.0,2,native,0.48697809791860713,0.5130219020813929,0.02380547778357814,0.0,0.030023209742389298,0.0,0.03375458681410819,0.0,0.04999770368445902,0.0,0.04295835250805338,1.0,0.10715880800870924,0.04745380300671628
749,Hymenoptera_Group_61,Bombus impatiens,native,66.0,50.0,1,2.0,4,native,0.48697809791860713,0.5130219020813929,0.02380547778357814,0.0,0.030023209742389298,0.0,0.03375458681410819,0.0,0.0526966568240279,0.0,0.013280825279950913,1.0,0.10715880800870924,0.04745380300671628
750,Hymenoptera_Group_62,Anthidiellum notatum,native,66.0,50.0,1,1.0,1,introduced,0.6508133233540385,0.3491866766459619,0.24208518435826454,0.05037945131056341,0.3972227882370574,0.041723175312406005,0.1490333087672236,0.06532519391654028,0.45353719123081904,0.03820208068461324,0.0017258935419542873,0.5321156457992706,0.4955375107315259,0.04745380300671628
751,Hymenoptera_Group_63,Osmia simillima,native,100.0,100.0,1,1.0,1,native,0.432246506987967,0.5677534930120327,0.03958215812376841,0.05037945131056341,0.03850925899305225,0.041723175312406005,0.0537001509859262,0.06532519391654028,0.04063066213302384,0.03820208068461324,0.007431109065807639,0.5321156457992706,0.10396891814949719,0.04745380300671628
752,Hymenoptera_Group_64,Osmia distincta,native,100.0,100.0,1,1.0,1,native,0.432246506987967,0.5677534930120327,0.03958215812376841,0.05037945131056341,0.03850925899305225,0.041723175312406005,0.0537001509859262,0.06532519391654028,0.04063066213302384,0.03820208068461324,0.011270762386869151,0.5321156457992706,0.10396891814949719,0.04745380300671628
753,Hymenoptera_Group_65,Neopareophora litura,native,33.0,,1,1.0,1,introduced,0.6388680729754793,0.3611319270245209,0.13936622093973802,0.05037945131056341,0.08491646351282493,0.041723175312406005,0.16579229443306726,0.06532519391654028,0.07697795352519476,0.03820208068461324,9.832796441171956e-05,0.5321156457992706,0.09678153841528522,0.04745380300671628
754,Hymenoptera_Group_66,Pristiphora bivittata,native,33.0,,1,1.0,1,introduced,0.632956469938789,0.3670435300612109,0.16873649319451153,0.05037945131056341,0.0618748648406233,0.041723175312406005,0.17549985171444774,0.06532519391654028,0.05752480401943222,0.03820208068461324,0.0026960576775579073,0.5321156457992706,0.06715948089492278,0.04745380300671628
755,Hymenoptera_Group_67,Nematus atriceps group sp. TN-2010,,33.0,,1,1.0,1,introduced,0.5466313043315175,0.45336869566848254,0.10206133792197393,0.05037945131056341,0.05610126211974811,0.041723175312406005,0.13117239417211884,0.06532519391654028,0.038212081497830064,0.03820208068461324,0.0005726338395459427,0.5321156457992706,0.07783065082569819,0.04745380300671628
756,Hymenoptera_Group_68,Nematus tricolor,,66.0,,1,1.0,1,introduced,0.5423891398203561,0.4576108601796439,0.10206133792197393,0.05037945131056341,0.044762466156995355,0.041723175312406005,0.13117239417211884,0.06532519391654028,0.038212081497830064,0.03820208068461324,0.005591148949225341,0.5321156457992706,0.062100062309377306,0.04745380300671628
757,Hymenoptera_Group_69,Amauronematus brunneus,native,33.0,,1,1.0,1,native,0.27519116482339845,0.7248088351766014,0.11363277793776637,0.05037945131056341,0.02782990582998881,0.041723175312406005,0.17270883722618038,0.06532519391654028,0.019037806608611568,0.03820208068461324,0.000716030065961037,0.5321156457992706,0.030626463001456633,0.04745380300671628
758,Hymenoptera_Group_7,,,,,0,,1,introduced,0.6477975353090789,0.35220246469092165,0.31968551163998743,0.05037945131056341,0.4518573757467753,0.041723175312406005,0.25593519791380387,0.06532519391654028,0.5404407647284436,0.03820208068461324,5.967172879275962e-06,0.5321156457992706,0.35160305663840774,0.04745380300671628
759,Hymenoptera_Group_70,Pachynematus corniger,native,33.0,,1,1.0,1,native,0.27519116482339845,0.7248088351766014,0.11363277793776637,0.05037945131056341,0.02782990582998881,0.041723175312406005,0.17270883722618038,0.06532519391654028,0.019037806608611568,0.03820208068461324,0.0005089584292069336,0.5321156457992706,0.030626463001456633,0.04745380300671628
760,Hymenoptera_Group_71,Periclista sp. SAL-2012,,33.0,,1,1.0,1,introduced,0.6501580387413178,0.3498419612586826,0.20356615883662538,0.05037945131056341,0.16615456360708145,0.041723175312406005,0.14646994179126027,0.06532519391654028,0.19676514004167928,0.03820208068461324,0.0016812854732320907,0.5321156457992706,0.21032082131505447,0.04745380300671628
761,Hymenoptera_Group_72,Fenusa pumila,introduced,100.0,50.0,1,1.0,1,introduced,0.6483923185959992,0.3516076814040011,0.15937504186397625,0.05037945131056341,0.1368304058228558,0.041723175312406005,0.17949744086119734,0.06532519391654028,0.13620104136906735,0.03820208068461324,0.0034594416321521706,0.5321156457992706,0.14565813378566875,0.04745380300671628
762,Hymenoptera_Group_73,Fenella nigrita,introduced,100.0,50.0,1,1.0,1,introduced,0.6481382009983556,0.35186179900164477,0.15937504186397625,0.05037945131056341,0.13119706779220516,0.041723175312406005,0.18110656340650824,0.06532519391654028,0.13620104136906735,0.03820208068461324,0.00042891547783402363,0.5321156457992706,0.13858759374298812,0.04745380300671628
763,Hymenoptera_Group_74,Profenusa lucifex,native,33.0,,1,1.0,1,introduced,0.6379816578440718,0.3620183421559284,0.17690506825037652,0.05037945131056341,0.13119706779220516,0.041723175312406005,0.13025854304286028,0.06532519391654028,0.13620104136906735,0.03820208068461324,0.004976990335941095,0.5321156457992706,0.1830626699806485,0.04745380300671628
764,Hymenoptera_Group_75,,,,,0,,1,introduced,0.5777262831718274,0.4222737168281725,0.25480428531867716,0.05037945131056341,0.42058523528973224,0.041723175312406005,0.08720039019488235,0.06532519391654028,0.5181271041813352,0.03820208068461324,0.06845689522932966,0.5321156457992706,0.8058435563220769,0.04745380300671628
765,Hymenoptera_Group_76,Perilampus stygicus,native,33.0,,1,1.0,1,introduced,0.5770709985591067,0.4229290014408931,0.17478855081307912,0.05037945131056341,0.24106105453822832,0.041723175312406005,0.0957920175324315,0.06532519391654028,0.3314651373160584,0.03820208068461324,0.0031872219665592884,0.5321156457992706,0.4298669804167347,0.04745380300671628
766,Hymenoptera_Group_77,,,,,0,,2,introduced,0.6662871762557202,0.3337128237442799,0.18502331263426322,0.0,0.24123734368710112,0.0,0.11430073486317391,0.0,0.3142758580309404,0.0,0.0019623868691517102,1.0,0.37430235397955985,0.04745380300671628
767,Hymenoptera_Group_78,,,,,0,,1,introduced,0.6434666065258363,0.3565333934741643,0.15550215567842032,0.05037945131056341,0.1746734785214964,0.041723175312406005,0.14144811977917046,0.06532519391654028,0.23161767311845297,0.03820208068461324,0.0013716060745513116,0.5321156457992706,0.2276496571658456,0.04745380300671628
768,Hymenoptera_Group_79,,,,,0,,1,introduced,0.6407682969897605,0.3592317030102399,0.15550215567842032,0.05037945131056341,0.1746734785214964,0.041723175312406005,0.1442637795470958,0.06532519391654028,0.19344327954837184,0.03820208068461324,0.00011642890013805798,0.5321156457992706,0.2239327604985679,0.04745380300671628
769,Hymenoptera_Group_8,,,,,0,,1,introduced,0.639219435624633,0.36078056437536726,0.2396988952345958,0.05037945131056341,0.35800521385361767,0.041723175312406005,0.1322192590993357,0.06532519391654028,0.4520794253952492,0.03820208068461324,0.0037465562202791836,0.5321156457992706,0.4934279567265263,0.04745380300671628
770,Hymenoptera_Group_80,,,,,0,,1,introduced,0.6501580387413178,0.3498419612586826,0.20242570587381303,0.05037945131056341,0.19226555263234726,0.041723175312406005,0.1512272419612287,0.06532519391654028,0.19344327954837184,0.03820208068461324,0.0005342690596717288,0.5321156457992706,0.23691930652510867,0.04745380300671628
771,Hymenoptera_Group_81,,,,,0,,2,introduced,0.7060819899667496,0.29391801003325063,0.3051200584164894,0.0,0.5470924864391737,0.0,0.15358770653352685,0.0,0.6617672984712959,0.0,0.00017875441018561127,1.0,0.6654006243841747,0.04745380300671628
772,Hymenoptera_Group_82,Myrmecina americana,native,33.0,,1,1.0,1,introduced,0.6486366898435474,0.35136331015645306,0.2684513736937747,0.05037945131056341,0.2963815264453626,0.041723175312406005,0.2419580383104446,0.06532519391654028,0.32422202046505305,0.03820208068461324,3.5588280411105993e-06,0.5321156457992706,0.2425551603701839,0.04745380300671628
773,Hymenoptera_Group_83,Ponera pennsylvanica,native,33.0,,1,2.0,2,native,0.19623643767432875,0.8037635623256716,0.013046464958002952,0.0,0.0,0.0,0.03363676781895004,0.0,0.0,0.0,0.0006382113821138211,1.0,0.0,0.04745380300671628
774,Hymenoptera_Group_84,Ponera pennsylvanica,native,33.0,,1,2.0,1,native,0.07670900680589081,0.9232909931941095,0.013046464958002952,0.05037945131056341,0.0,0.041723175312406005,0.03363676781895004,0.06532519391654028,0.0,0.03820208068461324,0.0011607148335634298,0.5321156457992706,0.0,0.04745380300671628
775,Hymenoptera_Group_85,,,,,0,,1,introduced,0.6425184107932432,0.35748158920675716,0.3038436196331188,0.05037945131056341,0.3137449605930488,0.041723175312406005,0.21519499497088632,0.06532519391654028,0.30362887132787786,0.03820208068461324,1.4265991716520937e-06,0.5321156457992706,0.2849998212473857,0.04745380300671628
776,Hymenoptera_Group_86,,,,,0,,1,introduced,0.5279129958500421,0.47208700414995813,0.1754141785938644,0.05037945131056341,0.06782294661441952,0.041723175312406005,0.27480097439241474,0.06532519391654028,0.08689209860691886,0.03820208068461324,4.065040650406504e-09,0.5321156457992706,0.04948889449018288,0.04745380300671628
777,Hymenoptera_Group_87,,,,,0,,2,native,0.06611258844686406,0.9338874115531359,0.05038044819016252,0.03672566136818493,0.009611786964362951,0.0,0.08131075901143003,0.05890545993397767,0.016650414137899888,0.0,2.63844147875441e-10,0.15717208755112538,0.01940679629589978,0.0
780,Hymenoptera_Group_89,Tapinoma sessile,native,33.0,,1,2.0,1,introduced,0.5470242070279479,0.4529757929720522,0.11677853436546627,0.05037945131056341,0.05663091039207124,0.041723175312406005,0.1743052066191822,0.06532519391654028,0.07430475870672044,0.03820208068461324,3.359410952600092e-07,0.5321156457992706,0.06183029029725819,0.04745380300671628
781,Hymenoptera_Group_9,,,,,0,,54,introduced,0.6335767094986191,0.36642329050138106,0.2396988952345958,0.0,0.35800521385361767,0.0,0.10686072633012539,0.0,0.4520794253952492,0.0,0.0033755023776652856,1.0,0.586080774666022,0.04745380300671628
782,Hymenoptera_Group_90,Tapinoma sessile,native,33.0,,1,2.0,5,introduced,0.5701008600891796,0.4298991399108204,0.11677853436546627,0.12915086908289067,0.05663091039207124,0.0,0.1743052066191822,0.21445528993780041,0.07430475870672044,0.0,1.6413560362018712e-07,0.023563052407177522,0.06183029029725819,0.0
783,Hymenoptera_Group_91,,,,,0,,1,introduced,0.6419576522133416,0.3580423477866589,0.23703328340151497,0.05037945131056341,0.15598732563006307,0.041723175312406005,0.23415309661865974,0.06532519391654028,0.20292568521079443,0.03820208068461324,2.63844147875441e-07,0.5321156457992706,0.13145617528335285,0.04745380300671628
784,Hymenoptera_Group_92,Dolichoderus sp.,,33.0,,1,1.0,2,introduced,0.7025757094527382,0.2974242905472618,0.23703328340151497,0.0,0.15598732563006307,0.0,0.2305053248591229,0.0,0.20292568521079443,0.0,6.611443472925295e-07,1.0,0.1333098096818398,0.04745380300671628
785,Hymenoptera_Group_93,,,,,0,,1,introduced,0.643524325560553,0.3564756744394477,0.3015017230921971,0.05037945131056341,0.2745523016480042,0.041723175312406005,0.32463844678018655,0.06532519391654028,0.256157301974481,0.03820208068461324,1.0139591961957356e-09,0.5321156457992706,0.17203697694614797,0.04745380300671628
786,Hymenoptera_Group_94,Myrmica rubra,introduced,33.0,,1,1.0,3,introduced,0.658653864847626,0.34134613515237383,0.19534929209122892,0.012239878727348708,0.10154304663982493,0.15383590428103475,0.21653447111972332,0.0,0.10377455161864568,0.15560163541571578,2.561742598558061e-07,0.5459008625171833,0.09173485868766705,0.04745380300671628
787,Hymenoptera_Group_95,,,,,0,,1,native,0.4833307794387594,0.5166692205612406,0.12223674728928462,0.05037945131056341,0.04299268920523495,0.041723175312406005,0.19512479431642335,0.06532519391654028,0.07535146132465657,0.03820208068461324,4.065040650406504e-05,0.5321156457992706,0.042563675881266694,0.04745380300671628
788,Hymenoptera_Group_96,Myrmica punctiventris,native,33.0,,1,1.0,2,introduced,0.6321098672605748,0.3678901327394253,0.1539350903531251,0.018350852040221275,0.05726675096023239,0.0,0.15561648099772613,0.030456237631758535,0.06264453112994747,0.0,4.341156619113361e-05,0.31768161373074216,0.06888183907845952,0.0
789,Hymenoptera_Group_97,Myrmica fracticornis,native,33.0,,1,1.0,1,native,0.482454843780215,0.5175451562197849,0.12223674728928462,0.05037945131056341,0.04299268920523495,0.041723175312406005,0.19512479431642335,0.06532519391654028,0.06264453112994747,0.03820208068461324,1.8254333486731094e-05,0.5321156457992706,0.042563675881266694,0.04745380300671628
790,Hymenoptera_Group_98,Aphaenogaster rudis,native,33.0,,1,1.0,2,native,0.026785462422499105,0.9732145375775011,0.05898266473220891,0.036734986061018784,0.0,0.0,0.10190417167383531,0.05942795127202095,0.0,0.0,7.102316306181929e-09,0.15714812755020294,0.0,0.0
